N	2gram	Propp_Isto	DiskursI
123	в античной	3	5
124	ничего не	4	5
125	к себе	3	5
126	в другом	2	5
127	не всегда	9	5
128	и потому	2	5
129	того что	3	5
130	о нем	3	5
131	к ним	2	5
132	мира и	2	5
133	несмотря на	3	5
134	один из	6	5
135	представляют собой	6	5
136	того как	8	5
137	как будто	2	5
138	сказать что	2	5
139	но при	2	5
140	из этих	5	5
141	не обязательно	2	5
142	переход от	2	5
143	из двух	2	5
144	что касается	2	5
145	в свою	3	5
146	подобно тому	2	5
147	на этом	5	5
148	в ней	8	5
149	тем что	12	5
150	не могут	2	4
151	первобытного человека	2	4
152	одну из	5	4
153	а на	2	4
154	с той	2	4
155	подобного рода	2	4
156	и тем	7	4
157	у них	2	4
158	и др	6	4
159	в свое	2	4
160	может иметь	2	4
161	как это	5	4
162	и это	5	4
163	только на	2	4
164	его на	5	4
165	что не	3	4
166	между двумя	7	4
167	что они	3	4
168	должны быть	2	4
169	по свидетельству	2	4
170	об одном	2	4
171	в наше	2	4
172	мы имеем	22	4
173	с ней	2	4
174	этом случае	13	4
175	по мере	4	4
176	тем не	6	4
177	связи с	10	4
178	а сам	2	4
179	одним из	4	4
180	или на	3	4
181	есть в	2	4
182	но уже	5	4
183	будто бы	2	4
184	и к	3	4
185	а по	3	4
186	со своим	2	4
187	зависит от	4	4
188	по себе	2	4
189	говорит о	4	4
190	или в	7	4
191	и есть	3	4
192	с ним	9	4
193	еще и	2	3
194	вопрос о	5	3
195	в жертву	8	3
196	в тех	4	3
197	в форме	5	3
198	там же	2	3
199	это и	3	3
200	здесь как	3	3
201	в одно	2	3
202	в формах	2	3
203	но оно	3	3
204	как на	3	3
205	но как	2	3
206	но так	3	3
207	за которым	2	3
208	она не	7	3
209	на том	5	3
210	они не	5	3
211	об этом	6	3
212	ему в	3	3
213	на себя	4	3
214	и он	9	3
215	живет в	6	3
216	в сказке	46	3
217	в мифе	10	3
218	для этого	3	3
219	числе и	2	3
220	все эти	11	3
221	было бы	2	3
222	мы не	6	3
223	должна быть	3	3
224	и герой	2	3
225	том числе	3	3
226	как мы	9	3
227	одно и	2	3
228	герой не	3	3
229	с этим	7	3
230	особенно в	2	3
231	хотя бы	2	3
232	в которой	4	3
233	к ней	2	3
234	и по	3	3
235	с миром	2	3
236	и наконец	2	3
237	как у	2	3
238	на смену	4	3
239	и более	3	3
240	с человеком	2	3
241	но все	8	3
242	не имеет	4	3
243	их в	7	3
244	когда он	7	3
245	входит в	5	3
246	уже в	4	3
247	жизни и	4	3
248	более поздних	3	3
249	и сам	2	3
250	и что	13	3
251	вместе с	26	3
252	в книге	3	2
253	очевидно что	3	2
254	как можно	2	2
255	о природе	3	2
256	его к	3	2
257	мы должны	7	2
258	и быть	2	2
259	не имеют	2	2
260	они были	2	2
261	сказки и	2	2
262	а потом	3	2
263	должно было	3	2
264	также не	2	2
265	друг друга	5	2
266	есть не	2	2
267	строится на	2	2
268	он всегда	2	2
269	и при	3	2
270	о которых	4	2
271	в основном	5	2
272	к своему	2	2
273	самом деле	2	2
274	здесь можно	5	2
275	представления о	7	2
276	его не	3	2
277	и требует	3	2
278	что даже	2	2
279	по существу	2	2
280	мы видели	9	2
281	так например	3	2
282	до его	2	2
283	в него	5	2
284	к нему	5	2
285	имеются в	2	2
286	можно предположить	3	2
287	в различных	3	2
288	говорит об	2	2
289	так в	5	2
290	не могло	2	2
291	не представляет	2	2
292	что с	2	2
293	здесь также	2	2
294	все это	4	2
295	и они	5	2
296	же как	12	2
297	вовсе не	6	2
298	ей в	3	2
299	представление о	22	2
300	и вообще	3	2
301	а герой	2	2
302	это еще	3	2
303	право на	2	2
304	тех же	2	2
305	том чтобы	3	2
306	утверждать что	2	2
307	с другими	4	2
308	в сказках	5	2
309	его с	3	2
310	время в	2	2
311	всем что	2	2
312	что она	3	2
313	это было	2	2
314	мы можем	6	2
315	на него	10	2
316	за ним	4	2
317	присущих ему	2	2
318	целый ряд	4	2
319	о смерти	7	2
320	если бы	5	2
321	герой в	5	2
322	связаны с	3	2
323	для того	3	2
324	с этой	4	2
325	о герое	2	2
326	обратим внимание	2	2
327	в последнем	2	2
328	такой же	3	2
329	не по	3	2
330	в античности	3	2
331	себе и	2	2
332	одновременно с	2	2
333	случаях когда	2	2
334	все люди	2	2
335	человеком и	2	2
336	на этот	2	2
337	у него	7	2
338	человека с	2	2
339	ее в	8	2
340	со своими	3	2
341	на то	3	2
342	в роли	4	2
343	античной греции	3	2
344	человек в	2	2
345	и с	8	2
346	но для	4	2
347	происходит не	2	2
348	героя но	2	2
349	из которых	7	2
350	не знаем	3	2
351	с некоторыми	2	2
352	в некоторых	6	2
353	по его	2	2
354	во всем	4	2
355	которых можно	4	2
356	а как	3	2
357	в лесу	3	2
