N	2gram	Potebnia_M	Morfolog
260	но с	3	2
261	в своих	4	2
262	перейти к	3	2
263	оно не	4	2
264	бы они	2	2
265	в другую	2	2
266	в которых	2	2
267	другой не	2	2
268	однако в	4	2
269	знать что	2	2
270	что до	2	2
271	с другими	3	2
272	для нас	29	2
273	такую же	2	2
274	что мы	11	2
275	что же	3	2
276	точно так	18	2
277	в одной	2	2
278	всяком случае	7	2
279	должны быть	11	2
280	иначе чем	2	2
281	к другому	2	2
282	вряд ли	2	2
283	когда в	3	2
284	тогда как	10	2
285	себя и	3	2
286	все это	3	2
287	у него	3	2
288	как будто	2	2
289	эти формы	2	2
290	например в	4	2
291	но оно	3	2
292	для него	13	2
293	в одном	13	2
294	во всяком	9	2
295	тем же	4	2
296	многих других	2	2
297	того как	12	2
298	чем в	2	2
