N	2gram	Propp_Isto	Analitik
106	дело с	2	8
107	и все	4	8
108	одного из	2	8
109	хотя и	4	8
110	между двумя	6	8
111	о его	2	8
112	дело не	3	8
113	если бы	7	8
114	он и	4	8
115	в сторону	3	8
116	вплоть до	2	7
117	иное как	6	7
118	в другом	11	7
119	и тем	2	7
120	на его	5	7
121	все это	4	7
122	во всяком	2	7
123	одна из	2	7
124	как будто	2	7
125	что иное	6	7
126	и для	3	7
127	у него	4	7
128	в одном	9	7
129	однако не	2	7
130	всяком случае	2	7
131	как мы	11	7
132	не мог	2	7
133	его в	7	6
134	из того	2	6
135	что не	3	6
136	не что	6	6
137	в силу	2	6
138	казалось бы	2	6
139	от своего	3	6
140	не знает	2	6
141	те же	2	6
142	в нем	11	6
143	что на	6	6
144	или в	14	6
145	и то	4	6
146	хотя бы	3	6
147	из этих	5	6
148	превращается в	10	6
149	же в	6	6
150	во всем	3	6
151	тем не	6	6
152	и более	3	6
153	о себе	3	6
154	на этом	5	6
155	из них	7	6
156	вовсе не	3	6
157	и потому	2	5
158	но как	2	5
159	совершенно не	2	5
160	на смену	7	5
161	так что	8	5
162	он в	3	5
163	говорит и	2	5
164	которая в	2	5
165	в них	6	5
166	исходя из	2	5
167	а затем	6	5
168	и по	6	5
169	все эти	8	5
170	мы не	3	5
171	принадлежит к	4	5
172	этом случае	8	5
173	тот же	2	5
174	я не	3	5
175	и здесь	8	5
176	да и	2	5
177	одно из	2	5
178	к этому	10	5
179	и он	2	5
180	с ее	2	5
181	в особенности	3	5
182	и их	4	5
183	в этих	18	5
184	этого персонажа	2	5
185	такой же	3	5
186	ведет к	2	5
187	тем что	8	5
188	ни в	2	5
189	в котором	5	5
190	все что	4	5
191	что мы	5	5
192	к жизни	2	5
193	таким же	5	5
194	его к	5	4
195	и ее	3	4
196	отношение к	4	4
197	как к	2	4
198	одним из	4	4
199	а как	2	4
200	как у	2	4
201	а именно	8	4
202	только на	2	4
203	его от	3	4
204	его и	6	4
205	о нем	2	4
206	и о	2	4
207	к нему	12	4
208	указывает на	6	4
209	и что	6	4
210	потому что	8	4
211	связь с	12	4
212	ему в	2	4
213	из трех	3	4
214	так в	8	4
215	в чем	4	4
216	однако что	4	4
217	его не	3	4
218	что же	2	4
219	здесь в	2	4
220	с ними	5	4
221	и т	33	4
222	сказать что	5	4
223	и от	3	4
224	с этим	13	4
225	но это	5	4
226	не все	7	4
227	что она	8	4
228	представляют собой	5	4
229	об этом	8	4
230	на него	4	4
231	человека в	2	4
232	все три	2	4
233	здесь и	2	4
234	что по	2	4
235	ее в	3	4
236	мы уже	9	4
237	и если	3	4
238	на которой	3	4
239	ты не	3	4
240	не было	2	4
241	это и	4	4
242	и есть	3	4
243	на самом	2	3
244	вопрос о	4	3
245	в таких	3	3
246	мы должны	9	3
247	от него	3	3
248	она может	2	3
249	для нее	2	3
250	с целью	2	3
251	в состоянии	2	3
252	попадает в	14	3
253	одному из	2	3
254	его из	3	3
255	он же	2	3
256	видеть в	3	3
257	в виду	2	3
258	тут же	4	3
259	героя в	6	3
260	к своему	3	3
261	одной и	2	3
262	и за	3	3
263	см ниже	2	3
264	на котором	2	3
265	себе в	2	3
266	с тем	3	3
267	говорилось выше	4	3
268	же не	2	3
269	она не	4	3
270	к этой	2	3
271	смерть и	2	3
272	в ней	3	3
273	между собой	2	3
274	случае в	2	3
275	этой связи	2	3
276	героя а	2	3
277	в тех	3	3
278	связи с	9	3
279	в связи	5	3
280	что они	14	3
281	во время	8	3
282	никто не	2	3
283	все еще	7	3
284	из его	2	3
285	в одну	3	3
286	содержит в	2	3
287	например в	3	3
288	тех же	2	3
289	и той	2	3
290	независимо от	3	3
291	так как	13	3
292	можно было	3	3
293	всех этих	3	3
294	и тот	3	3
295	что как	2	3
296	в жизни	3	3
297	с этой	3	3
298	где он	2	3
299	они не	4	3
300	человека с	2	3
301	и наоборот	2	3
302	а то	2	3
303	что у	4	3
304	на то	4	3
305	когда он	2	3
306	и с	10	3
307	если не	2	3
308	жизни и	2	3
309	он сам	2	3
310	не говорит	2	3
311	после чего	11	3
312	этих двух	2	3
313	но он	8	3
314	этих случаях	14	3
315	этой стороны	2	2
316	в большинстве	2	2
317	в доме	14	2
318	при помощи	11	2
319	могло бы	2	2
320	так же	16	2
321	для нас	6	2
322	не имеют	2	2
323	в одной	4	2
324	долгое время	2	2
325	даже не	2	2
326	в иной	2	2
327	герой в	6	2
328	к себе	3	2
329	не могла	3	2
330	означало бы	2	2
331	является в	2	2
332	на могилу	14	2
333	к которому	6	2
334	сюжета в	2	2
335	и эти	5	2
336	и пошел	2	2
337	случае мы	4	2
338	к чему	2	2
339	это только	2	2
340	одном из	3	2
341	и при	2	2
342	в стране	2	2
343	что ни	3	2
344	в отдельности	3	2
345	образом в	2	2
346	так например	3	2
347	с появлением	8	2
348	от них	5	2
349	на месте	2	2
350	то она	2	2
351	на этой	2	2
352	только с	2	2
353	с другом	2	2
354	тех случаях	2	2
355	что этот	4	2
356	между прочим	4	2
357	становится его	2	2
358	по этому	2	2
359	смысле этого	3	2
360	на все	2	2
361	не видно	4	2
362	вступить в	3	2
363	и др	4	2
364	там где	8	2
365	как нечто	3	2
366	здесь мы	6	2
367	по существу	3	2
368	на могиле	5	2
369	или нет	2	2
370	но эта	2	2
371	мы видим	15	2
372	под этим	2	2
373	он ничего	2	2
374	это еще	2	2
375	что это	4	2
376	или не	3	2
377	власть над	12	2
378	т е	36	2
379	во многих	2	2
380	интересно что	3	2
381	не будем	6	2
382	то и	7	2
383	утверждать что	2	2
384	они могут	2	2
385	время они	2	2
386	героя или	2	2
387	нет ничего	3	2
388	не знаю	9	2
389	таких случаях	2	2
390	а на	5	2
391	е к	2	2
392	на это	4	2
393	отношения не	2	2
394	мы можем	10	2
395	в глаза	2	2
396	это делает	2	2
397	и вот	3	2
398	должен был	5	2
399	а от	2	2
400	он по	2	2
401	имеет свою	3	2
402	с одним	2	2
403	у нас	7	2
404	все равно	3	2
405	встречается в	2	2
406	в течение	6	2
407	но они	2	2
408	сих пор	7	2
409	но если	2	2
410	случаях когда	2	2
411	в ином	6	2
412	друг с	2	2
413	за ним	4	2
414	представления об	2	2
415	не имеет	3	2
416	в дальнейшем	8	2
417	вообще не	2	2
418	пребывание в	4	2
419	с мотивом	8	2
420	их в	6	2
421	не вполне	7	2
422	еще более	3	2
423	не исключают	2	2
424	что при	3	2
425	этот вопрос	3	2
426	дома и	4	2
427	если он	2	2
428	не можем	2	2
429	которой он	3	2
430	пребывания в	7	2
431	не просто	4	2
432	к тем	2	2
433	а впоследствии	3	2
434	и только	6	2
435	и становится	2	2
436	у меня	5	2
437	до сих	7	2
438	меня к	2	2
439	связь между	2	2
