N	2gram	Bakhtin_Pr	Analitik
318	в своих	5	4
319	на которой	2	4
320	в диалоге	3	4
321	могли бы	3	4
322	этом смысле	12	4
323	в устах	2	4
324	подхода к	2	4
325	смысл его	2	4
326	не было	5	4
327	или даже	2	4
328	бы не	3	4
329	это и	10	4
330	и есть	6	4
331	от автора	6	3
332	на самом	5	3
333	вопрос о	4	3
334	человеческой жизни	4	3
335	которые в	2	3
336	идет о	5	3
337	мы должны	6	3
338	от него	3	3
339	человека и	2	3
340	утрачивает свою	2	3
341	его художественной	2	3
342	ведь это	3	3
343	в виду	2	3
344	героя в	9	3
345	и был	3	3
346	в момент	4	3
347	тем как	4	3
348	всего в	2	3
349	на котором	3	3
350	нам кажется	4	3
351	на первом	2	3
352	для своего	2	3
353	в точке	5	3
354	она не	9	3
355	мира и	8	3
356	в ней	8	3
357	остается в	2	3
358	с героем	2	3
359	из возможных	2	3
360	ли он	2	3
361	что все	5	3
362	в зависимости	5	3
363	героя а	5	3
364	заключается в	3	3
365	что они	3	3
366	все еще	2	3
367	из его	4	3
368	на языке	2	3
369	бы то	3	3
370	принципиально не	2	3
371	для этого	4	3
372	никак не	3	3
373	например в	5	3
374	художественного видения	13	3
375	не от	2	3
376	авторской позиции	8	3
377	х годов	2	3
378	какой бы	2	3
379	так как	11	3
380	так сказать	8	3
381	в словах	2	3
382	можно было	5	3
383	должно быть	4	3
384	всех этих	3	3
385	это было	3	3
386	борьба с	2	3
387	а о	4	3
388	авторская позиция	4	3
389	себя самого	5	3
390	зависимости от	5	3
391	неотделима от	2	3
392	только для	2	3
393	и наконец	5	3
394	в жизни	7	3
395	смысл и	2	3
396	в рассказе	3	3
397	в какой	2	3
398	и внутренне	3	3
399	сами по	4	3
400	на этот	2	3
401	то он	3	3
402	они не	5	3
403	что у	5	3
404	поэтому в	2	3
405	от первого	2	3
406	оно может	2	3
407	сам автор	4	3
408	человек в	2	3
409	представляется нам	2	3
410	оно не	2	3
411	и с	10	3
412	на почве	5	3
413	если не	2	3
414	тогда когда	2	3
415	момент его	3	3
416	раз и	4	3
417	жизни и	21	3
418	он сам	9	3
419	нашему убеждению	2	3
420	по нашему	5	3
421	слова в	4	3
422	как на	4	3
423	но с	4	3
424	но он	3	3
425	в большинстве	3	2
426	мира не	2	2
427	в диалог	2	2
428	в драме	5	2
429	об этих	2	2
430	или к	2	2
431	так же	10	2
432	для нас	3	2
433	как человек	2	2
434	в процессе	4	2
435	в одной	9	2
436	человек и	2	2
437	еще раз	3	2
438	к себе	2	2
439	произведения и	2	2
440	что из	3	2
441	вера в	2	2
442	в новую	3	2
443	и прежде	2	2
444	значимости в	2	2
445	он как	4	2
446	для художественного	2	2
447	а лишь	3	2
448	не способно	2	2
449	на пути	2	2
450	что именно	2	2
451	ее и	2	2
452	одном из	3	2
453	диалог в	4	2
454	это как	2	2
455	значимость и	2	2
456	своей жизни	2	2
457	более что	2	2
458	должна была	4	2
459	быть в	2	2
460	углом зрения	2	2
461	что может	2	2
462	от других	2	2
463	характерно что	2	2
464	образом в	2	2
465	от них	3	2
466	эту особенность	3	2
467	до его	2	2
468	со всей	2	2
469	тому что	3	2
470	только с	2	2
471	зрения и	2	2
472	а только	3	2
473	с другом	4	2
474	и свою	2	2
475	слово о	8	2
476	жизнь в	2	2
477	все его	4	2
478	героя как	2	2
479	этой точки	3	2
480	не его	3	2
481	по этому	2	2
482	смысле этого	2	2
483	в уста	3	2
484	сознания с	3	2
485	тем или	2	2
486	там где	12	2
487	для автора	6	2
488	отношений и	2	2
489	и другими	6	2
490	войти в	2	2
491	здесь мы	3	2
492	во всей	2	2
493	в чужом	2	2
494	уже и	2	2
495	отсюда и	2	2
496	по существу	5	2
497	себе самому	3	2
498	но эта	4	2
499	не возникает	2	2
500	мы видим	5	2
501	под этим	2	2
502	в мир	4	2
503	или не	2	2
504	чужих слов	2	2
505	бы он	3	2
506	то и	2	2
507	ним и	4	2
508	они могут	2	2
509	в художественной	4	2
510	истинный смысл	2	2
511	подход к	2	2
512	ни был	2	2
513	на это	2	2
514	этого мира	6	2
515	время и	2	2
516	и слово	6	2
517	оно ни	2	2
518	мы можем	3	2
519	исходит из	3	2
520	в пространстве	3	2
521	видел в	2	2
522	и рождается	2	2
523	автора в	4	2
524	творчества и	2	2
525	это делает	2	2
526	и вот	4	2
527	но ведь	4	2
528	с одним	2	2
529	у нас	2	2
530	автора или	2	2
531	все равно	3	2
532	остается вне	2	2
533	не по	3	2
534	но они	4	2
535	сих пор	3	2
536	том и	2	2
537	друг с	4	2
538	на протяжении	3	2
539	за ним	2	2
540	со всех	2	2
541	нет и	4	2
542	не имеет	2	2
543	в дальнейшем	2	2
544	в самой	10	2
545	он может	4	2
546	стало быть	2	2
547	их в	8	2
548	доминанта в	3	2
549	второго порядка	2	2
550	к ним	3	2
551	героев в	4	2
552	отношения между	3	2
553	этот вопрос	3	2
554	художественном мире	3	2
555	автора не	3	2
556	голосов в	4	2
557	самого героя	10	2
558	ко всем	2	2
559	и взаимодействие	2	2
560	сколько в	2	2
561	перед ним	2	2
562	к другому	2	2
563	мы и	2	2
564	и только	2	2
565	в форме	8	2
566	как его	2	2
567	тяготеет к	2	2
568	них не	2	2
569	и становится	2	2
570	у меня	4	2
571	до сих	3	2
572	не оставляет	4	2
573	себе самом	9	2
574	художественного творчества	3	2
