N	2gram	Tiupa_Narr	Dialekti
216	когда он	3	5
217	вплоть до	2	5
218	в области	2	5
219	в качестве	21	5
220	независимо от	2	5
221	тому же	5	5
222	что по	2	5
223	зависит от	2	5
224	в той	6	5
225	не обязательно	3	5
226	данном случае	4	4
227	как ни	2	4
228	что касается	2	4
229	в собственном	2	4
230	если не	4	4
231	как формы	2	4
232	на себя	3	4
233	о ней	3	4
234	бы то	3	4
235	хотя в	2	4
236	этом отношении	3	4
237	из двух	3	4
238	у него	4	4
239	точек зрения	2	4
240	будто бы	3	4
241	же в	4	4
242	с чем	2	3
243	но без	2	3
244	то она	2	3
245	отличие от	5	3
246	а с	3	3
247	одной из	4	3
248	идет о	2	3
249	зрения и	2	3
250	и сейчас	2	3
251	и никакой	2	3
252	в первом	3	3
253	здесь не	4	3
254	ту или	2	3
255	на него	3	3
256	как известно	2	3
257	далеко не	5	3
258	или иную	2	3
259	в свою	3	3
260	нового времени	2	3
261	вслед за	4	3
262	себе самом	2	3
263	к другому	2	3
264	во всей	2	3
265	или иного	2	3
266	не от	2	3
267	бы не	2	3
268	ни было	3	3
269	от одного	2	3
270	именно это	2	3
271	в какой	2	3
272	к самому	2	3
273	не мог	4	3
274	между тем	3	3
275	имеем дело	2	3
276	в область	2	2
277	бытия в	3	2
278	она может	2	2
279	первый взгляд	2	2
280	все те	4	2
281	при всей	4	2
282	наряду с	2	2
283	как к	2	2
284	роль в	2	2
285	свою очередь	3	2
286	и др	2	2
287	в аспекте	2	2
288	те же	4	2
289	во втором	4	2
290	однако в	2	2
291	в полном	2	2
292	и самого	3	2
293	нами не	2	2
294	бы быть	3	2
295	у нее	2	2
296	и до	2	2
297	встречается в	2	2
298	его личности	2	2
299	наконец в	2	2
300	его жизни	2	2
301	но от	2	2
302	всей его	2	2
303	жизни но	2	2
304	смерти и	2	2
305	в обоих	2	2
306	то есть	19	2
307	все то	2	2
308	времени в	2	2
309	к которому	2	2
310	на том	3	2
311	они и	2	2
312	одного из	4	2
313	между ними	2	2
314	том или	2	2
315	не предполагает	5	2
316	и физически	2	2
317	все их	2	2
318	было в	2	2
319	имеет место	4	2
320	в пространстве	4	2
321	постольку поскольку	2	2
322	человека в	2	2
323	жизни в	3	2
324	может оказаться	2	2
325	всей своей	2	2
326	жизни а	2	2
327	которая в	2	2
328	мира в	5	2
