N	2gram	Bakhtin_sl	Literetu
335	тогда когда	2	2
336	от других	2	2
337	себя как	2	2
338	в сочетании	2	2
339	для них	2	2
340	переходит в	3	2
341	лишь при	2	2
342	с ними	8	2
343	и по	3	2
344	дело не	2	2
345	что они	2	2
346	и ее	3	2
347	человек и	13	2
348	и более	3	2
349	этом случае	4	2
350	только как	2	2
351	и другими	2	2
352	и другим	4	2
353	одно и	3	2
354	сказать что	4	2
355	все то	2	2
356	как сказано	4	2
357	произведения как	3	2
358	слово не	3	2
359	значительной степени	6	2
360	с другими	8	2
361	в результате	4	2
362	из этих	3	2
363	так сказать	11	2
364	с каким	2	2
365	однако и	2	2
366	бы быть	2	2
367	в толпе	2	2
368	борьба с	5	2
369	в значительной	6	2
370	значение в	2	2
371	лишь на	3	2
372	автора в	2	2
373	и всякое	2	2
374	и чужого	4	2
375	на нем	2	2
376	до последнего	2	2
377	остаются в	3	2
378	в контексте	5	2
379	быть только	3	2
380	над языком	2	2
381	оставляет в	2	2
382	на протяжении	3	2
383	культуры и	2	2
384	слово как	11	2
385	в котором	2	2
386	человек в	6	2
387	еще более	7	2
388	из существеннейших	5	2
389	слова в	19	2
390	как с	2	2
391	оно не	12	2
392	в большинстве	16	2
393	среди других	3	2
394	есть от	2	2
395	на почве	6	2
396	со своим	13	2
397	романа и	8	2
398	автором и	3	2
399	только не	2	2
400	в той	13	2
401	языка в	21	2
402	данный момент	4	2
403	вокруг себя	2	2
404	в таком	5	2
405	друг другу	2	2
406	лишь тогда	2	2
407	жизни но	2	2
408	во всем	3	2
409	сам в	2	2
410	к своей	2	2
411	чем он	2	2
412	но он	4	2
413	xviii века	3	2
