N	2gram	Tiupa_Teor	Psycholo
450	жизни как	5	2
451	к содержанию	3	2
452	чтобы не	2	2
453	или иной	7	2
454	по своей	8	2
455	и т.д	4	2
456	в лирике	3	2
457	не от	2	2
458	не всегда	2	2
459	истории литературы	2	2
460	говоря и	2	2
461	и некоторые	2	2
462	той или	3	2
463	тех или	3	2
464	введено в	2	2
465	порядок в	3	2
466	при чтении	2	2
467	и одновременно	5	2
468	о себе	2	2
469	вследствие этого	2	2
470	а для	2	2
471	ведет к	2	2
472	русской литературе	2	2
473	в литературе	4	2
474	ни для	2	2
475	это отношение	3	2
476	не сумеет	2	2
477	или иным	4	2
478	об искусстве	2	2
479	в европейской	2	2
480	данный момент	2	2
481	так или	5	2
482	может оказаться	2	2
483	первой части	2	2
484	как система	2	2
