N	2gram	Tiupa_Anal	Vvedenie
153	бы и	2	3
154	что она	3	3
155	к этому	3	3
156	не как	3	3
157	в другом	3	3
158	в значительной	3	3
159	в конце	6	3
160	обе эти	2	3
161	отношение к	2	3
162	во второй	8	3
163	и здесь	4	3
164	сама по	3	3
165	если бы	2	3
166	в принципе	3	3
167	было сказано	2	3
168	в свое	4	3
169	в сущности	5	3
170	и вот	2	3
171	в этих	2	3
172	в силу	2	3
173	в частности	19	3
174	как в	9	3
175	такого рода	11	3
176	не с	3	3
177	литературное произведение	3	3
178	и на	5	3
179	гораздо более	3	3
180	того же	7	3
181	другое дело	2	3
182	может служить	2	3
183	времени в	3	3
184	в ней	2	3
185	входит в	4	3
186	в конечном	5	3
187	и к	7	3
188	на этом	2	3
189	между ними	3	3
190	однако в	6	3
191	из которых	2	3
192	в известном	2	3
193	своего рода	17	3
194	нуждается в	2	3
195	от себя	3	3
196	здесь не	8	3
197	и того	4	3
198	говорит о	3	3
199	при этом	19	3
200	он сам	2	3
201	все эти	2	3
202	той или	6	3
203	и сам	8	3
204	не следует	5	3
205	в этой	10	3
206	в слове	5	3
207	в таких	2	2
208	ничего не	3	2
209	о которых	2	2
210	и потому	3	2
211	иметь дело	2	2
212	во всех	4	2
213	и до	2	2
214	время в	2	2
215	или иным	2	2
216	однако с	3	2
217	но как	4	2
218	тем более	3	2
219	хотя в	2	2
220	при всей	2	2
221	каждый из	2	2
222	в прошлом	2	2
223	в форме	2	2
224	в соответствии	5	2
225	уже было	2	2
226	художественной литературы	2	2
227	нашего времени	5	2
228	что несмотря	2	2
229	в следующем	2	2
230	истории не	2	2
231	подобно тому	4	2
232	казалось бы	4	2
233	а с	2	2
234	одного и	4	2
235	имеет свою	2	2
236	свою очередь	7	2
237	слова как	2	2
238	и был	2	2
239	обратим внимание	2	2
240	когда мы	2	2
241	так и	19	2
242	ни к	3	2
243	без остатка	2	2
244	одной и	2	2
245	и далее	2	2
246	значение в	2	2
247	о которой	2	2
248	состоит в	14	2
249	мог бы	3	2
250	в своих	3	2
251	нам не	2	2
252	и без	3	2
253	в свою	9	2
254	истории в	2	2
255	жизни как	4	2
256	соответствии с	3	2
257	произведения и	2	2
258	но это	3	2
259	он и	4	2
260	не столько	4	2
261	что мы	2	2
262	мы можем	2	2
263	к тексту	2	2
264	тому как	3	2
265	речь идет	3	2
266	себя в	6	2
267	несмотря на	2	2
268	ближе к	2	2
269	жизни и	2	2
270	тем или	2	2
271	к числу	4	2
272	а затем	2	2
273	не было	3	2
274	сам по	2	2
275	тогда как	37	2
276	мы не	4	2
277	в тех	2	2
278	по его	4	2
279	что они	3	2
280	не мог	4	2
281	например в	2	2
282	во всем	5	2
283	в дальнейшем	2	2
284	этого слова	3	2
285	на языке	3	2
286	этих двух	2	2
287	во втором	4	2
288	отсюда и	2	2
289	мы уже	2	2
290	но зато	2	2
