N	2gram	Potebnia_M	KulturaY
601	ответ на	3	2
602	не могла	2	2
603	от мысли	4	2
604	и такое	3	2
605	одно время	3	2
606	по этому	2	2
607	к другому	3	2
608	слова так	2	2
609	по тому	7	2
610	разница между	3	2
611	жизни и	3	2
612	думать что	6	2
613	как слово	4	2
614	в систему	2	2
615	находится в	5	2
616	и до	2	2
617	первых порах	2	2
618	было в	6	2
619	а может	2	2
620	никто не	5	2
621	содержания в	3	2
622	буквальном смысле	2	2
623	только из	2	2
624	строгом смысле	2	2
625	внутреннюю форму	8	2
626	ее в	2	2
627	вслед за	6	2
628	большей части	2	2
629	отношений между	2	2
630	самое слово	4	2
631	выше о	2	2
632	с другими	9	2
633	можно только	3	2
634	самое это	3	2
635	же с	7	2
636	в словах	3	2
637	сознания и	2	2
638	его как	3	2
639	деле в	2	2
640	есть средство	3	2
641	это было	3	2
642	еще до	3	2
643	от другого	3	2
644	наоборот в	2	2
645	и слово	6	2
646	и тот	5	2
647	которая не	2	2
648	все содержание	2	2
649	на первых	2	2
650	ее от	2	2
651	известно что	4	2
652	к тем	4	2
653	с течением	3	2
654	и мысли	2	2
655	должен был	2	2
656	ничего общего	2	2
657	ни было	2	2
658	под конец	2	2
659	слова с	4	2
660	то слово	3	2
661	смысле в	3	2
662	отказаться от	2	2
663	каждый раз	3	2
664	в известной	3	2
665	отношении к	3	2
666	в глазах	3	2
667	которого не	2	2
668	эти последние	3	2
669	и значение	2	2
670	что только	7	2
671	что без	2	2
672	мысль и	2	2
673	время как	3	2
674	сами по	3	2
675	от одной	3	2
676	его жизни	2	2
677	мы тем	3	2
678	слово как	5	2
679	касается до	2	2
680	не будет	4	2
681	то к	4	2
682	равно как	2	2
683	зависит от	7	2
684	это определение	2	2
685	от друга	2	2
686	и вообще	4	2
687	здесь только	4	2
688	на которой	4	2
689	во многом	3	2
690	той и	2	2
691	на память	3	2
692	того кто	2	2
693	а вместе	2	2
694	воспоминания о	2	2
695	видно что	4	2
696	это можно	4	2
697	не можем	8	2
698	тому как	6	2
699	не знаем	5	2
700	свое место	2	2
701	со значением	2	2
702	и теперь	6	2
703	что эта	3	2
704	друг другу	2	2
705	поэтического произведения	2	2
706	есть дело	2	2
707	это потому	2	2
708	во всем	2	2
709	а тем	3	2
710	и после	2	2
711	но оно	6	2
712	один и	2	2
713	все в	3	2
714	одним и	4	2
715	значение его	2	2
716	точно таким	2	2
717	тем и	5	2
