N	2gram	Propp_Isto	DiskursI
130	в другом	6	5
131	в виду	2	5
132	в их	6	5
133	не всегда	9	5
134	и потому	3	5
135	того что	6	5
136	о нем	5	5
137	к ним	4	5
138	в прошлом	2	5
139	один из	10	5
140	здесь в	4	5
141	представляют собой	9	5
142	того как	6	5
143	как будто	7	5
144	сказать что	7	5
145	но она	2	5
146	из этих	2	5
147	так сказать	3	5
148	с ее	2	5
149	мысль о	2	5
150	себе не	2	5
151	но они	6	5
152	подобно тому	3	5
153	можно говорить	2	5
154	на этом	3	5
155	не вполне	3	5
156	как раз	2	5
157	же самое	3	5
158	в ней	10	5
159	тем что	7	5
160	не могут	3	4
161	с той	2	4
162	однако это	3	4
163	не знают	5	4
164	подобного рода	2	4
165	и тем	2	4
166	у них	2	4
167	и др	11	4
168	может иметь	2	4
169	как это	6	4
170	и это	2	4
171	только на	2	4
172	на его	2	4
173	что не	2	4
174	к жизни	2	4
175	можно назвать	3	4
176	что они	13	4
177	в исторической	7	4
178	должны быть	4	4
179	мы имеем	25	4
180	с ней	2	4
181	хотя в	3	4
182	в результате	2	4
183	этом случае	3	4
184	в данной	2	4
185	по мере	4	4
186	тем не	7	4
187	я не	5	4
188	связи с	10	4
189	а сам	3	4
190	одним из	2	4
191	в какой	4	4
192	или на	7	4
193	в жизни	2	4
194	восходит к	6	4
195	но уже	3	4
196	будто бы	4	4
197	не есть	2	4
198	а по	3	4
199	зависит от	3	4
200	по себе	4	4
201	говорит о	2	4
202	не более	2	4
203	точка зрения	2	4
204	или в	6	4
205	и есть	5	4
206	с ним	3	4
207	еще и	2	3
208	первый взгляд	2	3
209	вопрос о	8	3
210	в жертву	2	3
211	указывает на	2	3
212	в тех	4	3
213	вплоть до	2	3
214	в форме	3	3
215	там же	3	3
216	к которому	5	3
217	в области	2	3
218	в действительности	2	3
219	но оно	4	3
220	но как	2	3
221	но так	3	3
222	она не	6	3
223	они не	8	3
224	более или	5	3
225	об этом	11	3
226	заметить что	2	3
227	ему в	3	3
228	на себя	2	3
229	между собой	4	3
230	и он	4	3
231	живет в	3	3
232	в сказке	63	3
233	в мифе	3	3
234	для этого	3	3
235	все эти	6	3
236	было бы	11	3
237	мы не	12	3
238	дело не	8	3
239	должна быть	5	3
240	и герой	3	3
241	как мы	3	3
242	да и	3	3
243	и от	2	3
244	тут же	2	3
245	с этим	5	3
246	в начале	3	3
247	бы быть	4	3
248	его как	2	3
249	хотя бы	5	3
250	в которой	2	3
251	к ней	3	3
252	и по	4	3
253	не просто	5	3
254	на первый	2	3
255	и наконец	5	3
256	дело с	2	3
257	и более	3	3
258	рассматривать как	2	3
259	имеет свою	2	3
260	или менее	5	3
261	позднее в	3	3
262	но все	9	3
263	отношения к	2	3
264	их в	7	3
265	когда он	9	3
266	к чему	4	3
267	уже в	2	3
268	слова в	2	3
269	то ни	2	3
270	или даже	3	3
271	может оказаться	3	3
272	в большинстве	4	3
273	и что	14	3
274	однако не	2	3
275	вместе с	13	3
276	можно указать	2	2
277	в книге	4	2
278	от его	2	2
279	чтобы не	3	2
280	не делает	2	2
281	как можно	2	2
282	мы должны	17	2
283	для всех	2	2
284	вступает в	2	2
285	вслед за	7	2
286	сказки и	6	2
287	а потом	4	2
288	должно было	4	2
289	отказ от	2	2
290	едва ли	2	2
291	также не	2	2
292	друг друга	2	2
293	есть не	2	2
294	исторические корни	2	2
295	в чистом	2	2
296	бы его	2	2
297	в современной	3	2
298	в основном	4	2
299	к своему	3	2
300	самом деле	2	2
301	с природой	2	2
302	просто как	2	2
303	здесь можно	5	2
304	представления о	8	2
305	его не	3	2
306	всего в	2	2
307	по существу	7	2
308	мы видели	4	2
309	так например	7	2
310	в него	2	2
311	только через	3	2
312	к нему	3	2
313	не соответствует	3	2
314	только с	4	2
315	с самого	4	2
316	а только	3	2
317	это тоже	6	2
318	так в	7	2
319	ответ на	3	2
320	большинстве случаев	4	2
321	не то	4	2
322	же не	3	2
323	или меньшей	2	2
324	самого начала	4	2
325	иметь в	2	2
326	себя и	2	2
327	обстоит дело	4	2
328	все это	6	2
329	который в	2	2
330	по ходу	2	2
331	и они	5	2
332	же как	7	2
333	вовсе не	3	2
334	бы то	2	2
335	ей в	2	2
336	представление о	3	2
337	могла бы	3	2
338	можно усмотреть	2	2
339	право на	5	2
340	том чтобы	2	2
341	утверждать что	3	2
342	к которой	2	2
343	с другими	2	2
344	в сказках	7	2
345	в круг	2	2
346	время в	2	2
347	вопросом о	2	2
348	должно быть	2	2
349	что она	10	2
350	это было	2	2
351	мы можем	7	2
352	на него	7	2
353	не одного	2	2
354	иногда не	4	2
355	о смерти	7	2
356	если бы	8	2
357	герой в	2	2
358	не обладает	3	2
359	и вполне	2	2
360	это делает	2	2
361	ни было	2	2
362	и их	4	2
363	легко может	2	2
364	такой же	2	2
365	отказаться от	2	2
366	не по	2	2
367	в античности	3	2
368	нас в	2	2
369	наших дней	2	2
370	и должно	3	2
371	на этот	2	2
372	у него	5	2
373	ее в	7	2
374	поэтому в	2	2
375	на то	6	2
376	ни один	8	2
377	различные формы	2	2
378	и сказкой	3	2
379	и с	5	2
380	путь к	2	2
381	происходит не	2	2
382	из которых	3	2
383	большей или	2	2
384	всякий раз	2	2
385	не знаем	3	2
386	как таковая	2	2
387	в некоторых	4	2
388	является не	2	2
389	по его	3	2
390	только о	2	2
391	и только	4	2
392	во всем	3	2
393	восходят к	6	2
394	а как	2	2
395	на основе	6	2
396	в лесу	21	2
