N	2gram	Voloshinov	slovoVRo
134	быть и	9	9
135	язык не	4	8
136	не могут	4	8
137	в одной	4	8
138	может стать	7	8
139	для понимания	4	8
140	установка на	2	8
141	чужого языка	4	8
142	в зависимости	2	8
143	в ней	5	8
144	не на	2	8
145	с этим	6	8
146	в значительной	3	8
147	зависимости от	4	8
148	человека в	3	8
149	в самом	14	8
150	входит в	5	8
151	всяком случае	4	8
152	том что	12	7
153	от него	4	7
154	о слове	4	7
155	друг друга	10	7
156	язык как	13	7
157	но именно	4	7
158	по преимуществу	5	7
159	его не	2	7
160	того же	11	7
161	ту же	2	7
162	в целом	2	7
163	связи с	22	7
164	известной степени	2	7
165	например в	2	7
166	у него	2	7
167	мышления и	2	7
168	слово и	4	7
169	и иных	3	7
170	значительной степени	3	7
171	здесь не	2	7
172	за пределы	8	7
173	но все	4	7
174	жизни и	4	7
175	не было	6	7
176	и непосредственно	2	7
177	в таком	8	7
178	кроме того	7	7
179	же и	3	7
180	мы уже	7	7
181	ничего не	9	6
182	как к	2	6
183	точку зрения	4	6
184	бы и	2	6
185	языка то	2	6
186	xix века	4	6
187	что в	5	6
188	ни в	7	6
189	в контексте	12	6
190	в качестве	4	6
191	мы сказали	4	6
192	можно сказать	4	6
193	другой стороны	7	6
194	лежит в	2	6
195	говорить о	2	6
196	в новое	2	6
197	и здесь	9	6
198	стороны и	2	6
199	хотя бы	8	6
200	конечно и	2	6
201	к языку	2	6
202	именно в	6	6
203	в свою	6	6
204	себя и	2	6
205	подхода к	4	6
206	по себе	5	6
207	в одном	2	6
208	со всею	5	6
209	слов и	3	6
210	мира и	2	6
211	между тем	8	6
212	языка не	5	5
213	между этими	2	5
214	в каждом	8	5
215	не как	5	5
216	в рамки	4	5
217	а как	7	5
218	только на	7	5
219	не знает	4	5
220	стремится к	2	5
221	характерно что	3	5
222	не менее	5	5
223	отношению к	9	5
224	остается в	2	5
225	всех областях	2	5
226	мы не	6	5
227	должен быть	2	5
228	эти формы	3	5
229	в данном	8	5
230	и при	3	5
231	по отношению	10	5
232	с их	2	5
233	в результате	9	5
234	вне его	5	5
235	этом отношении	4	5
236	не является	11	5
237	для того	8	5
238	его и	3	5
239	должна быть	6	5
240	и более	6	5
241	на протяжении	2	5
242	не с	2	5
243	они не	2	5
244	речи в	4	5
245	в дальнейшем	3	5
246	системы языка	4	5
247	о том	4	5
248	оно может	6	5
249	к его	4	5
250	той же	5	5
251	уже в	3	5
252	каждое слово	2	5
253	имеет дело	2	5
254	или даже	2	5
255	данный момент	2	5
256	с помощью	11	5
257	вместе с	2	5
258	оно и	2	4
259	следовательно и	4	4
260	для всех	2	4
261	так же	10	4
262	но как	3	4
263	и ее	4	4
264	и формы	5	4
265	в другом	5	4
266	в понимании	2	4
267	что и	5	4
268	ни были	2	4
269	в виду	2	4
270	что он	5	4
271	эти категории	2	4
272	здесь как	2	4
273	свою очередь	5	4
274	говорящего и	4	4
275	влияние на	3	4
276	в частности	2	4
277	связано с	3	4
278	в атмосфере	2	4
279	того что	5	4
280	мы видели	5	4
281	языке и	2	4
282	до сих	10	4
283	разрыв между	3	4
284	речи и	6	4
285	с другом	2	4
286	слово может	2	4
287	те же	5	4
288	где они	2	4
289	даже и	2	4
290	в чем	2	4
291	что оно	3	4
292	как вещь	2	4
293	прямо сказать	2	4
294	тогда когда	2	4
295	языку как	5	4
296	слове в	4	4
297	не столько	5	4
298	с языком	2	4
299	точном смысле	5	4
300	того чтобы	9	4
301	одним словом	2	4
302	и во	2	4
303	из одного	4	4
304	же как	2	4
305	в точном	5	4
306	одно и	3	4
307	одной из	5	4
308	философия слова	3	4
309	его как	2	4
310	всех сторон	2	4
311	в которой	4	4
312	громадное значение	5	4
313	и как	8	4
314	если бы	12	4
315	вообще не	2	4
316	языковой системы	3	4
317	языка с	3	4
318	с этой	2	4
319	этим определяется	2	4
320	в условиях	5	4
321	или как	3	4
322	сих пор	10	4
323	формы и	4	4
324	к тому	8	4
325	друг с	2	4
326	от его	2	4
327	зрения и	2	4
328	в литературе	2	4
329	с установкой	2	4
330	значение в	5	4
331	философии языка	30	4
332	он может	3	4
333	выражение в	8	4
334	из них	3	4
335	художественный образ	2	4
336	из этого	2	4
337	из него	4	4
338	установкой на	4	4
339	лишь тогда	2	4
340	именно на	3	4
341	первый план	2	4
342	отношения к	2	4
343	и речи	4	4
344	на первый	2	4
345	как раз	5	4
346	в системе	3	4
347	в широком	2	3
348	и второй	2	3
349	исторического становления	8	3
350	речь и	2	3
351	или к	2	3
352	нуждается в	4	3
353	речи как	2	3
354	такая же	2	3
355	в духе	2	3
356	до известной	2	3
357	в чужих	2	3
358	взаимодействия с	3	3
359	индивидуального сознания	13	3
360	и вне	3	3
361	форм и	5	3
362	зрения не	2	3
363	как это	2	3
364	является лишь	7	3
365	говорящего как	3	3
366	в разных	2	3
367	все формы	3	3
368	со всех	2	3
369	в данную	2	3
370	тому что	6	3
371	не приходится	3	3
372	всем этим	2	3
373	только с	3	3
374	в более	3	3
375	установлено на	3	3
376	широком смысле	2	3
377	слово для	3	3
378	и те	7	3
379	данного языка	5	3
380	между собой	3	3
381	смысле слова	4	3
382	на все	2	3
383	идеологического творчества	11	3
384	и до	4	3
385	было бы	8	3
386	к проблеме	4	3
387	а иногда	2	3
388	в первом	3	3
389	этого слова	7	3
390	и стилистики	2	3
391	процессе его	3	3
392	как слово	5	3
393	в корне	6	3
394	почти все	2	3
395	свое выражение	2	3
396	конечно в	4	3
397	и то	4	3
398	и вообще	3	3
399	на границе	4	3
400	или иного	2	3
401	к этому	10	3
402	того или	2	3
403	философия языка	6	3
404	в сознании	2	3
405	из этих	3	3
406	как оно	2	3
407	ближайшим образом	2	3
408	подход к	3	3
409	в собственном	2	3
410	от этого	3	3
411	высказывания и	11	3
412	не все	3	3
413	этот процесс	4	3
414	должно быть	4	3
415	менее всего	5	3
416	действительности в	2	3
417	это было	2	3
418	собственном смысле	2	3
419	именно здесь	4	3
420	сама по	2	3
421	но уже	2	3
422	лишь на	6	3
423	и идеологической	2	3
424	и единого	2	3
425	как если	6	3
426	тем что	3	3
427	в связи	12	3
428	пассивное понимание	2	3
429	жизни в	5	3
430	данном языке	2	3
431	и другие	2	3
432	нами в	4	3
433	не могло	3	3
434	лишь как	2	3
435	этими двумя	2	3
436	внутренней речи	13	3
437	за пределами	2	3
438	не есть	6	3
439	в этой	3	3
440	потому что	2	3
441	целый ряд	3	3
442	если мы	17	3
443	и это	6	3
444	в устах	4	3
445	лингвистики и	2	3
446	данную эпоху	2	3
447	в форме	3	3
448	к системе	3	3
449	мы говорили	3	3
450	связана с	4	3
451	и тем	4	3
452	же слово	2	3
453	на самом	10	2
454	его становления	3	2
455	во все	2	2
456	контексте и	2	2
457	ни о	2	2
458	слова но	3	2
459	бы они	2	2
460	в идеологическом	6	2
461	она может	3	2
462	система языка	8	2
463	для всего	3	2
464	или поздно	2	2
465	как ни	2	2
466	что язык	2	2
467	и есть	3	2
468	это и	3	2
469	как он	3	2
470	ни одной	2	2
471	не остается	2	2
472	высказывания как	7	2
473	у них	2	2
474	и вся	2	2
475	так что	2	2
476	но по	2	2
477	и ни	2	2
478	речевой жизни	2	2
479	самого начала	9	2
480	слово слово	2	2
481	то что	12	2
482	самое слово	2	2
483	направления и	2	2
484	что все	3	2
485	рано или	2	2
486	одного из	3	2
487	с самого	9	2
488	всецело определяются	2	2
489	пассивного понимания	4	2
490	могли бы	2	2
491	высказывания в	8	2
492	и философии	2	2
493	говорящих на	2	2
494	связь с	4	2
495	дело идет	4	2
496	и т.п	17	2
497	не могла	2	2
498	между ними	6	2
499	и та	2	2
500	науки о	6	2
501	всегда и	3	2
502	в единство	4	2
503	себя от	2	2
504	что не	4	2
505	место в	5	2
506	для них	2	2
507	категории и	4	2
508	в ее	9	2
509	лишь при	2	2
510	и чужой	2	2
511	ведь в	2	2
512	вступить в	3	2
513	мы видим	2	2
514	слове и	2	2
515	и самый	2	2
516	войти в	3	2
517	значение и	3	2
518	во всей	2	2
519	без исключения	9	2
520	в двух	4	2
521	как от	3	2
522	является уже	2	2
523	слова для	3	2
524	и иные	2	2
525	конечно совершенно	4	2
526	из важнейших	4	2
527	первом случае	3	2
528	реплики диалога	3	2
529	языковых форм	8	2
530	и между	5	2
531	то в	3	2
532	на данном	3	2
533	оно уже	2	2
534	оценки и	3	2
535	независимо от	3	2
536	и что	2	2
537	отвлечемся от	3	2
538	к единству	3	2
539	можно было	2	2
540	и эта	5	2
541	языковых норм	2	2
542	перестает быть	2	2
543	он был	2	2
544	его социальная	2	2
545	в области	3	2
546	и той	2	2
547	к одному	5	2
548	правда и	3	2
549	значение имеет	2	2
550	лежащая в	4	2
551	и всякое	4	2
552	тот или	2	2
553	если оно	2	2
554	как о	2	2
555	ни было	15	2
556	в жизни	2	2
557	тем не	3	2
558	у нас	4	2
559	на материале	10	2
560	совершенно не	6	2
561	без всякой	2	2
562	нет никакой	3	2
563	понимания в	2	2
564	ни к	3	2
565	но они	2	2
566	мы можем	6	2
567	в какой	5	2
568	над языком	3	2
569	культуры и	2	2
570	чтобы понять	3	2
571	нет и	4	2
572	на то	4	2
573	это отношение	2	2
574	мы увидим	3	2
575	столь же	2	2
576	такое понимание	3	2
577	в котором	6	2
578	в своих	2	2
579	и подходы	2	2
580	или иначе	3	2
581	зрения самого	2	2
582	как с	2	2
583	на социальную	2	2
584	вступает в	2	2
585	приводит к	3	2
586	в начале	7	2
587	точке зрения	2	2
588	слова о	4	2
589	главным образом	2	2
590	момент в	3	2
591	разобранные нами	3	2
592	система нормативных	2	2
593	на язык	3	2
594	дано в	2	2
595	идеологических систем	4	2
596	в направлении	11	2
597	здесь лишь	2	2
598	его именно	2	2
599	этих форм	3	2
600	и особенно	2	2
601	не просто	2	2
602	и только	2	2
603	нового времени	2	2
604	друг другу	2	2
605	жизни но	2	2
606	не к	3	2
607	в нашем	4	2
608	не значит	2	2
609	социальной группы	6	2
610	однако не	3	2
611	а следовательно	2	2
612	а просто	2	2
