N	2gram	Tiupa_Lite	Dialekti
254	тех пор	2	5
255	во мне	2	5
256	в качестве	21	5
257	к этому	2	5
258	как я	3	5
259	со всей	2	5
260	что его	3	5
261	отношении к	2	5
262	в сферу	2	5
263	тому же	2	5
264	их не	2	5
265	он и	5	5
266	у тютчева	4	5
267	данном случае	6	4
268	я по	2	4
269	человека и	2	4
270	в каждом	2	4
271	себе как	2	4
272	а как	2	4
273	это уже	2	4
274	своей собственной	2	4
275	и само	3	4
276	а потому	4	4
277	поэзии и	3	4
278	время не	2	4
279	если оно	2	4
280	то он	3	4
281	о себе	7	4
282	т п	2	4
283	объекта и	2	4
284	на себя	4	4
285	мир в	5	4
286	но уже	2	4
287	в словах	2	4
288	этом отношении	5	4
289	у него	5	4
290	такой же	3	4
291	со всеми	2	4
292	не по	2	4
293	и является	2	4
294	не можем	2	4
295	к жизни	2	4
296	друг друга	5	4
297	же в	6	4
298	быть не	2	4
299	очевидно что	2	3
300	для нас	3	3
301	сознания в	14	3
302	с чем	3	3
303	именно так	3	3
304	должен быть	2	3
305	но без	2	3
306	тех кто	3	3
307	и всегда	2	3
308	от своего	3	3
309	не надо	2	3
310	к своему	2	3
311	в москве	2	3
312	отличие от	6	3
313	всего в	4	3
314	в искусстве	4	3
315	а с	2	3
316	одной из	2	3
317	идет о	4	3
318	не бывает	2	3
319	всю жизнь	2	3
320	тех же	3	3
321	я был	2	3
322	ту или	2	3
323	о своем	3	3
324	исходит из	3	3
325	лишь в	4	3
326	все они	2	3
327	далеко не	4	3
328	или иных	2	3
329	на почве	2	3
330	я в	12	3
331	или иную	2	3
332	в свою	2	3
333	нового времени	2	3
334	тем же	5	3
335	для всех	5	3
336	к свету	2	3
337	здесь как	2	3
338	для себя	6	3
339	этого не	2	3
340	сознания на	3	3
341	от всякой	2	3
342	к этой	2	3
343	а то	2	3
344	так в	6	3
345	а скорее	2	3
346	у достоевского	2	3
347	или нет?	3	3
348	мы сами	2	3
349	особого рода	3	3
350	в сознании	3	3
351	нас самих	2	3
352	по преимуществу	6	3
353	не более	2	3
354	бы не	3	3
355	ни было	2	3
356	в какой	2	3
357	культуры и	2	3
358	не к	3	3
359	ко всему	4	3
360	мы в	3	3
361	не мог	3	3
362	и будет	2	3
363	в слове	3	3
364	однако не	2	3
365	между тем	2	3
366	имеем дело	2	3
367	не знали	3	2
368	что ему	4	2
369	при всей	5	2
370	как к	4	2
371	на свою	3	2
372	роль в	2	2
373	из тех	2	2
374	и других	4	2
375	объект и	2	2
376	бы я	2	2
377	свою очередь	2	2
378	поскольку речь	2	2
379	воздействие на	2	2
380	и др	4	2
381	во втором	3	2
382	однако в	7	2
383	то с	2	2
384	и самого	2	2
385	нами не	2	2
386	всех своих	3	2
387	мы с	3	2
388	относится к	3	2
389	но зато	2	2
390	в нашей	2	2
391	дело в	3	2
392	он один	3	2
393	сам же	2	2
394	мысль о	2	2
395	слова и	6	2
396	в становлении	2	2
397	силу своей	3	2
398	его личности	2	2
399	наконец в	2	2
400	не должен	3	2
401	но тем	4	2
402	искусства и	6	2
403	все еще	2	2
404	от тех	2	2
405	поскольку он	2	2
406	еще в	7	2
407	он на	2	2
408	в нашем	2	2
409	жизни не	2	2
410	и состоит	2	2
411	в каждой	2	2
412	с идеей	2	2
413	то есть	11	2
414	все то	2	2
415	было у	2	2
416	не остается	2	2
417	во многих	3	2
418	себе в	3	2
419	для понимания	2	2
420	бы на	2	2
421	на том	3	2
422	одного из	4	2
423	пока не	2	2
424	и говорит	2	2
425	сознание есть	2	2
426	нет в	2	2
427	но при	2	2
428	ведь мы	2	2
429	в целом	10	2
430	с образом	2	2
431	на это	2	2
432	на нее	2	2
433	перестает быть	5	2
434	человека в	5	2
435	художественное произведение	2	2
436	жизни в	5	2
437	а для	3	2
438	перед лицом	2	2
439	всей своей	2	2
440	выше и	2	2
441	по этой	2	2
442	человек в	2	2
443	где бы	2	2
444	жизни с	2	2
445	не для	2	2
446	вокруг себя	2	2
447	и сам	6	2
448	которая в	3	2
449	мира в	4	2
