N	2gram	Voloshinov	Problema
118	о чем	2	20
119	можно было	4	20
120	несмотря на	3	20
121	или в	2	20
122	тем что	2	20
123	в отношении	2	19
124	в каком	2	19
125	как нечто	2	19
126	того или	5	19
127	если бы	4	19
128	кроме того	2	19
129	если не	3	19
130	он не	2	19
131	с ним	2	19
132	уже в	5	19
133	самом деле	5	19
134	как в	3	19
135	жизни и	3	19
136	не будет	3	18
137	того чтобы	7	18
138	в ее	3	18
139	в этих	2	18
140	и ни	2	18
141	не было	2	18
142	не существует	4	18
143	в ней	8	18
144	мы уже	11	17
145	гораздо более	2	17
146	значение и	2	17
147	и здесь	3	17
148	в языке	2	17
149	тех или	4	17
150	совершенно не	3	17
151	во всех	6	17
152	но даже	2	16
153	к тому	4	16
154	но все	5	16
155	для этого	2	16
156	как это	5	16
157	самое время	2	16
158	в частности	3	15
159	с этим	2	15
160	в той	5	15
161	и сам	2	15
162	не что	4	14
163	не так	3	14
164	в дальнейшем	2	14
165	иное как	2	14
166	что иное	2	14
167	сих пор	2	14
168	этом случае	3	14
169	в котором	3	14
170	нас не	2	14
171	с другими	2	14
172	или даже	2	13
173	в их	2	13
174	бы и	2	13
175	тому что	5	13
176	мы имеем	2	13
177	в области	6	13
178	или иного	5	13
179	мы в	3	13
180	ни на	3	13
181	из них	3	13
182	при условии	2	12
183	не говоря	2	12
184	в которой	7	12
185	на первый	2	12
186	в целом	4	12
187	для них	2	12
188	что это	4	12
189	в начале	3	12
190	и следовательно	5	11
191	в нашей	2	11
192	или иных	3	11
193	тот же	2	11
194	и тогда	2	11
195	и их	5	11
196	к нему	2	11
197	один из	4	10
198	однако в	2	10
199	все время	5	10
200	слова и	5	10
201	что у	3	10
202	в одном	4	10
203	художественного творчества	5	10
204	то или	4	10
205	что оно	3	10
206	относится к	2	10
207	бы не	2	10
208	из которых	3	10
209	вопрос о	2	9
210	или как	6	9
211	само собой	4	9
212	здесь мы	3	9
213	только тогда	2	9
214	которые в	2	9
215	представить себе	3	9
216	языка и	4	9
217	в тех	3	9
218	был бы	2	9
219	и наконец	5	9
220	то он	3	9
221	в своих	2	9
222	с собой	2	9
223	их в	3	9
224	мы говорили	2	9
225	но эта	2	9
226	нет и	3	9
227	в которых	2	9
228	бы в	6	9
229	с ней	2	9
230	не нужно	2	9
231	в жизни	2	9
232	бы мы	3	8
233	были бы	4	8
234	между собой	2	8
235	ведь если	3	8
236	на его	6	8
237	для него	3	8
238	и нет	2	8
239	себе и	2	8
240	тем же	4	8
241	для всех	2	8
242	в сознании	5	8
243	тот или	2	8
244	из этих	2	8
245	и больше	2	8
246	с самого	4	8
247	и он	2	8
248	же такое	2	8
249	только потому	2	8
250	и этот	2	8
251	но ведь	6	8
252	и при	2	8
253	но для	3	8
254	мы будем	6	8
255	конечно не	3	8
256	как только	4	8
257	находятся в	2	7
258	и все-таки	2	7
259	и поэтому	3	7
260	друг друга	2	7
261	времени и	2	7
262	самого начала	4	7
263	а с	5	7
264	одной из	2	7
265	но вот	3	7
266	в основе	3	7
267	с самим	2	7
268	в значительной	2	7
269	и так	6	7
270	нашего исследования	2	7
271	еще более	2	7
272	в какой	2	7
273	или иное	4	7
274	но что	3	7
275	себе в	2	7
276	серп и	2	7
277	о своем	3	7
278	на этот	2	7
279	и всего	2	7
280	перейти к	2	7
281	мы ни	3	7
282	тому же	2	7
283	первый взгляд	2	6
284	то мы	3	6
285	ведь и	2	6
286	в зависимости	7	6
287	на него	4	6
288	по своей	2	6
289	ни к	2	6
290	этого слова	3	6
291	этот вопрос	2	6
292	как таковой	3	6
293	если он	3	6
294	что именно	4	6
295	не знает	3	6
296	до конца	2	6
297	не всегда	2	6
298	который мы	2	6
299	же мы	5	6
300	с его	8	6
301	и уже	3	6
302	и той	7	6
303	независимо от	5	6
304	необходимо чтобы	3	6
305	в него	2	6
306	себе все	2	6
307	зависимости от	7	6
308	прежде чем	2	6
309	этом отношении	2	6
310	природы и	2	6
311	к своему	4	6
312	не к	4	6
313	не мог	3	6
314	отношения к	3	6
315	в слове	4	6
316	слова но	3	5
317	человека и	2	5
318	отношение к	2	5
319	он должен	3	5
320	нам в	3	5
321	художественное творчество	3	5
322	для всякого	2	5
323	ли он	2	5
324	до того	3	5
325	одно и	6	5
326	ту или	4	5
327	лишь в	4	5
328	в наших	2	5
329	не знаем	4	5
330	существует и	2	5
331	между тем	3	5
332	от того	3	5
333	которая и	2	5
334	ничем не	2	5
335	его не	2	5
336	мы видели	5	5
337	он говорит	2	5
338	и когда	2	5
339	к этому	2	5
340	это же	2	5
341	должно быть	2	5
342	себя в	4	5
343	человека в	2	5
344	да еще	2	5
345	слова как	4	5
346	в пределах	2	5
347	чего же	2	5
348	в каждом	4	5
349	на эту	2	4
350	собой разумеется	2	4
351	у человека	2	4
352	мы называем	4	4
353	должны были	2	4
354	должен быть	2	4
355	у них	3	4
356	и само	3	4
357	будет иметь	2	4
358	человеческой речи	3	4
359	вопроса о	4	4
360	на отдельные	2	4
361	бы нам	2	4
362	или иную	4	4
363	о них	2	4
364	которые являются	2	4
365	этом мы	3	4
366	той же	7	4
367	тем и	2	4
368	всякое выражение	2	4
369	но мы	2	4
370	и те	2	4
371	в разных	3	4
372	войти в	2	4
373	что эти	3	4
374	объективной действительности	2	4
375	на одном	2	4
376	на это	4	4
377	нашего сознания	2	4
378	мы конечно	2	4
379	мы увидим	5	4
380	же самой	2	4
381	и пр	4	4
382	в свою	6	4
383	у которого	5	4
384	для каждого	2	4
385	при всем	2	4
386	равно как	2	4
387	больше и	2	4
388	из трех	2	3
389	том же	2	3
390	в какой-то	2	3
391	язык и	9	3
392	в душе	2	3
393	тех случаях	2	3
394	нуждается в	3	3
395	как таковое	2	3
396	что вся	2	3
397	различие в	2	3
398	только одним	2	3
399	является наиболее	3	3
400	именно с	2	3
401	другое как	2	3
402	общения людей	2	3
403	точном смысле	2	3
404	случаях когда	2	3
405	что всякое	3	3
406	значением слова	2	3
407	связанные с	2	3
408	мы никогда	5	3
409	зрения на	3	3
410	представляет собой	2	3
411	заметить что	3	3
412	друг другу	2	3
413	и эту	2	3
414	с помощью	6	3
415	помнить что	2	3
416	каждый из	2	3
417	слово и	3	3
418	за ними	2	3
419	ни один	2	3
420	оно является	2	3
421	только он	3	3
422	одной и	4	3
423	от которых	2	3
424	как предмет	3	3
425	общества в	2	3
426	в голову	3	3
427	почему же	2	3
428	жизни это	3	3
429	к той	3	3
430	ведь в	3	3
431	мы видим	4	3
432	уже видели	3	3
433	не будут	2	3
434	эти слова	9	3
435	в первой	2	3
436	но при	3	3
437	а к	3	3
438	о языке	2	3
439	не обладает	2	3
440	от чего	2	3
441	это слово	2	3
442	в процессе	6	3
443	языка в	2	3
444	в середине	2	3
445	я и	2	3
446	что было	3	3
447	место в	2	3
448	форме и	2	3
449	словесный знак	2	2
450	о своей	4	2
451	от их	2	2
452	слов в	4	2
453	или хотя	2	2
454	достаточно для	2	2
455	язык не	3	2
456	природы или	4	2
457	зрения в	4	2
458	явления природы	3	2
459	точка зрения	4	2
460	ту же	2	2
461	содержание и	3	2
462	смысл то	2	2
463	слова мы	2	2
464	на возможность	2	2
465	в нас	2	2
466	которой мы	4	2
467	такие слова	2	2
468	на два	2	2
469	и эта	3	2
470	слишком мало	2	2
471	и вот	3	2
472	которое не	2	2
473	не должен	2	2
474	мертвых душ	3	2
475	и кроме	2	2
476	видели что	3	2
477	только одна	2	2
478	роль в	3	2
479	и жизнь	2	2
480	и различие	2	2
481	может показаться	3	2
482	мы имели	2	2
483	в будущем	3	2
484	по отношению	2	2
485	свою очередь	4	2
486	ли не	2	2
487	имели в	2	2
488	слово в	2	2
489	а на	2	2
490	слов или	2	2
491	нужно было	2	2
492	может стать	3	2
493	как например	2	2
494	внутри себя	2	2
495	в предыдущей	2	2
496	жизни мы	2	2
497	словом и	3	2
498	и конечно	2	2
499	речь но	2	2
500	либо в	2	2
501	в данной	4	2
502	из двух	2	2
503	что то	2	2
504	отражает и	2	2
505	которого и	2	2
506	человеческой истории	2	2
507	отношению к	2	2
508	не с	3	2
509	человека с	2	2
510	не должно	2	2
511	только благодаря	3	2
512	зависит от	2	2
513	слова в	6	2
514	как с	2	2
515	все больше	2	2
516	допустим что	3	2
517	не из	2	2
518	что перед	2	2
519	человек не	2	2
520	в живом	5	2
