N	2gram	Vinokur_Vv	slovoVRo
322	в прошлом	2	2
323	это может	2	2
324	этого не	2	2
325	которые были	2	2
326	к действительности	2	2
327	материал для	3	2
328	этой точки	2	2
329	между ними	3	2
330	от действительности	2	2
331	в известном	3	2
332	в основу	2	2
333	науки о	9	2
334	что не	5	2
335	для них	2	2
336	в ее	11	2
337	только как	7	2
338	что они	2	2
339	значение и	2	2
340	случае не	2	2
341	на языке	2	2
342	того как	3	2
343	да и	4	2
344	особого рода	4	2
345	с которыми	2	2
346	нашего времени	2	2
347	первом случае	2	2
348	до нас	3	2
349	известном смысле	3	2
350	иметь дело	2	2
351	как например	6	2
352	независимо от	5	2
353	и что	6	2
354	время в	2	2
355	можно было	8	2
356	что она	3	2
357	и обратно	4	2
358	с ней	2	2
359	не нужно	2	2
360	этим в	3	2
361	в области	4	2
362	и той	3	2
363	об этом	6	2
364	как о	4	2
365	тем не	9	2
366	у нас	2	2
367	а именно	6	2
368	и со	2	2
369	в течение	5	2
370	ни к	2	2
371	речь в	4	2
372	мы можем	2	2
373	наших дней	2	2
374	в какой	6	2
375	заключается в	4	2
376	чтобы понять	4	2
377	вообще в	2	2
378	на то	2	2
379	можно говорить	3	2
380	как увидим	2	2
381	в котором	4	2
382	из его	2	2
383	а между	2	2
384	в своих	2	2
385	или иначе	4	2
386	в начале	3	2
387	ее от	2	2
388	несмотря на	2	2
389	материалом и	2	2
390	ближе к	2	2
391	быта и	3	2
392	не просто	5	2
393	только о	2	2
394	них не	2	2
395	не к	2	2
396	и литературы	2	2
397	однако не	4	2
398	этих случаях	2	2
