N	2gram	Losev_Dial	Mirosoze
167	что у	3	6
168	на то	5	6
169	в которых	2	6
170	друг к	2	6
171	есть что-то	2	6
172	не к	2	6
173	и если	5	5
174	оно не	2	5
175	которая есть	2	5
176	в то	10	5
177	в их	5	5
178	так и	18	5
179	все время	4	5
180	от этого	5	5
181	тот кто	2	5
182	связано с	2	5
183	как у	3	5
184	и вместе	2	5
185	для чего	2	5
186	не стоит	2	5
187	должны быть	2	5
188	и я	3	5
189	сказать что	19	5
190	во всяком	5	5
191	в основе	4	5
192	да и	11	5
193	одно из	2	5
194	и мы	8	5
195	с этим	5	5
196	– это	14	5
197	говорит что	3	5
198	момент в	2	5
199	которые не	2	5
200	мысли и	3	5
201	отличается от	3	5
202	и как	14	5
203	человека но	2	5
204	бы в	3	5
205	мы увидим	2	5
206	для этого	2	5
207	еще не	4	5
208	как будто	7	5
209	сих пор	4	5
210	сознания но	2	5
211	то он	2	5
212	думать что	3	5
213	когда он	2	5
214	был в	2	5
215	личности в	2	5
216	хочет быть	2	5
217	до сих	4	5
218	и тут	6	5
219	к свету	3	4
220	же есть	3	4
221	как о	2	4
222	в каждом	4	4
223	иное как	4	4
224	не что	4	4
225	от того	2	4
226	конце концов	4	4
227	не всегда	2	4
228	в идее	2	4
229	так что	21	4
230	что иное	4	4
231	есть в	2	4
232	в разных	6	4
233	а с	2	4
234	по своему	4	4
235	они были	2	4
236	в чем	9	4
237	в него	2	4
238	одна и	5	4
239	по сравнению	2	4
240	только с	3	4
241	тому что	4	4
242	себе и	5	4
243	человеческой жизни	2	4
244	могут быть	6	4
245	тогда когда	6	4
246	мы видим	6	4
247	и до	2	4
248	все эти	4	4
249	и тогда	4	4
250	что они	8	4
251	никто не	2	4
252	и можно	3	4
253	его с	6	4
254	значит что	25	4
255	сознания и	8	4
256	оно есть	5	4
257	нем нет	3	4
258	с ней	2	4
259	и даже	23	4
260	и по	5	4
261	стало быть	17	4
262	на деле	2	4
263	небо и	2	4
264	ни в	20	4
265	и их	5	4
266	и только	5	4
267	все равно	7	4
268	его личности	2	4
269	время как	7	4
270	ни с	8	4
271	мы еще	2	4
272	еще более	3	4
273	в эпоху	2	4
274	в той	4	4
275	и что	17	4
276	человека от	2	4
277	то время	3	4
278	на природу	2	4
279	будто бы	3	4
280	идея и	8	4
281	человеческого сознания	2	3
282	к его	2	3
283	были бы	3	3
284	ведь это	3	3
285	его есть	2	3
286	о чем	4	3
287	в состоянии	2	3
288	не остается	2	3
289	науки и	5	3
290	а лишь	3	3
291	с которым	2	3
292	и тем	2	3
293	и быть	2	3
294	но она	4	3
295	это все	2	3
296	мире и	3	3
297	все же	9	3
298	идеи и	5	3
299	не бывает	2	3
300	можно ли	3	3
301	мы должны	6	3
302	это уже	2	3
303	все его	3	3
304	что же	5	3
305	даже и	3	3
306	между тем	3	3
307	в виду	9	3
308	что оно	9	3
309	же он	2	3
310	и та	8	3
311	всегда есть	4	3
312	же как	3	3
313	и когда	5	3
314	я никогда	3	3
315	от всякой	2	3
316	это значит	18	3
317	хотя и	4	3
318	и то	15	3
319	но нельзя	2	3
320	и эта	3	3
321	то это	6	3
322	и еще	4	3
323	в противоположность	6	3
324	в душе	8	3
325	к этому	2	3
326	он чувствовал	3	3
327	конечно не	9	3
328	об этом	7	3
329	мысль о	2	3
330	как не	4	3
331	не значит	6	3
332	я и	3	3
333	превращается в	2	3
334	есть та	2	3
335	но ведь	2	3
336	говорят о	2	3
337	со всеми	2	3
338	чем не	2	3
339	лишь как	3	3
340	во всех	3	3
341	он также	2	3
342	не видел	2	3
343	не с	5	3
344	есть выражение	4	3
345	– к	2	3
346	он может	3	3
347	только один	2	3
348	на почве	2	3
349	но для	2	3
350	есть всегда	13	3
351	в одном	4	3
352	всяком случае	3	3
353	и жизнь	2	3
354	и должно	3	3
355	нет ни	4	3
356	сравнению с	2	3
357	не быть	3	3
358	но с	4	3
359	учение о	11	3
360	и всякий	3	3
361	не о	5	2
362	на самом	5	2
363	в каком	10	2
364	что их	2	2
365	я –	2	2
366	как можно	2	2
367	или иной	4	2
368	тут в	2	2
369	и об	4	2
370	– очень	2	2
371	если в	5	2
372	нисколько не	7	2
373	есть только	9	2
374	не потому	5	2
375	– и	5	2
376	склонность к	3	2
377	это я	6	2
378	не раз	2	2
379	на что	3	2
380	которой не	3	2
381	же можно	2	2
382	есть ли	3	2
383	он мог	2	2
384	света и	3	2
385	после этого	3	2
386	есть самое	4	2
387	нас не	2	2
388	самом деле	6	2
389	говорил что	2	2
390	идеей и	2	2
391	была бы	4	2
392	быть в	5	2
393	– как	6	2
394	только потому	4	2
395	не менее	5	2
396	дальше и	2	2
397	свет и	2	2
398	весь мир	2	2
399	них есть	2	2
400	к самому	3	2
401	своей собственной	2	2
402	а потому	3	2
403	стать на	2	2
404	во мне	5	2
405	идей –	2	2
406	же не	4	2
407	образа и	2	2
408	– то	4	2
409	то не	4	2
410	в каком-то	5	2
411	связи с	3	2
412	в сущности	2	2
413	раз навсегда	2	2
414	не иметь	2	2
415	е в	3	2
416	во время	2	2
417	– вот	3	2
418	и они	3	2
419	их в	2	2
420	относится к	2	2
421	в душу	4	2
422	на всю	6	2
423	о своих	2	2
424	есть то	2	2
425	что если	4	2
426	когда мы	3	2
427	то в	8	2
428	более и	2	2
429	себе а	2	2
430	происходит в	2	2
431	что личность	2	2
432	с их	2	2
433	это было	4	2
434	этом отношении	2	2
435	и часто	3	2
436	потому и	2	2
437	которая не	2	2
438	ее в	2	2
439	смысл и	6	2
440	и о	4	2
441	не по	2	2
442	ни к	2	2
443	а без	3	2
444	теми которые	2	2
445	но они	2	2
446	о мире	2	2
447	в какой	3	2
448	образа в	2	2
449	все –	3	2
450	можно найти	2	2
451	– одно	2	2
452	вообще не	2	2
453	с другой	10	2
454	оно всегда	2	2
455	в сфере	2	2
456	я всегда	3	2
457	выражения в	2	2
458	что такое	13	2
459	но к	2	2
460	в смысле	5	2
461	что я	5	2
462	тут не	5	2
463	но я	4	2
464	том смысле	4	2
465	он и	2	2
466	что мы	3	2
467	по себе	39	2
468	ко всему	3	2
469	выйти из	3	2
470	не бывало	2	2
471	них нет	2	2
472	тотчас же	2	2
473	много раз	3	2
474	он на	2	2
475	сам по	8	2
476	и уже	4	2
477	что эта	5	2
478	бы ни	3	2
479	но эта	4	2
480	исторического процесса	2	2
481	он переживает	2	2
