N	2gram	Vygotskiy_	Stilisti
151	том что	44	3
152	бы мы	2	3
153	в начале	5	3
154	в тех	2	3
155	и эта	4	3
156	но для	2	3
157	и поэтому	4	3
158	долгое время	2	3
159	перед нами	15	3
160	словом и	3	3
161	об этом	2	3
162	и слово	3	3
163	и даже	4	3
164	этого слова	13	3
165	от того	8	3
166	то мы	2	3
167	и здесь	5	3
168	целый ряд	4	3
169	роль в	5	3
170	в виду	4	3
171	та же	3	3
172	в том	59	3
173	в частности	4	3
174	у них	3	3
175	еще не	6	3
176	только на	2	3
177	может стать	2	3
178	как в	14	3
179	к той	2	3
180	для него	6	3
181	по своему	14	3
182	и для	4	3
183	ни на	3	3
184	видели что	4	3
185	что у	3	3
186	что слова	5	3
187	в котором	3	3
188	их в	6	3
189	и тому	6	3
190	зрения на	2	3
191	что оно	8	3
192	быть может	2	3
193	между ними	6	3
194	из которых	6	3
195	не будет	2	3
196	главным образом	3	3
197	но что	3	3
198	из них	5	3
199	для нас	6	3
200	представить себе	3	3
201	хотя и	2	3
202	что и	14	3
203	мы в	3	3
204	все эти	9	3
205	связи с	14	3
206	перед ним	4	3
207	что эти	4	3
208	этом случае	4	3
209	между тем	10	3
210	связь между	7	3
211	в основе	32	3
212	не мог	4	3
213	здесь мы	4	3
214	что иное	2	2
215	возникновения и	2	2
216	мы имели	7	2
217	еще и	2	2
218	до конца	2	2
219	в каком	3	2
220	в отношении	14	2
221	для этого	3	2
222	вопрос о	2	2
223	речи не	5	2
224	одном и	3	2
225	и потому	2	2
226	как например	2	2
227	которые в	5	2
228	с этим	6	2
229	слова не	3	2
230	с другими	3	2
231	в нашей	4	2
232	мы имеем	6	2
233	из этих	5	2
234	но как	4	2
235	речи то	2	2
236	человека и	6	2
237	бы и	2	2
238	должно быть	3	2
239	на одном	2	2
240	каждый из	2	2
241	к этому	5	2
242	эти три	2	2
243	с ней	4	2
244	по отношению	4	2
245	с развитием	5	2
246	иное как	2	2
247	у человека	2	2
248	важную роль	4	2
249	этой второй	3	2
250	друг друга	7	2
251	к которому	6	2
252	слово в	4	2
253	на первый	5	2
254	тем что	12	2
255	не обладает	2	2
256	в языке	3	2
257	этом отношении	9	2
258	речи но	3	2
259	в их	12	2
260	том же	3	2
261	и при	3	2
262	в этих	4	2
263	что он	13	2
264	что перед	4	2
265	по своей	12	2
266	в наших	2	2
267	ничем не	2	2
268	и сам	4	2
269	нас не	2	2
270	связано с	2	2
271	отношению к	3	2
272	себе и	2	2
273	на отдельные	2	2
274	в приведенных	2	2
275	сих пор	3	2
276	нашего исследования	2	2
277	в какой	5	2
278	при всем	2	2
279	который мы	2	2
280	увидим что	5	2
281	в так	2	2
282	в жизни	3	2
283	в мире	2	2
284	на этот	5	2
285	только потому	2	2
286	но не	7	2
287	как уже	8	2
288	в него	4	2
289	также и	3	2
290	и речь	5	2
291	тому же	6	2
292	видим что	2	2
293	достаточно было	2	2
294	связанные с	3	2
295	значением слова	5	2
296	в своих	3	2
297	связь с	4	2
298	определенное значение	2	2
299	одни и	3	2
300	ту же	2	2
301	не есть	5	2
302	этот вопрос	5	2
303	в которых	3	2
304	ни один	5	2
305	которые являются	3	2
306	находит свое	2	2
307	и те	3	2
308	однако в	2	2
309	представляет собой	6	2
310	между говорящими	2	2
311	между собой	15	2
312	развития в	4	2
313	место в	3	2
314	для них	3	2
315	слова мы	5	2
316	смысле этого	10	2
317	между двумя	3	2
318	и когда	3	2
319	здесь не	2	2
320	и том	3	2
321	но это	7	2
322	что вся	2	2
323	это же	2	2
324	в своей	9	2
325	или даже	2	2
326	и тогда	2	2
327	или в	4	2
328	в связи	9	2
329	таким же	4	2
330	был бы	2	2
331	он не	6	2
332	в дальнейшем	3	2
333	с ним	4	2
334	мы говорили	5	2
335	стадии своего	3	2
336	тот же	10	2
337	вовсе не	5	2
338	форме и	2	2
339	этот процесс	4	2
340	же слово	3	2
341	оно является	3	2
342	тем и	5	2
343	именно с	2	2
344	как с	4	2
345	ясно что	4	2
346	языка мы	2	2
