N	2gram	Vygotskiy_	Vvedenie
135	одной стороны	15	4
136	в области	2	4
137	по отношению	3	4
138	в каждом	2	4
139	только что	11	4
140	должен быть	3	4
141	к делу	2	4
142	в особенности	3	4
143	этом отношении	3	4
144	из двух	3	4
145	это только	5	4
146	но ведь	2	4
147	еще не	6	4
148	времени и	5	4
149	отношению к	2	4
150	речь в	2	4
151	отличие от	3	4
152	в отличие	3	4
153	с одной	15	4
154	заключается в	13	4
155	к тому	12	4
156	одной из	2	4
157	но все	5	4
158	чтобы понять	3	4
159	и для	13	4
160	не имеет	2	4
161	только с	3	4
162	в котором	5	4
163	в виде	3	4
164	в центре	2	4
165	даже и	2	4
166	ответ на	5	4
167	в одном	5	4
168	из них	7	4
169	видит в	3	4
170	в себе	13	4
171	как она	9	4
172	и заключается	6	4
173	с точки	5	4
174	в своей	8	4
175	как раз	19	4
176	сравнению с	4	4
177	можно сказать	4	4
178	той же	6	4
179	никогда не	15	3
180	до конца	7	3
181	в каком	7	3
182	одна из	6	3
183	в отношении	2	3
184	и вообще	2	3
185	что это	15	3
186	на нее	2	3
187	или иной	2	3
188	в своем	12	3
189	и той	4	3
190	с этим	4	3
191	так же	19	3
192	нисколько не	3	3
193	в собственном	2	3
194	и наоборот	2	3
195	для этого	12	3
196	что она	10	3
197	к этому	5	3
198	не как	3	3
199	в другом	3	3
200	в конце	10	3
201	обе эти	2	3
202	от того	6	3
203	и здесь	11	3
204	сама по	3	3
205	если бы	21	3
206	зависимости от	9	3
207	при помощи	5	3
208	в сущности	14	3
209	и вот	7	3
210	он мог	3	3
211	понятно что	6	3
212	в этих	3	3
213	в силу	3	3
214	только на	4	3
215	в частности	6	3
216	как в	4	3
217	что может	2	3
218	что даже	3	3
219	не с	2	3
220	мы видели	2	3
221	идет речь	3	3
222	стороны и	5	3
223	материал для	2	3
224	со всей	4	3
225	на том	4	3
226	и на	12	3
227	гораздо более	3	3
228	того же	5	3
229	находит себе	5	3
230	в ней	5	3
231	в конечном	2	3
232	и к	5	3
233	на этом	11	3
234	между ними	2	3
235	из которых	5	3
236	то это	6	3
237	но что	3	3
238	этому поводу	4	3
239	в известном	2	3
240	по этому	5	3
241	нуждается в	3	3
242	от себя	2	3
243	совсем не	3	3
244	так чтобы	2	3
245	же как	4	3
246	и того	2	3
247	говорит о	5	3
248	при этом	11	3
249	в зависимости	7	3
250	и уже	4	3
251	что с	8	3
252	во внимание	5	3
253	все эти	5	3
254	той или	2	3
255	связи с	2	3
256	и есть	7	3
257	как будто	7	3
258	же самое	13	3
259	в этой	15	3
260	собственном смысле	2	3
261	и других	2	3
262	того как	4	3
263	чем в	3	3
264	литературы и	2	2
265	одно и	3	2
266	собой в	2	2
267	находятся в	4	2
268	ничего не	4	2
269	о которых	3	2
270	у нас	7	2
271	и потому	8	2
272	в каждой	3	2
273	из того	4	2
274	мы должны	10	2
275	во всех	6	2
276	и до	4	2
277	что следовательно	2	2
278	все время	44	2
279	но как	3	2
280	с чем	3	2
281	это в	5	2
282	еще раз	2	2
283	есть только	3	2
284	должно быть	6	2
285	этой точки	3	2
286	каждый из	2	2
287	бы в	7	2
288	не существует	3	2
289	которые не	2	2
290	в форме	2	2
291	что здесь	3	2
292	мы называем	2	2
293	что оно	12	2
294	что нет	3	2
295	преимущественно в	2	2
296	существует между	7	2
297	не могли	4	2
298	чтобы он	2	2
299	критики и	2	2
300	конце концов	6	2
301	что именно	7	2
302	это делает	3	2
303	казалось бы	11	2
304	а с	7	2
305	одного и	2	2
306	что если	9	2
307	и при	3	2
308	и другие	3	2
309	когда мы	10	2
310	это может	2	2
311	так и	6	2
312	одной и	4	2
313	и др	2	2
314	каким образом	2	2
315	на протяжении	2	2
316	увидим что	13	2
317	надо было	2	2
318	искусства и	8	2
319	такого же	2	2
320	чем больше	3	2
321	и так	4	2
322	но уже	2	2
323	целом ряде	2	2
324	говорит он	2	2
325	тому что	11	2
326	которого мы	3	2
327	на то	27	2
328	могло бы	4	2
329	и сейчас	5	2
330	если это	4	2
331	состоит в	3	2
332	мог бы	3	2
333	искусство и	4	2
334	в своих	9	2
335	ни одна	2	2
336	себе и	4	2
337	нам не	2	2
338	какой бы	3	2
339	будто бы	3	2
340	в свою	3	2
341	и с	3	2
342	о них	2	2
343	которое в	2	2
344	обратить внимание	2	2
345	но это	2	2
346	своего материала	2	2
347	и из	3	2
348	то о	2	2
349	в основу	6	2
350	что мы	12	2
351	и совершенно	8	2
352	мы можем	8	2
353	тому как	3	2
354	себя в	4	2
355	несмотря на	5	2
356	ближе к	2	2
357	принять во	2	2
358	влечет за	2	2
359	жизни и	8	2
360	с теми	3	2
361	двоякого рода	3	2
362	а затем	2	2
363	не было	2	2
364	сам по	4	2
365	которая существует	3	2
366	того не	2	2
367	следует понимать	2	2
368	мы не	8	2
369	в тех	3	2
370	по его	5	2
371	факт что	8	2
372	только о	2	2
373	что они	11	2
374	значение и	2	2
375	это есть	3	2
376	как только	5	2
377	именно на	6	2
378	все равно	3	2
379	должна быть	2	2
380	из которой	2	2
381	например в	2	2
382	во всем	3	2
383	если же	3	2
384	из его	4	2
385	рядом с	6	2
386	по существу	4	2
387	этих двух	8	2
388	мы уже	7	2
389	к таким	3	2
390	с помощью	3	2
391	быть и	2	2
