N	2gram	Tiupa_Disk	Narrotol
97	в рамках	11	9
98	той или	6	9
99	для него	9	9
100	далеко не	10	9
101	столь же	6	9
102	я в	2	9
103	истории в	2	9
104	потому что	7	9
105	или иной	8	8
106	о чем	4	8
107	самом деле	2	8
108	но при	3	8
109	не менее	6	8
110	нарративная интрига	3	8
111	мы имеем	4	8
112	и он	2	8
113	нарративная стратегия	6	8
114	мира в	6	8
115	этом отношении	4	8
116	по мысли	9	8
117	в литературе	2	8
118	в самом	4	8
119	и к	4	8
120	соответствии с	5	8
121	внимание на	5	8
122	в той	2	8
123	же время	9	8
124	он не	4	8
125	в свою	3	7
126	в футляре	2	7
127	это не	5	7
128	при всей	9	7
129	едва ли	2	7
130	в принципе	4	7
131	в чем	2	7
132	в ней	2	7
133	одного из	5	7
134	на себя	2	7
135	в целом	5	7
136	в ее	4	7
137	имеет место	4	7
138	и состоит	2	7
139	в силу	5	7
140	из наиболее	2	7
141	также и	6	7
142	с другой	14	7
143	в котором	7	7
144	событийный статус	2	7
145	пока еще	7	7
146	рассказывания в	4	7
147	в модальности	2	7
148	и на	8	7
149	или в	2	7
150	в форме	2	7
151	одной стороны	12	6
152	вплоть до	2	6
153	в современной	2	6
154	о нем	3	6
155	они не	2	6
156	во втором	5	6
157	нарративного высказывания	3	6
158	однако в	3	6
159	что и	5	6
160	о ней	2	6
161	представляют собой	2	6
162	например в	4	6
163	сказать что	4	6
164	из этих	3	6
165	однако и	2	6
166	в результате	3	6
167	на него	2	6
168	ивана иваныча	2	6
169	героя и	2	6
170	с одной	12	6
171	в нашем	2	6
172	слова в	2	6
173	в конечном	2	6
174	к его	5	6
175	присутствия в	2	6
176	в случае	2	6
177	таким образом	4	6
178	имеем дело	3	6
179	в другом	5	5
180	не всегда	2	5
181	или напротив	3	5
182	художественного письма	13	5
183	дело с	2	5
184	и о	4	5
185	о котором	2	5
186	о любви	2	5
187	картине мира	2	5
188	может служить	2	5
189	высказывания в	7	5
190	свидетельствует о	2	5
191	место в	2	5
192	точка зрения	3	5
193	мира и	3	5
194	являет собой	5	5
195	человеческой жизни	2	5
196	между собой	2	5
197	не столько	3	5
198	исходя из	3	5
199	мы не	2	5
200	свою очередь	3	5
201	да и	2	5
202	и то	4	5
203	и от	2	5
204	или не	2	5
205	так сказать	3	5
206	в начале	2	5
207	в равной	3	5
208	себя в	8	5
209	с ее	3	5
210	и даже	4	5
211	подобно тому	4	5
212	в концовке	2	5
213	вследствие этого	4	5
214	и вследствие	2	5
215	в пределах	4	5
216	в какой	2	5
217	не случайно	2	5
218	их в	2	5
219	именно в	5	5
220	в своих	6	5
221	в русской	4	5
222	следует признать	3	5
223	о них	2	5
224	но для	2	5
225	еще в	6	5
226	из них	6	5
227	тому как	5	5
228	в одном	5	5
229	нарративной стратегии	6	5
230	не было	9	5
231	и того	6	5
232	он сам	2	5
233	и сам	2	5
234	как будто	3	5
235	не о	2	4
236	ситуации и	2	4
237	собственно и	3	4
238	и ее	5	4
239	роль в	10	4
240	в виду	2	4
241	по сути	6	4
242	в ходе	5	4
243	является событием	2	4
244	[...] в	8	4
245	в области	3	4
246	только на	2	4
247	друг друга	2	4
248	xix столетия	2	4
249	картину мира	5	4
250	по своему	3	4
251	в них	6	4
252	на том	2	4
253	современная нарратология	2	4
254	и судия	2	4
255	ему в	3	4
256	жизненной позиции	4	4
257	что на	3	4
258	что касается	2	4
259	на ее	2	4
260	опыта в	3	4
261	и по	2	4
262	равной степени	2	4
263	не на	3	4
264	в первом	4	4
265	как мы	2	4
266	в основе	11	4
267	быть и	2	4
268	но зато	2	4
269	хотя бы	3	4
270	могла бы	2	4
271	к этому	4	4
272	конечном счете	2	4
273	существенную роль	4	4
274	это было	2	4
275	и адресата	3	4
276	и как	9	4
277	человека в	6	4
278	рассказ алехина	4	4
279	ведет к	6	4
280	но они	3	4
281	не могло	2	4
282	не с	4	4
283	с позиции	3	4
284	ли не	3	4
285	внутренней речи	5	4
286	для себя	6	4
287	строго говоря	3	4
288	зависит от	2	4
289	оно не	2	4
290	и с	2	4
291	в прозе	2	4
292	жизни а	2	4
293	по себе	3	4
294	самого рассказывания	4	4
295	всяком случае	2	4
296	по своей	15	4
297	во всяком	3	4
298	или даже	2	4
299	нового времени	2	4
300	в себя	7	4
301	не к	3	4
302	текста в	2	4
303	вместе с	3	4
304	до конца	2	3
305	ни о	2	3
306	и потому	3	3
307	не подлежит	2	3
308	идет о	2	3
309	сознания в	2	3
310	но как	2	3
311	в ситуации	4	3
312	различного рода	3	3
313	об одном	4	3
314	при встрече	2	3
315	каждый из	2	3
316	а потом	2	3
317	как к	2	3
318	с этой	2	3
319	события в	3	3
320	к чему	2	3
321	текста и	2	3
322	из уст	2	3
323	и составляет	3	3
324	не знает	4	3
325	а с	8	3
326	одно из	4	3
327	одной из	4	3
328	к ним	3	3
329	как уже	5	3
330	и это	3	3
331	чем и	2	3
332	по природе	6	3
333	рассказчика и	3	3
334	человеческого присутствия	2	3
335	что не	4	3
336	а к	3	3
337	очевидным образом	5	3
338	все эти	2	3
339	той же	2	3
340	связи с	4	3
341	в едином	2	3
342	времени в	3	3
343	нарративную интригу	2	3
344	нарративный дискурс	3	3
345	интерес к	2	3
346	для обозначения	4	3
347	лицо и	2	3
348	значении термина	5	3
349	речь идет	2	3
350	рассказа как	4	3
351	или иного	2	3
352	произведения как	2	3
353	картин мира	2	3
354	того или	3	3
355	характер и	3	3
356	рассказа не	2	3
357	в строгом	5	3
358	но это	3	3
359	н.д тамарченко	4	3
360	дело в	3	3
361	бы быть	3	3
362	и представляет	2	3
363	дело не	3	3
364	в которой	2	3
365	свидетель и	2	3
366	а о	2	3
367	по мере	2	3
368	несет в	3	3
369	нарративное высказывание	2	3
370	себя с	2	3
371	дискурса как	5	3
372	природе своей	6	3
373	в чужой	2	3
374	лишь в	4	3
375	в противовес	4	3
376	в культуре	3	3
377	по слову	4	3
378	в этих	4	3
379	и слушающих	2	3
380	перед лицом	2	3
381	со своей	2	3
382	при отсутствии	2	3
383	в памяти	2	3
384	восходит к	4	3
385	ни для	4	3
386	в е	3	3
387	всей своей	2	3
388	второго лица	2	3
389	этом в	2	3
390	сути дела	3	3
391	жизни не	2	3
392	входит в	2	3
393	жизни как	2	3
394	приводит к	4	3
395	всякий раз	2	3
396	наррации как	2	3
397	с точки	3	3
398	чеховского творчества	2	3
399	и что	2	3
400	говорить о	3	3
401	первого и	2	3
402	не обязательно	4	3
403	не следует	4	3
404	же самое	2	3
405	жизни но	2	3
406	персонажей и	2	3
407	в нарративном	4	3
408	чем он	2	3
409	к одному	2	2
410	в действительности	3	2
411	в каждой	3	2
412	которое может	2	2
413	личного опыта	2	2
414	в которых	5	2
415	мой взгляд	3	2
416	значении этого	4	2
417	для притчи	2	2
418	с той	3	2
419	писал бахтин	5	2
420	системы персонажей	2	2
421	или менее	2	2
422	присутствует в	2	2
423	что с	2	2
424	выбора между	4	2
425	как показывает	2	2
426	а ван	2	2
427	в их	5	2
428	говорящего и	3	2
429	к своему	2	2
430	из жизни	3	2
431	в формах	2	2
432	в момент	2	2
433	действующее лицо	3	2
434	представления о	2	2
435	первобытного человека	4	2
436	и пространства	2	2
437	к различным	2	2
438	речевых практик	5	2
439	дискурсивных практик	14	2
440	события свидетель	2	2
441	поль рикёр	2	2
442	[...] не	2	2
443	одновременно и	3	2
444	они и	3	2
445	строгом значении	3	2
446	в произведении	3	2
447	е годы	2	2
448	за которым	2	2
449	но одновременно	4	2
450	указывает на	2	2
451	в контексте	3	2
452	более или	2	2
453	чеховского письма	2	2
454	воспринимающего сознания	2	2
455	своей собственной	3	2
456	коммуникативную ситуацию	5	2
457	которая в	3	2
458	событийности бытия	2	2
459	могут быть	5	2
460	однако на	2	2
461	по этой	2	2
462	[...] а	3	2
463	в году	3	2
464	чего не	3	2
465	рассказ в	2	2
466	в процессе	6	2
467	в смене	2	2
468	после рассказа	2	2
469	не предполагает	4	2
470	что же	4	2
471	живет в	3	2
472	лицо события	2	2
473	о событии	2	2
474	по бахтину	4	2
475	и другого	2	2
476	коммуникативная стратегия	3	2
477	она сама	2	2
478	можно назвать	2	2
479	своей природе	3	2
480	и во	2	2
481	по выражению	3	2
482	было в	4	2
483	в сущности	3	2
484	личности в	3	2
485	коммуникативной ситуации	6	2
486	принадлежит к	3	2
487	его характер	2	2
488	и иные	2	2
489	событие самого	2	2
490	одно и	2	2
491	дискурс в	3	2
492	если в	2	2
493	не столь	2	2
494	и вообще	2	2
495	это еще	2	2
496	можно признать	2	2
497	тут же	3	2
498	слово не	2	2
499	но все	2	2
500	данного высказывания	2	2
501	дистанция между	2	2
502	другой стороны	5	2
503	этой причине	2	2
504	однако для	2	2
505	по аналогии	2	2
506	это в	4	2
507	хотя в	3	2
508	нас в	2	2
509	должно быть	2	2
510	его как	3	2
511	в составе	5	2
512	один голос	2	2
513	который не	2	2
514	в данной	3	2
515	на мой	3	2
516	переход от	2	2
517	то чтобы	2	2
518	целый ряд	2	2
519	мысль о	3	2
520	автора в	2	2
521	и одновременно	3	2
522	но также	2	2
523	слова и	2	2
524	в специальном	3	2
525	по своим	4	2
526	принадлежат к	3	2
527	все это	2	2
528	художественного целого	3	2
529	тем что	4	2
530	адресата в	5	2
531	не есть	3	2
532	в особенности	5	2
533	и наконец	2	2
534	одного и	5	2
535	силу своей	2	2
536	и есть	2	2
537	одним из	2	2
538	по словам	4	2
539	себе не	4	2
540	дискурса в	3	2
541	частности в	2	2
542	опирается на	2	2
543	принадлежности к	2	2
544	х гг	2	2
545	во всех	6	2
546	русской литературе	2	2
547	должна быть	2	2
548	в пределе	2	2
549	отношение к	6	2
550	сами по	2	2
551	есть в	3	2
552	речевой деятельности	2	2
553	но уже	3	2
554	всей его	2	2
555	и второго	2	2
556	в вероятностном	5	2
557	когда он	3	2
558	того же	5	2
559	повествователя в	2	2
560	человеческого сознания	3	2
561	будто бы	3	2
562	зрения на	3	2
563	а по	2	2
564	к которому	2	2
565	большей или	2	2
566	данного жанра	10	2
567	к их	2	2
568	более чем	3	2
569	к другому	3	2
570	на рубеже	2	2
571	это и	2	2
572	на роль	2	2
573	в организации	2	2
574	главное действующее	2	2
575	изменение состояния	2	2
576	с читателем	3	2
