N	2gram	Bakhtin_Fr	Problemy
324	это было	2	4
325	его за	2	4
326	в свете	3	4
327	конечно и	3	4
328	вот я	2	4
329	в тоне	2	4
330	об этом	3	4
331	и мысли	4	4
332	этом отношении	4	4
333	времени и	5	4
334	вследствие этого	2	4
335	всем этим	3	4
336	зубной боли	2	4
337	жизнь и	2	4
338	речи и	2	4
339	также и	6	4
340	поэтому в	2	4
341	романа в	3	4
342	все что	4	4
343	еще более	5	4
344	и своего	2	4
345	образом и	2	4
346	и если	2	4
347	еще в	4	4
348	все в	2	4
349	перестает быть	2	4
350	здесь нет	2	4
351	вполне понятно	4	4
352	данном случае	3	3
353	следовательно и	2	3
354	как человек	2	3
355	о чем	3	3
356	в настоящее	2	3
357	ни одной	2	3
358	в приведенном	5	3
359	которые в	2	3
360	в нашу	2	3
361	по своей	4	3
362	в основном	7	3
363	же он	2	3
364	мы знаем	3	3
365	ну и	2	3
366	узком смысле	2	3
367	своего рода	5	3
368	ко второму	2	3
369	он говорит	6	3
370	его романа	3	3
371	не слышит	3	3
372	так в	4	3
373	что на	2	3
374	настоящее время	2	3
375	в узком	3	3
376	в эти	2	3
377	или меньшей	3	3
378	нуждается в	4	3
379	всего романа	2	3
380	что из	2	3
381	того чтобы	6	3
382	а затем	2	3
383	функций в	2	3
384	них он	2	3
385	и по	4	3
386	же в	2	3
387	существенный момент	2	3
388	можно сказать	2	3
389	должны быть	2	3
390	в других	4	3
391	мы видим	9	3
392	очень часто	2	3
393	и вообще	3	3
394	приведенном нами	3	3
395	и мы	2	3
396	одной из	3	3
397	меньшей степени	2	3
398	в данном	5	3
399	какой бы	2	3
400	только то	2	3
401	из этих	2	3
402	это вовсе	2	3
403	и еще	3	3
404	дело в	4	3
405	по преимуществу	3	3
406	значение в	4	3
407	именно и	2	3
408	но конечно	5	3
409	все они	5	3
410	и при	2	3
411	мы здесь	2	3
412	и есть	5	3
413	у нас	4	3
414	по всему	2	3
415	но они	4	3
416	в мировоззрении	2	3
417	связан с	6	3
418	раз в	4	3
419	вы не	4	3
420	со своими	2	3
421	на тему	2	3
422	им в	2	3
423	его романе	3	3
424	тонов и	2	3
425	которых он	2	3
426	жизнь в	3	3
427	места в	2	3
428	большей или	3	3
429	и одновременно	3	3
430	говорит о	2	3
431	его произведениях	2	3
432	в один	2	3
433	и особенно	2	3
434	в таком	2	3
435	нового времени	2	3
436	в различных	2	3
437	будто бы	2	3
438	в большей	2	3
439	не дает	4	3
440	тем же	2	3
441	чем в	2	3
442	еще и	6	2
443	в книге	5	2
444	во все	3	2
445	вернемся к	8	2
446	эти явления	2	2
447	из всех	4	2
448	его на	2	2
449	и сама	2	2
450	этого нельзя	3	2
451	не видит	4	2
452	не раз	2	2
453	к этому	6	2
454	совершенно неправильно	2	2
455	не был	4	2
456	он дает	3	2
457	с начала	7	2
458	ему и	2	2
459	или же	2	2
460	видеть в	2	2
461	одном месте	2	2
462	тех кто	2	2
463	и других	7	2
464	образом все	2	2
465	свою очередь	2	2
466	одном из	2	2
467	и был	3	2
468	была и	2	2
469	увидим дальше	3	2
470	своей жизни	3	2
471	своего времени	5	2
472	быть в	2	2
473	мы говорили	2	2
474	одно из	3	2
475	они и	4	2
476	в особенности	6	2
477	не так	3	2
478	эти три	2	2
479	от этого	2	2
480	по сравнению	2	2
481	здесь он	2	2
482	она была	3	2
483	это уже	2	2
484	на том	2	2
485	как она	2	2
486	он так	2	2
487	в значительной	3	2
488	хотя он	3	2
489	он остается	2	2
490	весь роман	3	2
491	с нею	2	2
492	смысле слова	5	2
493	глубже и	2	2
494	вот это	2	2
495	это место	4	2
496	отметить что	2	2
497	и очень	2	2
498	со всем	2	2
499	до того	2	2
500	образом в	3	2
501	на языке	2	2
502	в корне	3	2
503	что значит	2	2
504	в противоположность	2	2
505	почти все	2	2
506	первой книги	3	2
507	не исчерпывается	2	2
508	роман с	2	2
509	значительной степени	2	2
510	его творчество	2	2
511	я готов	2	2
512	и весь	2	2
513	но даже	2	2
514	этот процесс	4	2
515	нельзя понять	2	2
516	во второй	2	2
517	и этот	2	2
518	в этот	2	2
519	одному из	2	2
520	было в	2	2
521	что здесь	2	2
522	мы чувствуем	3	2
523	и вполне	2	2
524	эпизод с	3	2
525	в заключение	4	2
526	вот этот	2	2
527	или точнее	2	2
528	в качестве	2	2
529	для того	5	2
530	в истории	5	2
531	и другие	4	2
532	в условиях	3	2
533	политики и	2	2
534	силы и	2	2
535	с одной	5	2
536	ведь они	2	2
537	прежде чем	2	2
538	не к	2	2
539	в нашем	5	2
540	что для	2	2
541	и они	5	2
542	и глубоко	2	2
543	тонах и	2	2
544	приводит его	2	2
545	представляется нам	2	2
546	ему не	2	2
547	в свою	3	2
548	весь этот	5	2
549	роль в	7	2
550	теперь он	2	2
551	все как	2	2
552	здесь и	6	2
553	из этого	3	2
554	этого он	2	2
555	и перед	2	2
556	начала и	8	2
557	них не	2	2
558	свою речь	3	2
559	но оно	2	2
560	один и	3	2
561	на их	4	2
562	и тут	2	2
563	чем он	2	2
564	с помощью	5	2
