N	2gram	Vinokur_Ku	Vladivir
225	в нашем	8	7
226	в них	10	7
227	данном случае	2	6
228	на себя	3	6
229	в настоящее	2	6
230	в отличие	3	6
231	а это	5	6
232	от того	5	6
233	есть не	2	6
234	уже на	3	6
235	том же	3	6
236	к своему	2	6
237	в виду	7	6
238	само по	6	6
239	отличие от	3	6
240	что на	2	6
241	тому что	3	6
242	так или	3	6
243	в общем	4	6
244	не говоря	3	6
245	настоящее время	2	6
246	можно говорить	4	6
247	свидетельствует о	3	6
248	под влиянием	3	6
249	другой стороны	12	6
250	тем более	2	6
251	указать на	5	6
252	что она	5	6
253	не раз	3	6
254	для того	23	6
255	же и	4	6
256	но только	5	6
257	не с	4	6
258	или иначе	4	6
259	если мы	5	6
260	той же	5	6
261	видно что	2	6
262	главным образом	3	6
263	чем в	3	6
264	на эту	2	5
265	вопрос о	11	5
266	подобного рода	4	5
267	тех кто	2	5
268	на все	3	5
269	и тем	7	5
270	вся эта	2	5
271	в их	3	5
272	в частности	6	5
273	быть в	2	5
274	а то	2	5
275	этого не	5	5
276	и без	2	5
277	мы находим	2	5
278	один из	8	5
279	что с	2	5
280	то ни	2	5
281	говоря уже	2	5
282	что они	5	5
283	однако и	2	5
284	в области	15	5
285	сводится к	3	5
286	ее в	2	5
287	во многом	2	5
288	только к	2	5
289	мы имеем	11	5
290	только то	2	5
291	и еще	4	5
292	по преимуществу	3	5
293	что я	4	5
294	свидетельствуют о	2	5
295	но уже	6	5
296	далеко не	2	5
297	что у	3	5
298	в свою	4	5
299	из них	4	5
300	которое в	2	5
301	и только	2	5
302	как на	4	5
303	без всякого	2	5
304	в каких	2	5
305	все дело	3	4
306	на самом	3	4
307	перед нами	4	4
308	всех этих	4	4
309	тем самым	5	4
310	о которых	2	4
311	не могут	5	4
312	крайней мере	11	4
313	в тех	4	4
314	но для	4	4
315	в науке	4	4
316	в духе	3	4
317	ясно что	7	4
318	иное как	3	4
319	не что	2	4
320	наряду с	2	4
321	которых мы	2	4
322	как к	2	4
323	то мы	4	4
324	это и	6	4
325	есть нечто	2	4
326	совершенно не	4	4
327	как у	2	4
328	мы с	3	4
329	которые можно	3	4
330	что даже	2	4
331	любви к	2	4
332	бы на	4	4
333	и т	62	4
334	в более	2	4
335	в сб	2	4
336	с большим	4	4
337	что можно	4	4
338	так в	2	4
339	уже о	2	4
340	она есть	2	4
341	одной стороны	2	4
342	как именно	2	4
343	и против	2	4
344	в такой	2	4
345	в сущности	11	4
346	уже и	3	4
347	но зато	2	4
348	что иное	2	4
349	представление о	3	4
350	когда мы	3	4
351	тех же	2	4
352	как например	3	4
353	время в	2	4
354	же это	2	4
355	не все	4	4
356	не так	2	4
357	мы можем	2	4
358	т д	21	4
359	и вовсе	7	4
360	себе в	3	4
361	только что	2	4
362	мы увидим	3	4
363	в статье	3	4
364	лишь в	6	4
365	в особенности	6	4
366	этом отношении	8	4
367	не на	4	4
368	по крайней	11	4
369	больше всего	3	4
370	с одной	3	4
371	заключается в	3	4
372	это конечно	2	4
373	и более	3	4
374	том чтобы	9	4
375	и сейчас	3	4
376	знаем что	3	4
377	я в	2	4
378	на этом	4	4
379	сколько угодно	2	4
380	но с	2	4
381	по своим	2	4
382	как с	2	4
383	так сказать	5	3
384	в первую	5	3
385	что их	2	3
386	следовательно и	2	3
387	как можно	2	3
388	которые в	2	3
389	указывает на	2	3
390	не имеют	3	3
391	именно так	2	3
392	п а	2	3
393	не как	2	3
394	в другом	2	3
395	свою очередь	4	3
396	в силу	16	3
397	к такому	2	3
398	в следующем	2	3
399	не хочет	2	3
400	роль в	6	3
401	между ними	2	3
402	казалось бы	5	3
403	и при	3	3
404	самом деле	17	3
405	также что	2	3
406	так например	3	3
407	из письма	2	3
408	только потому	13	3
409	общего с	2	3
410	его к	5	3
411	гораздо более	6	3
412	тех пор	2	3
413	а если	5	3
414	что не	10	3
415	для них	2	3
416	речи с	2	3
417	в разных	2	3
418	же как	3	3
419	находится в	2	3
420	когда в	4	3
421	первую очередь	3	3
422	до того	2	3
423	был бы	4	3
424	того как	6	3
425	очень часто	2	3
426	первого же	2	3
427	во многих	3	3
428	с ними	6	3
429	только как	3	3
430	не знаю	2	3
431	дело не	4	3
432	с их	3	3
433	бы в	8	3
434	том случае	3	3
435	отличается от	2	3
436	очень много	3	3
437	как о	2	3
438	одним из	2	3
439	том и	3	3
440	что такое	8	3
441	то для	2	3
442	на почве	2	3
443	в состоянии	2	3
444	в какой	7	3
445	будто бы	3	3
446	оно не	5	3
447	в которых	8	3
448	меня и	3	3
449	в сторону	2	3
450	говорить и	2	3
451	о значении	2	3
452	и свое	3	3
453	к жизни	2	3
454	разумеется что	2	3
455	только о	3	3
456	этой области	3	3
457	как будто	2	3
458	была бы	5	3
459	последнее время	3	3
460	однако он	2	2
461	к одному	2	2
462	отношений в	3	2
463	когда оно	2	2
464	то только	3	2
465	но можно	2	2
466	в действительности	2	2
467	у достоевского	2	2
468	слова не	2	2
469	утверждать что	2	2
470	в европе	2	2
471	том как	3	2
472	не является	2	2
473	еще раз	2	2
474	в известных	3	2
475	ними и	2	2
476	те или	2	2
477	не потому	6	2
478	только для	3	2
479	к себе	4	2
480	с той	2	2
481	смысла и	2	2
482	и а	2	2
483	ни одного	2	2
484	или же	3	2
485	здесь дело	2	2
486	вообще и	2	2
487	не всегда	4	2
488	или о	2	2
489	я имею	2	2
490	в одно	2	2
491	это все	2	2
492	на ту	3	2
493	в атмосфере	2	2
494	своего времени	2	2
495	этой статьи	2	2
496	нужно было	3	2
497	подойти к	3	2
498	образом в	3	2
499	только тогда	4	2
500	на месте	2	2
501	если эти	2	2
502	но так	2	2
503	может и	2	2
504	вопросу о	4	2
505	не приходится	2	2
506	на этой	4	2
507	на том	4	2
508	они не	4	2
509	но оно	2	2
510	рядом с	7	2
511	на себе	10	2
512	как впрочем	2	2
513	ответ на	2	2
514	однако в	2	2
515	этот термин	2	2
516	мне кажется	2	2
517	можно ли	6	2
518	обстоятельство что	15	2
519	содержания и	2	2
520	в ее	2	2
521	несколько слов	3	2
522	на более	3	2
523	даже для	2	2
524	в собственном	2	2
525	что вся	2	2
526	то не	2	2
527	как я	2	2
528	было в	2	2
529	почти всегда	3	2
530	и может	3	2
531	все равно	4	2
532	должна быть	6	2
533	например в	5	2
534	что эти	4	2
535	этого слова	8	2
536	этом случае	4	2
537	как то	2	2
538	именно с	3	2
539	их как	2	2
540	еще один	3	2
541	если в	2	2
542	или иные	2	2
543	себе представить	2	2
544	и должно	2	2
545	чтобы в	2	2
546	интересно что	2	2
547	с такими	2	2
548	любовь к	2	2
549	в нашей	4	2
550	меньше всего	2	2
551	но дело	2	2
552	с первого	2	2
553	что только	2	2
554	на это	3	2
555	о котором	4	2
556	случае если	3	2
557	а главное	3	2
558	от этого	4	2
559	дело с	2	2
560	образом если	2	2
561	как не	4	2
562	в первый	2	2
563	но еще	4	2
564	в возможности	3	2
565	и их	2	2
566	это просто	3	2
567	сих пор	5	2
568	после того	3	2
569	и пр	23	2
570	в г	3	2
571	и является	4	2
572	речи в	7	2
573	в самой	6	2
574	этом в	2	2
575	здесь можно	2	2
576	из которых	3	2
577	эта не	3	2
578	то обстоятельство	15	2
579	должны быть	4	2
580	обратить внимание	4	2
581	выражение в	4	2
582	тогда когда	7	2
583	внимание на	5	2
584	в русском	14	2
585	в той	6	2
586	не для	2	2
587	и того	2	2
588	и уже	2	2
589	говорить о	5	2
590	в себя	2	2
591	относится к	3	2
592	жизнь в	2	2
593	часто и	2	2
594	а следовательно	2	2
595	до сих	5	2
