N	2gram	Bakhtin_KF	Literetu
217	я должен	7	2
218	должен быть	7	2
219	а лишь	3	2
220	во мне	3	2
221	ведь это	2	2
222	это и	3	2
223	а как	2	2
224	не остается	2	2
225	действительного мира	6	2
226	бытия не	2	2
227	быть в	4	2
228	для которой	3	2
229	всех других	2	2
230	тем как	3	2
231	и эстетический	2	2
232	в него	2	2
233	тому что	2	2
234	к нему	12	2
235	она не	2	2
236	гораздо более	2	2
237	могло бы	4	2
238	можно и	2	2
239	ему в	2	2
240	тогда когда	3	2
241	ценностный центр	2	2
242	эстетическому субъекту	2	2
243	себя как	2	2
244	жизнь и	2	2
245	и другого	3	2
246	лишь при	3	2
247	с ними	4	2
248	бытия и	10	2
249	дело не	2	2
250	и ее	2	2
251	человек и	2	2
252	только как	4	2
253	здесь мы	4	2
254	сознания как	2	2
255	кажется что	2	2
256	с этого	2	2
257	только по	2	2
258	и мы	2	2
259	слово не	3	2
260	отношению ко	4	2
261	к которой	2	2
262	автора как	2	2
263	бы быть	5	2
264	жизни мира	2	2
265	действительности в	2	2
266	в это	2	2
267	поступающего сознания	3	2
268	для этой	3	2
269	та же	3	2
270	прошлое и	3	2
271	на нем	2	2
272	в контексте	5	2
273	быть только	8	2
274	что есть	2	2
275	культуры и	5	2
276	в акте	3	2
277	нет и	3	2
278	есть лишь	5	2
279	с другим	4	2
280	в эстетическом	4	2
281	целом как	2	2
282	в котором	24	2
283	еще более	2	2
284	слова в	2	2
285	поскольку он	3	2
286	оно не	2	2
287	на первом	2	2
288	с действительной	2	2
289	раз и	2	2
290	себя а	4	2
291	данный момент	3	2
292	жизни но	3	2
293	во всем	7	2
294	ни был	2	2
295	целом и	3	2
296	мы имеем	5	2
297	на основе	7	2
