N	2gram	Tiupa_Lite	RusskieA
143	он же	2	4
144	под названием	3	4
145	своего рода	22	4
146	под именем	2	4
147	отличие от	6	4
148	не столько	8	4
149	могут быть	4	4
150	не на	2	4
151	во всяком	3	4
152	в основе	5	4
153	идут в	2	4
154	а к	2	4
155	дело не	2	4
156	несмотря на	3	4
157	не просто	2	4
158	та же	2	4
159	такой же	3	4
160	в отличие	6	4
161	а за	3	4
162	так называемый	3	4
163	их не	2	4
164	что для	2	4
165	при рассмотрении	2	4
166	в своих	5	4
167	уже в	7	4
168	в ней	4	4
169	всяком случае	2	4
170	на основе	2	4
171	никогда не	5	3
172	чтобы не	2	3
173	очевидно что	2	3
174	каждый из	4	3
175	то есть	11	3
176	в виду	4	3
177	как он	2	3
178	тех пор	2	3
179	точки зрения	8	3
180	в области	5	3
181	в какой	2	3
182	в своей	5	3
183	свою очередь	2	3
184	из таких	2	3
185	и то	3	3
186	по отношению	6	3
187	человека а	2	3
188	из наиболее	2	3
189	до тех	2	3
190	для этой	2	3
191	жизни в	5	3
192	отношению к	4	3
193	с одной	9	3
194	восходит к	2	3
195	не к	3	3
196	на то	2	3
197	все что	3	3
198	слова в	2	3
199	в русской	13	3
200	из которых	3	3
201	с точки	4	3
202	сводится к	4	3
203	и его	7	3
204	же и	3	3
205	как на	3	3
206	тому же	2	3
207	пор пока	2	3
208	при котором	2	3
209	что ему	4	2
210	в себе	8	2
211	от него	2	2
212	но даже	2	2
213	не как	4	2
214	не знали	3	2
215	в силу	4	2
216	в конце	6	2
217	и наконец	2	2
218	должен быть	2	2
219	одним из	8	2
220	и тем	4	2
221	а как	2	2
222	и всегда	2	2
223	в частности	18	2
224	и за	2	2
225	самом деле	2	2
226	т п	2	2
227	себе в	3	2
228	е годы	3	2
229	эти и	2	2
230	при всех	2	2
231	к этой	2	2
232	ко всему	4	2
233	ту же	4	2
234	одной стороны	8	2
235	по этой	2	2
236	в е	3	2
237	исходя из	3	2
238	поэзии и	3	2
239	себя и	3	2
240	говорится в	2	2
241	по земле	3	2
242	обращается к	5	2
243	который в	2	2
244	для него	6	2
245	относится к	3	2
246	так называемых	2	2
247	с его	5	2
248	и состоит	2	2
249	все то	2	2
250	он не	4	2
251	нет в	2	2
252	право на	4	2
253	другой стороны	5	2
254	и он	3	2
255	в начале	4	2
256	ту или	2	2
257	тем более	2	2
258	в равной	4	2
259	дело в	3	2
260	в каждом	2	2
261	время не	2	2
262	из своих	2	2
263	и даже	9	2
264	общего с	3	2
265	этом отношении	5	2
266	не является	3	2
267	с этой	6	2
268	в пределах	4	2
269	не могло	3	2
270	что есть	2	2
271	в жизни	7	2
272	но тем	4	2
273	и является	2	2
274	не случайно	5	2
275	этой цели	2	2
276	в чем	2	2
277	что такое	2	2
278	или иную	2	2
279	быть не	2	2
280	следует признать	2	2
281	на плечи	2	2
282	раз и	2	2
283	из этого	2	2
284	не более	2	2
285	у него	5	2
286	в нашем	2	2
287	о которой	2	2
288	равной степени	2	2
289	не оставляет	3	2
290	однако не	2	2
