N	2gram	Medvedev_F	Komedia
150	себе в	2	7
151	и о	3	7
152	в других	5	7
153	и это	4	7
154	и во	2	7
155	в связи	11	7
156	что они	4	7
157	во всяком	6	7
158	бы то	4	7
159	если в	3	7
160	тех же	2	7
161	из этих	4	7
162	хотя бы	10	7
163	в результате	8	7
164	целый ряд	4	7
165	и вот	2	7
166	должен был	3	7
167	не является	3	7
168	ни было	2	7
169	в этих	3	7
170	не имеет	2	7
171	равно как	2	7
172	или иначе	2	7
173	к его	3	7
174	отнюдь не	13	7
175	конце концов	2	7
176	всяком случае	6	7
177	в годы	4	7
178	даже в	2	6
179	в виду	2	6
180	и тем	3	6
181	в области	6	6
182	всего в	5	6
183	его от	5	6
184	не приходится	4	6
185	так в	3	6
186	могут быть	7	6
187	здесь в	2	6
188	что не	4	6
189	в сущности	3	6
190	никто не	2	6
191	нет и	2	6
192	в дальнейшем	3	6
193	как из	2	6
194	это было	3	6
195	тем не	2	6
196	и как	6	6
197	во второй	3	6
198	в отличие	2	6
199	в какой	3	6
200	на то	2	6
201	в своих	3	6
202	еще более	6	6
203	когда он	3	6
204	в другой	2	6
205	на этом	2	6
206	главным образом	5	6
207	с точки	17	6
208	или в	2	6
209	а не	11	6
210	не дает	3	6
211	никогда не	6	5
212	и если	2	5
213	этом отношении	7	5
214	это не	4	5
215	для всех	2	5
216	в каждом	3	5
217	роль в	2	5
218	ни одной	2	5
219	в развитии	2	5
220	все время	7	5
221	по существу	8	5
222	от них	2	5
223	не так	4	5
224	что на	3	5
225	не могла	3	5
226	в ее	10	5
227	в первом	8	5
228	в действительности	3	5
229	все остальные	2	5
230	сказать что	3	5
231	представление о	2	5
232	и от	9	5
233	для этого	6	5
234	в мире	4	5
235	в первой	2	5
236	за пределы	2	5
237	т д	11	5
238	каждого из	3	5
239	мира в	2	5
240	от того	2	5
241	именно в	12	5
242	приводит к	4	5
243	он и	3	5
244	жизни и	10	5
245	от нее	6	5
246	а на	2	5
247	конечно не	5	5
248	друг другу	2	5
249	той же	2	5
250	тем же	3	5
251	но он	2	5
252	с помощью	13	5
253	не о	7	4
254	все более	4	4
255	чтобы не	2	4
256	к этим	2	4
257	не столько	5	4
258	наконец в	3	4
259	за счет	4	4
260	к которому	2	4
261	ничем не	4	4
262	или менее	7	4
263	к сожалению	2	4
264	а сам	2	4
265	и этим	2	4
266	в более	2	4
267	его не	2	4
268	между ними	3	4
269	аналогии с	4	4
270	что же	6	4
271	же как	3	4
272	на кого	2	4
273	не на	3	4
274	е в	2	4
275	требует от	2	4
276	в основе	7	4
277	одна из	2	4
278	в последних	2	4
279	из этого	2	4
280	каждый из	3	4
281	то и	2	4
282	с их	2	4
283	стороны и	4	4
284	был бы	2	4
285	и их	13	4
286	у нас	6	4
287	и другие	3	4
288	такой же	2	4
289	одновременно с	2	4
290	в пределах	13	4
291	следует что	3	4
292	ко времени	2	4
293	том чтобы	3	4
294	далеко не	2	4
295	должна была	2	4
296	прежде чем	2	4
297	каждой из	3	4
298	их в	2	4
299	в той	3	4
300	что эта	2	4
301	правда в	3	4
302	не следует	5	4
303	как его	3	4
304	и речи	2	4
305	чем же	3	4
306	если мы	5	3
307	и потому	9	3
308	не могут	8	3
309	включая сюда	2	3
310	от него	2	3
311	нисколько не	2	3
312	ней и	2	3
313	и притом	2	3
314	должно было	4	3
315	их к	3	3
316	как к	5	3
317	должен быть	5	3
318	что именно	2	3
319	на все	3	3
320	а как	5	3
321	в году	2	3
322	друг от	2	3
323	только на	8	3
324	мы в	2	3
325	от этого	3	3
326	в эту	3	3
327	для этой	2	3
328	она не	8	3
329	к этой	4	3
330	они не	7	3
331	он в	3	3
332	его и	2	3
333	состоит в	3	3
334	только при	2	3
335	в известной	2	3
336	в высшей	4	3
337	таким же	2	3
338	для создания	2	3
339	за исключением	3	3
340	почти не	2	3
341	по этому	2	3
342	ни одного	2	3
343	для них	4	3
344	в виде	2	3
345	было в	3	3
346	сам он	2	3
347	всего этого	6	3
348	между двумя	3	3
349	на всю	2	3
350	только как	3	3
351	мы видели	5	3
352	они были	4	3
353	могла бы	3	3
354	в эпоху	2	3
355	если она	2	3
356	является конечно	2	3
357	его с	5	3
358	а к	2	3
359	и эта	2	3
360	и типов	2	3
361	в лице	2	3
362	в новое	2	3
363	как о	8	3
364	совершенно не	5	3
365	один шаг	2	3
366	жизнь и	3	3
367	за ней	2	3
368	и более	4	3
369	не с	2	3
370	отношения к	6	3
371	более или	7	3
372	в самой	2	3
373	или на	2	3
374	быть даже	2	3
375	какой мере	2	3
376	время и	2	3
377	в большинстве	6	3
378	если он	4	3
379	по себе	10	3
380	всю свою	2	3
381	высшей степени	4	3
382	в таком	2	3
383	как на	5	3
384	не найдем	3	3
385	во всем	3	3
386	не к	2	3
387	в нашем	2	3
388	этих двух	2	3
389	однако не	5	3
390	от друга	2	3
391	как ее	4	2
392	перед нами	3	2
393	она должна	3	2
394	к одному	2	2
395	тем самым	5	2
396	очевидно что	2	2
397	не для	4	2
398	содержанию и	2	2
399	ни одна	2	2
400	не как	7	2
401	связанных с	2	2
402	поэтому мы	2	2
403	остановиться на	2	2
404	его из	3	2
405	из всего	2	2
406	слово в	2	2
407	не могли	2	2
408	или для	2	2
409	у них	3	2
410	в основном	3	2
411	они должны	2	2
412	нас не	3	2
413	в современном	2	2
414	того что	7	2
415	со всеми	3	2
416	со всей	3	2
417	в душе	2	2
418	к вопросу	2	2
419	общего с	2	2
420	она была	3	2
421	в общем	8	2
422	была бы	4	2
423	зависимости от	5	2
424	во втором	7	2
425	войти в	2	2
426	не входит	2	2
427	лучше всего	2	2
428	и те	2	2
429	большинстве случаев	5	2
430	же что	2	2
431	в основу	2	2
432	совсем не	2	2
433	здесь не	5	2
434	не была	2	2
435	в зависимости	4	2
436	ней как	2	2
437	и до	8	2
438	все эти	12	2
439	и может	6	2
440	под влиянием	3	2
441	должна быть	11	2
442	известной степени	4	2
443	особенно в	6	2
444	нет в	2	2
445	то в	3	2
446	с другими	11	2
447	в литературе	6	2
448	из этой	2	2
449	при таком	5	2
450	но это	4	2
451	однако и	3	2
452	образом на	2	2
453	а о	4	2
454	в этот	2	2
455	то чтобы	2	2
456	с ее	7	2
457	слова и	5	2
458	превращается в	2	2
459	жизни в	2	2
460	от их	2	2
461	и со	3	2
462	отношении к	2	2
463	формы и	7	2
464	стремлением к	3	2
465	для него	9	2
466	в жизни	3	2
467	чтобы понять	2	2
468	иначе как	2	2
469	и является	3	2
470	этот вопрос	2	2
471	ее в	3	2
472	от всех	5	2
473	не будет	2	2
474	в смысле	2	2
475	вещей и	3	2
476	сказать в	2	2
477	этом смысле	3	2
478	еще одна	2	2
479	места в	2	2
480	ко всем	2	2
481	как она	5	2
482	в лучшем	3	2
483	сводится к	6	2
484	к другому	2	2
485	это противопоставление	2	2
486	бы ни	5	2
487	и только	5	2
488	в форме	2	2
489	именно на	4	2
490	на фоне	7	2
491	же и	2	2
492	если же	4	2
493	и всякий	2	2
494	как от	2	2
