N	2gram	Bakhtin_Fr	Mirosoze
151	сказать что	3	5
152	тот же	4	5
153	во всяком	2	5
154	в основе	7	5
155	да и	2	5
156	одно из	3	5
157	и мы	2	5
158	с этим	2	5
159	к новому	2	5
160	него и	3	5
161	этот процесс	4	5
162	по преимуществу	3	5
163	момент в	2	5
164	он знал	3	5
165	мысли и	2	5
166	xx века	5	5
167	и как	5	5
168	мы увидим	3	5
169	для этого	3	5
170	еще не	3	5
171	как будто	2	5
172	сих пор	6	5
173	на протяжении	7	5
174	культуры и	7	5
175	страдания и	2	5
176	думать что	2	5
177	которых он	2	5
178	до сих	6	5
179	той же	9	5
180	и тут	2	5
181	как человек	2	4
182	по отношению	3	4
183	как о	2	4
184	конце концов	3	4
185	в разных	3	4
186	по своему	3	4
187	они были	4	4
188	в чем	3	4
189	по сравнению	2	4
190	к этой	3	4
191	и тот	4	4
192	истины и	4	4
193	был еще	3	4
194	была еще	2	4
195	его отношение	2	4
196	не была	2	4
197	в начале	5	4
198	на землю	2	4
199	мы видим	9	4
200	и до	14	4
201	все эти	16	4
202	что они	3	4
203	в истории	5	4
204	сам он	3	4
205	вряд ли	3	4
206	и даже	7	4
207	и по	4	4
208	что было	3	4
209	в свете	3	4
210	ни в	6	4
211	века в	3	4
212	нельзя было	3	4
213	и их	5	4
214	особенно в	6	4
215	мы не	3	4
216	отношению к	2	4
217	нас в	2	4
218	мы еще	8	4
219	еще более	5	4
220	в эпоху	18	4
221	культуры в	3	4
222	в той	7	4
223	в своих	7	4
224	и что	2	4
225	будто бы	2	4
226	ведь это	3	3
227	остается в	2	3
228	и сама	2	3
229	о чем	3	3
230	поэтому он	4	3
231	в состоянии	2	3
232	одним из	2	3
233	и глубже	5	3
234	все же	6	3
235	одной и	2	3
236	людьми и	2	3
237	это уже	2	3
238	на том	2	3
239	все его	2	3
240	даже и	3	3
241	между тем	3	3
242	в виду	8	3
243	же он	2	3
244	на его	4	3
245	и самый	2	3
246	протяжении всего	2	3
247	начало в	2	3
248	принадлежит к	2	3
249	с таким	3	3
250	хотя и	2	3
251	и то	2	3
252	всегда была	2	3
253	значительной степени	2	3
254	из этой	3	3
255	и еще	3	3
256	в противоположность	2	3
257	к этому	6	3
258	и страдания	2	3
259	конечно не	4	3
260	об этом	3	3
261	в этот	2	3
262	в значительной	3	3
263	и той	2	3
264	и самое	3	3
265	превращается в	4	3
266	принадлежат к	2	3
267	но ведь	3	3
268	говорят о	3	3
269	со всеми	5	3
270	во всех	8	3
271	он также	3	3
272	мир и	2	3
273	входит в	2	3
274	в одном	7	3
275	всякий раз	2	3
276	ко всем	3	3
277	тому как	2	3
278	всяком случае	2	3
279	роль в	7	3
280	сравнению с	2	3
281	и перед	2	3
282	и после	2	3
283	и за	3	3
284	на самом	7	2
285	к одному	2	2
286	в понимании	2	2
287	в плане	3	2
288	или иной	2	2
289	из всех	4	2
290	еще вернемся	5	2
291	его к	3	2
292	не видит	4	2
293	не раз	2	2
294	ему и	2	2
295	его творчество	2	2
296	и других	7	2
297	были в	2	2
298	такого рода	5	2
299	он мог	2	2
300	и был	3	2
301	после этого	2	2
302	они должны	2	2
303	начала и	8	2
304	самом деле	5	2
305	смысл в	2	2
306	своей жизни	3	2
307	быть в	2	2
308	бы за	2	2
309	смысле этого	2	2
310	он так	2	2
311	его интересует	2	2
312	о нем	3	2
313	и историческое	2	2
314	от них	2	2
315	которые в	2	2
316	не находит	2	2
317	этой теме	2	2
318	образов у	2	2
319	не менее	2	2
320	она была	3	2
321	того же	4	2
322	весь мир	4	2
323	с того	2	2
324	большую роль	3	2
325	и сам	5	2
326	хотя он	3	2
327	между ними	4	2
328	во франции	5	2
329	к жизни	2	2
330	власти и	2	2
331	не были	3	2
332	связи с	8	2
333	связаны с	6	2
334	в сущности	15	2
335	и ее	3	2
336	во время	17	2
337	во всей	3	2
338	этого слова	3	2
339	и они	5	2
340	много в	2	2
341	в обычном	2	2
342	их в	7	2
343	относится к	2	2
344	в прошлом	2	2
345	своей книге	3	2
346	то в	2	2
347	его творчества	2	2
348	с их	5	2
349	церковь и	2	2
350	это было	2	2
351	них он	2	2
352	также в	2	2
353	этом отношении	4	2
354	переход от	2	2
355	мира в	2	2
356	уже к	2	2
357	и мысли	4	2
358	подобно тому	2	2
359	только для	6	2
360	смысл и	2	2
361	и о	5	2
362	этот мир	2	2
363	но они	4	2
364	о мире	3	2
365	он считает	2	2
366	с другой	8	2
367	прежде чем	2	2
368	что я	2	2
369	и своего	2	2
370	жизни как	2	2
371	характерно для	2	2
372	он и	10	2
373	ко всему	2	2
374	что эта	2	2
375	к тем	2	2
376	и весь	2	2
377	у самого	3	2
