N	2gram	Propp_Isto	Dialekti
304	в него	3	5
305	и она	5	5
306	же он	3	5
307	в качестве	4	5
308	и той	2	5
309	независимо от	3	5
310	к этому	10	5
311	к ней	4	5
312	в свете	6	5
313	что его	2	5
314	в течение	6	5
315	тому же	4	5
316	что по	2	5
317	и так	3	5
318	на нем	4	5
319	он и	4	5
320	известно что	3	5
321	до сих	7	5
322	данном случае	6	4
323	его на	6	4
324	и эти	5	4
325	а как	2	4
326	же можно	2	4
327	это только	2	4
328	что ни	3	4
329	мы знаем	11	4
330	на них	2	4
331	видим что	7	4
332	это уже	3	4
333	заметить что	2	4
334	об этой	2	4
335	здесь в	2	4
336	на ту	2	4
337	в состоянии	2	4
338	есть более	2	4
339	говорят о	2	4
340	не знаю	9	4
341	ни один	2	4
342	еще более	3	4
343	только одна	3	4
344	уже знаем	3	4
345	о себе	3	4
346	если не	2	4
347	однако это	4	4
348	главным образом	3	4
349	равно как	3	4
350	к богу	2	4
351	или же	2	4
352	но эта	2	4
353	на все	2	4
354	и очень	2	4
355	а мы	3	4
356	меня и	3	4
357	на себя	5	4
358	не видно	4	4
359	рождение ребенка	3	4
360	о ней	2	4
361	почти всегда	2	4
362	в этот	6	4
363	на небо	6	4
364	а он	6	4
365	у него	4	4
366	такой же	3	4
367	не говорят	2	4
368	и здесь	8	4
369	к чему	2	4
370	видно что	5	4
371	не можем	2	4
372	к жизни	2	4
373	друг друга	6	4
374	же в	6	4
375	представление о	3	4
376	видим в	3	3
377	возможно что	7	3
378	для нас	6	3
379	именно так	3	3
380	этой стороны	2	3
381	уже с	3	3
382	от своего	3	3
383	к своему	3	3
384	то она	2	3
385	и этот	2	3
386	или его	2	3
387	однако что	4	3
388	такое же	4	3
389	сюда же	2	3
390	всю жизнь	2	3
391	тот же	2	3
392	уже нет	2	3
393	тех же	2	3
394	здесь не	6	3
395	указать на	4	3
396	говорит что	4	3
397	по мере	2	3
398	несколько примеров	3	3
399	на него	4	3
400	если я	3	3
401	целый ряд	3	3
402	что как	2	3
403	и потом	2	3
404	как у	2	3
405	или просто	2	3
406	самый факт	2	3
407	далеко не	3	3
408	или наоборот	2	3
409	таких примеров	2	3
410	образом и	2	3
411	в свою	5	3
412	в которых	7	3
413	совершенно ясно	2	3
414	в очень	2	3
415	указывает на	6	3
416	этот обряд	2	3
417	еще на	2	3
418	но есть	3	3
419	или сам	3	3
420	в современной	2	3
421	в отдельности	3	3
422	происходит в	4	3
423	только с	2	3
424	к этой	2	3
425	она была	2	3
426	а то	2	3
427	солнца и	3	3
428	мы это	2	3
429	так в	8	3
430	содержится в	2	3
431	во время	8	3
432	особого рода	3	3
433	на ней	5	3
434	она или	2	3
435	на земле	2	3
436	уже давно	2	3
437	знаем что	9	3
438	в царство	5	3
439	нет еще	2	3
440	не дает	3	3
441	в некоторых	9	3
442	что было	3	3
443	не мог	2	3
444	можно найти	8	3
445	однако не	2	3
446	между тем	2	3
447	пока только	2	2
448	руки и	2	2
449	указать что	6	2
450	становится ясным	2	2
451	не имеют	2	2
452	она может	2	2
453	в тех	3	2
454	все те	2	2
455	должно было	2	2
456	наряду с	4	2
457	как к	2	2
458	связанное с	2	2
459	достаточно чтобы	2	2
460	роль в	2	2
461	ни одной	3	2
462	представления о	2	2
463	они имеют	2	2
464	и др	4	2
465	на месте	2	2
466	на его	5	2
467	а когда	2	2
468	те же	2	2
469	не могла	3	2
470	ко мне	2	2
471	в образе	2	2
472	от своих	2	2
473	то чего	2	2
474	на землю	2	2
475	в особом	3	2
476	следует за	2	2
477	относится к	3	2
478	также что	2	2
479	тогда я	2	2
480	дает нам	3	2
481	имеем не	3	2
482	у нее	4	2
483	однако так	2	2
484	в некотором	3	2
485	выше гл	3	2
486	мы сейчас	2	2
487	встречается в	2	2
488	оказалось что	2	2
489	со своими	2	2
490	уже на	3	2
491	но тем	2	2
492	силу и	2	2
493	все еще	7	2
494	на одной	4	2
495	говорит не	2	2
496	не вполне	7	2
497	имеем в	6	2
498	этот вопрос	3	2
499	земли и	2	2
500	я буду	2	2
501	в сторону	3	2
502	эта связь	4	2
503	находится в	4	2
504	на очень	2	2
505	в других	6	2
506	он на	2	2
507	только после	2	2
508	из него	3	2
509	где-то в	3	2
510	за это	2	2
511	на одну	2	2
512	что там	2	2
513	можно указать	2	2
514	вот как	2	2
515	имеем и	4	2
516	случае в	2	2
517	можно утверждать	2	2
518	доходит до	2	2
519	в глаза	2	2
520	жизни так	2	2
521	к которому	6	2
522	во многих	2	2
523	связано с	4	2
524	во все	4	2
525	его от	3	2
526	на котором	2	2
527	себе в	2	2
528	образом в	2	2
529	от них	5	2
530	нее и	2	2
531	но конечно	2	2
532	на том	3	2
533	они и	3	2
534	с другом	2	2
535	одного из	2	2
536	пока не	3	2
537	бы она	2	2
538	по линии	2	2
539	и говорит	10	2
540	там где	8	2
541	это еще	2	2
542	в целом	4	2
543	него и	2	2
544	на это	4	2
545	на нее	4	2
546	с ней	6	2
547	мы увидим	6	2
548	связана с	4	2
549	человека в	2	2
550	в меня	2	2
551	это делается	2	2
552	его и	6	2
553	также есть	2	2
554	так но	2	2
555	друг с	2	2
556	на тот	2	2
557	он является	3	2
558	к отцу	3	2
559	в наших	2	2
560	в другой	6	2
561	их и	4	2
562	прибавить что	2	2
563	самых разнообразных	2	2
564	именно на	2	2
565	бы что	2	2
566	которая в	2	2
567	этих двух	2	2
