N	2gram	Voloshinov	Formalny
238	точка зрения	3	3
239	и совершенно	2	3
240	нуждается в	3	3
241	кругозора и	2	3
242	от этой	2	3
243	быть только	2	3
244	дело в	4	3
245	дело с	2	3
246	бы не	2	3
247	справедливо и	3	3
248	на материале	2	3
249	в чем	2	3
250	в форме	2	3
251	когда он	3	3
252	но что	2	3
253	же самое	2	3
254	художественного творчества	3	3
255	социальной среды	2	2
256	оценок и	2	2
257	жизненное высказывание	4	2
258	но отнюдь	2	2
259	и предложения	2	2
260	форма в	2	2
261	ко всем	2	2
262	и та	2	2
263	тем как	2	2
264	ведь и	3	2
265	со всех	2	2
266	к ним	2	2
267	общего с	2	2
268	двух направлениях	3	2
269	связь с	2	2
270	мы имеем	2	2
271	этой точки	3	2
272	мы в	2	2
273	ней как	2	2
274	соприкасается с	2	2
275	или не	3	2
276	творца и	7	2
277	одно и	2	2
278	в душе	2	2
279	и самое	2	2
280	как если	4	2
281	и вполне	2	2
282	данного коллектива	2	2
283	героя и	5	2
284	художественной формы	5	2
285	за его	2	2
286	несколько подробнее	2	2
287	свое выражение	4	2
288	высказывание может	2	2
289	в самое	2	2
290	и так	2	2
291	автора и	2	2
292	жизнью и	2	2
293	в содержание	3	2
294	имеем в	2	2
295	и содержания	2	2
296	содержанию и	2	2
297	выражение в	2	2
298	допустим что	2	2
299	этих двух	2	2
300	что мы	5	2
301	для других	2	2
302	слагается из	2	2
303	из него	2	2
304	форма должна	2	2
