N	2gram	Propp_Morf	Dialekti
185	это мы	2	8
186	из этих	2	7
187	он должен	3	7
188	и при	3	7
189	что этот	2	7
190	или вообще	2	7
191	связи с	12	7
192	на первый	3	7
193	тем что	4	7
194	в связи	10	7
195	очень много	2	7
196	мы получаем	2	7
197	без всякого	2	7
198	со стороны	5	7
199	не всегда	10	7
200	не знает	2	7
201	точно так	2	7
202	и больше	2	7
203	с его	3	7
204	и их	3	7
205	как в	5	7
206	но для	3	7
207	из которых	5	7
208	то ни	3	7
209	в другом	2	6
210	то мы	5	6
211	в один	3	6
212	с тем	2	6
213	они не	3	6
214	более или	2	6
215	того чтобы	4	6
216	себя и	2	6
217	никто не	4	6
218	одна из	5	6
219	в которой	3	6
220	ни к	2	6
221	но они	2	6
222	вообще не	2	6
223	она в	2	6
224	но с	2	6
225	его в	4	6
226	как таковое	3	6
227	или менее	2	6
228	по существу	13	6
229	по своему	2	6
230	одной стороны	2	6
231	можно было	4	6
232	того как	2	6
233	во всех	6	6
234	дело не	2	6
235	может существовать	3	6
236	для него	2	6
237	не с	2	6
238	ее в	3	6
239	всяком случае	2	6
240	может не	2	6
241	но мы	3	5
242	от отца	2	5
243	состоит из	3	5
244	но так	2	5
245	что одна	2	5
246	чаще всего	11	5
247	если в	7	5
248	не является	4	5
249	или на	3	5
250	например в	2	5
251	сразу и	2	5
252	он может	2	5
253	их в	2	5
254	в своих	2	5
255	если это	3	5
256	если он	2	5
257	живой и	2	5
258	и у	3	5
259	в качестве	8	5
260	независимо от	4	5
261	к этому	4	5
262	к ней	3	5
263	что его	4	5
264	на нем	3	5
265	данном случае	2	4
266	же можно	3	4
267	что ни	2	4
268	видим что	12	4
269	живое существо	2	4
270	это уже	3	4
271	заметить что	11	4
272	а потому	2	4
273	в собственном	3	4
274	требует чтобы	3	4
275	только для	2	4
276	д все	2	4
277	д но	4	4
278	главным образом	5	4
279	мы будем	3	4
280	его самого	4	4
281	в каких	2	4
282	том как	2	4
283	сразу же	2	4
284	или же	7	4
285	что эти	3	4
286	бы то	3	4
287	как например	2	4
288	как они	2	4
289	этом отношении	2	4
290	из двух	3	4
291	у него	2	4
292	не по	2	4
293	вот мы	2	4
294	и здесь	7	4
295	и этим	7	4
296	по воздуху	3	4
297	к чему	3	4
298	видно что	5	4
299	можно назвать	3	4
300	друг друга	3	4
301	же в	3	4
302	для нас	2	3
303	сказать о	2	3
304	а с	2	3
305	одной из	2	3
306	не так	2	3
307	и этот	2	3
308	как таковых	3	3
309	сюда же	5	3
310	в первом	5	3
311	мы получим	2	3
312	это можно	2	3
313	этот момент	5	3
314	тех же	4	3
315	здесь не	3	3
316	на него	4	3
317	целый ряд	3	3
318	же она	3	3
319	или просто	2	3
320	обоих случаях	2	3
321	далеко не	5	3
322	или наоборот	2	3
323	д в	2	3
324	другой пример	2	3
325	же они	2	3
326	в которых	2	3
327	этого нет	2	3
328	момент в	2	3
329	тем же	2	3
330	в очень	2	3
331	вслед за	5	3
332	но есть	3	3
333	в свое	2	3
334	и вне	3	3
335	этого не	2	3
336	а то	3	3
337	в основу	2	3
338	совсем не	3	3
339	к другому	2	3
340	во время	6	3
341	как то	2	3
342	не от	2	3
343	с другими	2	3
344	от другого	3	3
345	входить в	2	3
346	ни было	2	3
347	в какой	3	3
348	же может	2	3
349	в некоторых	4	3
350	между тем	5	3
351	чему не	2	2
352	первый взгляд	3	2
353	в тех	8	2
354	всего это	3	2
355	наряду с	7	2
356	роль в	2	2
357	возникает вопрос	3	2
358	ни одной	2	2
359	показать как	2	2
360	как такового	2	2
361	потому не	2	2
362	далее мы	2	2
363	и др	12	2
364	на его	5	2
365	ни одна	4	2
366	во втором	7	2
367	однако все	2	2
368	однако в	2	2
369	в образе	6	2
370	то с	3	2
371	ответить на	2	2
372	следует за	3	2
373	как особого	2	2
374	у нее	2	2
375	собственном смысле	3	2
376	встречается в	4	2
377	с логической	2	2
378	так если	3	2
379	все еще	3	2
380	прежде чем	5	2
381	имеем в	8	2
382	этот вопрос	4	2
383	это так	2	2
384	вопрос в	2	2
385	друг к	2	2
386	в других	5	2
387	в нашем	6	2
388	чем в	2	2
389	что там	2	2
390	можно указать	3	2
391	о характере	2	2
392	вот как	2	2
393	по этим	2	2
394	в различных	2	2
395	или с	3	2
396	вопроса о	3	2
397	в обоих	2	2
398	в глаза	2	2
399	для каждой	3	2
400	существовать без	2	2
401	вывод что	2	2
402	показать что	4	2
403	как таковые	4	2
404	на котором	4	2
405	они и	5	2
406	здесь же	3	2
407	смысле слова	4	2
408	с теми	4	2
409	там где	5	2
410	когда в	2	2
411	это еще	2	2
412	некоторые из	3	2
413	могла бы	4	2
414	или другими	2	2
415	в целом	5	2
416	пр и	3	2
417	к другу	2	2
418	мы увидим	10	2
419	связана с	3	2
420	это делается	2	2
421	его и	2	2
422	на этот	2	2
423	исходит от	2	2
424	самых разнообразных	2	2
425	может дать	2	2
426	исходят из	2	2
427	но оно	2	2
