N	2gram	Propp_Russ	Vvedenie
174	и к	3	3
175	на этом	6	3
176	из которых	2	3
177	но что	2	3
178	этому поводу	3	3
179	в в	3	3
180	по этому	4	3
181	своего рода	3	3
182	так чтобы	2	3
183	же как	5	3
184	вряд ли	2	3
185	говорит о	3	3
186	при этом	11	3
187	что с	2	3
188	все эти	5	3
189	связи с	6	3
190	как будто	6	3
191	в этой	4	3
192	по содержанию	3	3
193	и других	9	3
194	того как	6	3
195	чем в	4	3
196	но вместе	3	2
197	в таких	3	2
198	ничего не	4	2
199	следовательно и	2	2
200	ко времени	3	2
201	у нас	11	2
202	и потому	3	2
203	его к	3	2
204	мы должны	3	2
205	во всех	6	2
206	и до	3	2
207	с ней	7	2
208	должно быть	2	2
209	каждый из	3	2
210	которые не	3	2
211	в прошлом	2	2
212	в форме	3	2
213	что здесь	4	2
214	в этот	19	2
215	iv в	2	2
216	ее от	2	2
217	так называемое	2	2
218	что именно	3	2
219	и те	3	2
220	в связи	4	2
221	подобно тому	3	2
222	том же	6	2
223	так называемая	2	2
224	а с	6	2
225	свою очередь	2	2
226	что если	2	2
227	у них	2	2
228	и при	2	2
229	и другие	24	2
230	после этого	6	2
231	когда мы	2	2
232	должна была	6	2
233	так и	8	2
234	чаще всего	3	2
235	половине xix	2	2
236	и др	4	2
237	после того	3	2
238	увидим что	2	2
239	и так	2	2
240	значение в	2	2
241	тому что	4	2
242	на то	2	2
243	состоит в	18	2
244	в своих	3	2
245	ни одна	2	2
246	уже знаем	2	2
247	будто бы	10	2
248	в свою	3	2
249	и с	12	2
250	о них	2	2
251	которое в	2	2
252	но это	5	2
253	и из	3	2
254	не столько	3	2
255	мы можем	2	2
256	тому как	3	2
257	несмотря на	4	2
258	для них	5	2
259	к числу	2	2
260	а затем	5	2
261	не было	3	2
262	тогда как	4	2
263	мы не	11	2
264	в тех	5	2
265	природы и	3	2
266	по его	2	2
267	что они	8	2
268	до того	3	2
269	стоит в	3	2
270	значение и	2	2
271	как только	2	2
272	например в	3	2
273	во всем	2	2
274	в дальнейшем	2	2
275	этого слова	3	2
276	не к	3	2
277	по существу	7	2
278	сомнений в	3	2
279	этому времени	2	2
280	мы уже	2	2
281	к таким	4	2
282	быть и	3	2
