N	2gram	Voloshinov	RusskieA
151	такие же	3	5
152	только для	2	5
153	ничего общего	4	5
154	чаще всего	3	5
155	и для	7	5
156	с другой	2	5
157	входит в	2	5
158	и к	7	5
159	отнюдь не	5	5
160	с ним	14	5
161	мы уже	10	5
162	в таких	4	4
163	и ее	7	4
164	в глаза	2	4
165	влияние на	4	4
166	и при	3	4
167	на две	3	4
168	связано с	3	4
169	его и	2	4
170	они и	2	4
171	но эти	2	4
172	в основном	4	4
173	отличие от	2	4
174	могут быть	9	4
175	и до	5	4
176	во всей	3	4
177	во всяком	9	4
178	в основе	6	4
179	и от	3	4
180	по своему	4	4
181	в круг	2	4
182	связанных с	4	4
183	дело не	2	4
184	к ней	4	4
185	природы и	3	4
186	такой же	3	4
187	в отличие	2	4
188	но все	2	4
189	так называемый	4	4
190	их не	2	4
191	именно в	4	4
192	в котором	4	4
193	в своих	5	4
194	этот вопрос	4	4
195	уже в	3	4
196	в ней	8	4
197	всяком случае	8	4
198	на этой	3	4
199	на основе	3	4
200	никогда не	10	3
201	чтобы не	2	3
202	всех этих	6	3
203	в изучении	2	3
204	его к	4	3
205	в одной	2	3
206	и поэтому	2	3
207	и через	2	3
208	есть и	2	3
209	это и	4	3
210	в виду	4	3
211	на все	3	3
212	мы знаем	11	3
213	что все	7	3
214	на другой	2	3
215	точки зрения	31	3
216	связь с	7	3
217	в различных	2	3
218	какой степени	3	3
219	и те	5	3
220	большинстве случаев	6	3
221	такое же	2	3
222	в области	4	3
223	совсем не	6	3
224	в какой	3	3
225	в ее	5	3
226	но вместе	2	3
227	что с	2	3
228	и во	2	3
229	в своей	14	3
230	он был	3	3
231	свою очередь	4	3
232	нет и	4	3
233	увидим что	5	3
234	и то	3	3
235	выводу что	2	3
236	только часть	2	3
237	независимо от	3	3
238	с другими	8	3
239	по отношению	13	3
240	в которой	5	3
241	не имели	2	3
242	от этого	2	3
243	из наиболее	3	3
244	на него	4	3
245	в эту	2	3
246	если бы	4	3
247	на первый	5	3
248	жизни в	3	3
249	а именно	2	3
250	нами выше	2	3
251	можно сделать	2	3
252	между собою	2	3
253	отношению к	11	3
254	сих пор	3	3
255	с одной	2	3
256	на этот	3	3
257	думать что	2	3
258	не к	2	3
259	все что	10	3
260	когда он	3	3
261	на которой	2	3
262	с таким	2	3
263	и этим	3	3
264	из которых	2	3
265	же деле	2	3
266	находится в	3	3
267	с точки	15	3
268	сводится к	4	3
269	говорит о	3	3
270	только как	4	3
271	самом же	2	3
272	на другие	3	3
273	и его	22	3
274	как на	3	3
275	в период	5	3
276	в большинстве	5	3
277	из основных	3	3
278	быть и	7	3
279	до сих	3	3
280	и притом	3	2
281	следовательно и	2	2
282	в заключение	5	2
283	к этим	2	2
284	и следовательно	3	2
285	в себе	7	2
286	и вообще	4	2
287	в развитии	4	2
288	не как	2	2
289	в конце	2	2
290	отношение к	7	2
291	представлений и	2	2
292	и наконец	12	2
293	что между	2	2
294	должен быть	2	2
295	одним из	3	2
296	и тем	2	2
297	а как	3	2
298	он должен	2	2
299	между ними	5	2
300	ни одно	2	2
301	останавливаться на	2	2
302	же из	2	2
303	и за	4	2
304	на основании	5	2
305	в момент	2	2
306	самом деле	14	2
307	на место	3	2
308	которые можно	2	2
309	утверждает что	3	2
310	подойти к	2	2
311	образом в	2	2
312	пытается объяснить	2	2
313	не так	3	2
314	в него	2	2
315	но так	2	2
316	всем этим	3	2
317	но мы	6	2
318	только с	4	2
319	к этой	2	2
320	они не	3	2
321	ко всему	2	2
322	в более	5	2
323	точка зрения	15	2
324	не дает	4	2
325	одной стороны	2	2
326	такие представления	2	2
327	ответ на	3	2
328	полагают что	4	2
329	очень много	2	2
330	здесь в	6	2
331	на первую	2	2
332	между двумя	3	2
333	мы видим	3	2
334	и всей	2	2
335	себя и	4	2
336	под влиянием	3	2
337	случае не	3	2
338	силу и	2	2
339	в дальнейшем	2	2
340	можно сказать	6	2
341	значение в	3	2
342	общего не	3	2
343	для него	12	2
344	этому времени	2	2
345	относится к	2	2
346	с его	9	2
347	человек на	3	2
348	в одну	2	2
349	сказать что	11	2
350	на всю	2	2
351	основные черты	2	2
352	все то	3	2
353	на которые	4	2
354	он не	10	2
355	нет в	2	2
356	когда мы	2	2
357	место и	2	2
358	дело в	2	2
359	должно быть	2	2
360	обе стороны	2	2
361	в прошлом	2	2
362	и даже	3	2
363	мы можем	20	2
364	чтобы получить	2	2
365	ее от	2	2
366	как не	3	2
367	таком виде	2	2
368	этом отношении	4	2
369	не является	7	2
370	как по	2	2
371	в несколько	2	2
372	представления и	3	2
373	совершенно не	9	2
374	в настоящей	3	2
375	по всему	2	2
376	в пределах	6	2
377	нас в	2	2
378	и начинается	2	2
379	борьбы с	4	2
380	но нет	2	2
381	о своих	3	2
382	в жизни	7	2
383	и так	2	2
384	и является	3	2
385	за пределами	2	2
386	носит название	2	2
387	только одну	2	2
388	в чем	9	2
389	что такое	6	2
390	если это	3	2
391	уже знаем	4	2
392	оно не	3	2
393	о них	3	2
394	воспоминания о	2	2
395	из всего	2	2
396	если он	6	2
397	по себе	4	2
398	равно как	2	2
399	и должны	3	2
400	раз и	3	2
401	ту сторону	4	2
402	и теперь	2	2
403	из этого	2	2
404	говорить о	5	2
405	но их	2	2
406	у него	4	2
407	как его	2	2
408	что такой	2	2
409	в нашем	3	2
410	о которой	3	2
411	что при	2	2
