N	2gram	Vygotskiy_	Formalny
621	значение не	2	2
622	слова с	5	2
623	нами в	6	2
624	изменения и	2	2
625	что его	2	2
626	но только	5	2
627	свое выражение	8	2
628	последнее время	5	2
629	к пониманию	4	2
630	мы остановимся	4	2
631	слова они	2	2
632	все равно	2	2
633	как известно	6	2
634	на этот	2	2
635	от одной	4	2
636	видели что	3	2
637	исследования в	3	2
638	бы показать	2	2
639	как эта	3	2
640	языка с	2	2
641	может остаться	2	2
642	как увидим	2	2
643	какой мере	2	2
644	от друга	3	2
645	этот закон	2	2
646	и другой	3	2
647	собственном смысле	4	2
648	этого метода	2	2
649	от предмета	2	2
650	в другой	4	2
651	что между	2	2
652	выражение в	6	2
653	этих двух	4	2
654	ее от	2	2
655	что мы	14	2
656	несмотря на	2	2
657	для других	15	2
658	начинается с	2	2
659	все что	7	2
660	образом оказывается	2	2
661	в ряду	3	2
662	и того	3	2
663	чем это	5	2
664	и есть	4	2
665	эти последние	2	2
666	эта проблема	2	2
667	но с	4	2
668	свою силу	4	2
669	момент в	3	2
670	одним и	2	2
671	значение слова	16	2
672	понятия в	5	2
673	чем в	5	2
