N	2gram	Vygotskiy_	Dialekti
203	на этом	3	9
204	и на	9	9
205	в отношении	14	8
206	или иная	3	8
207	не будет	2	8
208	то как	2	8
209	не на	2	8
210	в дальнейшем	3	8
211	в этой	7	8
212	уже и	5	8
213	только и	2	8
214	все время	6	8
215	по одному	3	8
216	того или	2	8
217	с одной	8	8
218	но все	4	8
219	что эта	2	8
220	даже в	5	8
221	вопрос об	2	8
222	при помощи	3	8
223	один из	8	8
224	когда мы	2	8
225	ничего общего	4	8
226	бы и	2	8
227	или иначе	2	8
228	в сфере	3	8
229	этом смысле	7	8
230	это мы	3	8
231	тем самым	6	7
232	что уже	3	7
233	что здесь	2	7
234	из этих	5	7
235	об отношении	2	7
236	и при	3	7
237	что этот	2	7
238	связи с	14	7
239	на первый	5	7
240	тем что	12	7
241	в связи	9	7
242	все что	4	7
243	как она	4	7
244	во внимание	2	7
245	мы и	4	7
246	сами по	4	7
247	точно так	4	7
248	с его	3	7
249	зависимости от	7	7
250	и их	4	7
251	как в	14	7
252	заключается в	22	7
253	в мире	2	7
254	но для	2	7
255	из которых	6	7
256	так чтобы	2	7
257	как на	2	7
258	еще и	2	6
259	в другом	3	6
260	то мы	2	6
261	если только	2	6
262	на основании	11	6
263	в один	4	6
264	с тем	18	6
265	они не	4	6
266	более или	3	6
267	того чтобы	15	6
268	в зависимости	6	6
269	при всем	2	6
270	того и	2	6
271	одна из	2	6
272	для этого	3	6
273	в которой	4	6
274	по своей	12	6
275	но они	4	6
276	вообще не	3	6
277	в себя	3	6
278	вместе с	18	6
279	его в	8	6
280	или менее	5	6
281	по существу	4	6
282	по своему	14	6
283	о нем	2	6
284	одной стороны	8	6
285	этой точки	4	6
286	и совершенно	2	6
287	можно было	10	6
288	не отличается	2	6
289	того как	5	6
290	показывает что	9	6
291	с их	3	6
292	во всех	3	6
293	о котором	2	6
294	для него	6	6
295	и часто	2	6
296	ее в	2	6
297	мог бы	5	6
298	уже в	10	6
299	всяком случае	10	6
300	бы ни	2	6
301	из того	4	5
302	с целью	2	5
303	с той	3	5
304	уже по	2	5
305	были бы	3	5
306	даны в	3	5
307	или как	2	5
308	но так	2	5
309	что на	2	5
310	же не	3	5
311	речь идет	4	5
312	и во	4	5
313	если в	3	5
314	по сравнению	6	5
315	только к	2	5
316	которая не	5	5
317	не является	13	5
318	сих пор	3	5
319	едва ли	6	5
320	например в	2	5
321	что у	3	5
322	их в	6	5
323	в своих	3	5
324	если это	2	5
325	когда он	5	5
326	или другого	2	5
327	же что	2	5
328	от нее	4	5
329	без этого	2	5
330	сравнению с	4	5
331	первый план	5	5
332	это понятие	2	5
333	и у	7	5
334	говоря о	2	5
335	в области	9	5
336	нет никаких	6	5
337	одной и	6	5
338	по которому	3	5
339	том смысле	3	5
340	в него	4	5
341	может ли	2	5
342	все его	2	5
343	есть еще	2	5
344	и другого	2	5
345	что с	8	5
346	в качестве	25	5
347	также не	2	5
348	и той	7	5
349	независимо от	5	5
350	к этому	5	5
351	к ней	2	5
352	в свете	2	5
353	и другое	7	5
354	одного и	5	5
355	со всей	5	5
356	в течение	2	5
357	тому же	6	5
358	что по	2	5
359	одинаковой мере	2	5
360	в понятии	6	5
361	в той	2	5
362	известно что	2	5
363	до сих	3	5
364	человека и	6	4
365	бы мы	2	4
366	в каждом	2	4
367	следовательно не	2	4
368	и эти	2	4
369	а как	2	4
370	у них	3	4
371	мы знаем	10	4
372	видим что	2	4
373	общения с	3	4
374	представить себе	3	4
375	здесь в	2	4
376	как с	4	4
377	был бы	2	4
378	это же	2	4
379	в собственном	12	4
380	и эта	4	4
381	когда они	2	4
382	нас в	4	4
383	связанные с	3	4
384	ни один	5	4
385	главным образом	3	4
386	мы будем	4	4
387	мы имели	7	4
388	на все	2	4
389	от этих	2	4
390	на себя	2	4
391	и вместе	2	4
392	с нею	2	4
393	по типу	5	4
394	в другое	2	4
395	что эти	4	4
396	много раз	2	4
397	как например	2	4
398	который не	3	4
399	и отношение	2	4
400	из нее	2	4
401	смысле что	2	4
402	как они	5	4
403	этом отношении	9	4
404	у него	3	4
405	такой же	4	4
406	со всеми	9	4
407	не по	2	4
408	и является	2	4
409	и здесь	5	4
410	не можем	4	4
411	к жизни	2	4
412	друг друга	7	4
413	в одинаковой	2	4
414	же в	3	4
415	же самое	9	4
416	эти последние	2	4
417	быть не	2	4
418	в первую	2	3
419	видим в	2	3
420	всем этом	2	3
421	тому чтобы	2	3
422	для нас	6	3
423	от его	2	3
424	но всегда	2	3
425	же самого	3	3
426	нас к	2	3
427	нами выше	3	3
428	отличие от	8	3
429	самого начала	6	3
430	а с	4	3
431	дает в	2	3
432	идет о	2	3
433	с самого	6	3
434	понятий и	10	3
435	место в	3	3
436	такое же	2	3
437	не бывает	2	3
438	вообще как	2	3
439	когда оно	2	3
440	тот же	10	3
441	принять во	2	3
442	этот момент	4	3
443	не могли	3	3
444	тех же	2	3
445	здесь не	2	3
446	указать на	2	3
447	на него	2	3
448	целый ряд	4	3
449	что как	3	3
450	все они	2	3
451	понятно что	3	3
452	как у	2	3
453	как известно	7	3
454	обоих случаях	2	3
455	быть так	2	3
456	далеко не	2	3
457	в свою	4	3
458	в которых	3	3
459	этих последних	2	3
460	он находит	2	3
461	совершенно ясно	3	3
462	является не	6	3
463	тем же	8	3
464	указывает на	3	3
465	вслед за	4	3
466	для себя	2	3
467	понятия и	8	3
468	в свое	2	3
469	нас не	2	3
470	в корне	2	3
471	в основу	5	3
472	лежит в	3	3
473	к другому	2	3
474	или об	2	3
475	во время	3	3
476	во всей	3	3
477	или иного	2	3
478	с другими	3	3
479	каждая вещь	2	3
480	больше чем	2	3
481	от другого	2	3
482	и которая	3	3
483	и тех	2	3
484	должны сказать	2	3
485	и которые	5	3
486	ни было	2	3
487	от одного	2	3
488	именно это	3	3
489	в какой	5	3
490	этот предмет	2	3
491	но на	3	3
492	не дает	2	3
493	мы в	3	3
494	ли оно	5	3
495	не мог	4	3
496	в слове	3	3
497	не знаем	2	3
498	оно вообще	2	3
499	однако не	3	3
500	между тем	10	3
501	имеем дело	2	3
502	мы также	2	2
503	в область	2	2
504	другого рода	2	2
505	с первого	3	2
506	не имеют	2	2
507	в тех	2	2
508	и поэтому	4	2
509	у человека	2	2
510	наряду с	3	2
511	связанное с	2	2
512	мы никогда	3	2
513	роль в	5	2
514	факт что	7	2
515	и других	4	2
516	к выводу	2	2
517	свою очередь	3	2
518	этого явления	3	2
519	друг от	2	2
520	представления о	2	2
521	они имеют	3	2
522	на его	5	2
523	те же	6	2
524	только при	2	2
525	и заключается	2	2
526	однако в	2	2
527	отличаются от	5	2
528	в процессе	33	2
529	цель и	2	2
530	показал как	2	2
531	не стоит	2	2
532	не иметь	3	2
533	развития и	2	2
534	исторического развития	2	2
535	выводу что	4	2
536	по характеру	2	2
537	по способу	3	2
538	в чисто	2	2
539	в нашей	4	2
540	бы быть	2	2
541	и слово	3	2
542	собственном смысле	12	2
543	на деле	6	2
544	что понятие	4	2
545	слова и	8	2
546	встречается в	5	2
547	с логической	4	2
548	понятий а	2	2
549	нашего исследования	2	2
550	не во	2	2
551	но тем	2	2
552	все еще	2	2
553	от тех	2	2
554	на одной	2	2
555	говорит не	3	2
556	от друга	2	2
557	в такой	3	2
558	этот вопрос	5	2
559	это так	2	2
560	еще в	2	2
561	внимание на	4	2
562	смысле но	2	2
563	находится в	4	2
564	в других	2	2
565	в вещах	2	2
566	только после	2	2
567	действии и	2	2
568	именно с	2	2
569	сходство с	4	2
570	не идет	2	2
571	в нашем	2	2
572	целом и	2	2
573	чем в	4	2
574	что там	3	2
575	на предмет	3	2
576	предметы в	5	2
577	которые в	5	2
578	на который	2	2
579	он имеет	3	2
580	случае в	2	2
581	в обоих	2	2
582	в глаза	2	2
583	является то	7	2
584	которые мы	3	2
585	остановиться на	3	2
586	заключается только	2	2
587	к которому	6	2
588	слово в	4	2
589	и основной	2	2
590	на каждой	3	2
591	мы могли	14	2
592	во многих	3	2
593	связано с	2	2
594	вывод что	2	2
595	это утверждение	2	2
596	на котором	3	2
597	который мы	2	2
598	эти три	2	2
599	первого взгляда	2	2
600	достаточно было	2	2
601	на том	3	2
602	с другом	10	2
603	одного из	3	2
604	говорит об	2	2
605	никакому сомнению	2	2
606	между ними	6	2
607	так мы	2	2
608	смысле слова	5	2
609	с теми	2	2
610	там где	4	2
611	равным образом	4	2
612	когда в	3	2
613	повествование о	2	2
614	они являются	8	2
615	своего развития	9	2
616	что каждая	2	2
617	имеет место	4	2
618	самое слово	2	2
619	и между	4	2
620	которую можно	2	2
621	как оно	5	2
622	в целом	22	2
623	на одном	2	2
624	в последнее	4	2
625	с ней	4	2
626	бы к	2	2
627	которые не	5	2
628	к истории	3	2
629	если принять	2	2
630	новые и	2	2
631	которые могут	3	2
632	постольку поскольку	2	2
633	мы увидим	4	2
634	связана с	3	2
635	теми или	2	2
636	понятие как	2	2
637	друг с	10	2
638	на этот	5	2
639	понятие и	3	2
640	в наших	2	2
641	внимание что	2	2
642	в другой	2	2
643	мы наблюдаем	3	2
644	основана на	2	2
645	показали что	9	2
646	с которым	2	2
647	ко всем	2	2
648	совпадает с	7	2
649	и сам	4	2
650	бы что	4	2
651	в пользу	7	2
652	последнее время	6	2
