N	2gram	Vinokur_Ku	Mirosoze
291	всяком случае	8	3
292	роль в	6	3
293	что дух	3	3
294	и должно	2	3
295	но с	2	3
296	учение о	4	3
297	на самом	3	2
298	в каком	6	2
299	все более	2	2
300	к одному	2	2
301	что их	2	2
302	как можно	2	2
303	или иной	3	2
304	в действительности	2	2
305	его к	5	2
306	тому чтобы	2	2
307	если в	2	2
308	различие между	2	2
309	не имеют	3	2
310	нисколько не	6	2
311	не потому	6	2
312	такова что	2	2
313	не раз	3	2
314	за собой	2	2
315	пишет он	4	2
316	этого не	5	2
317	не надо	4	2
318	к своему	2	2
319	во многих	3	2
320	самом деле	17	2
321	смысл в	2	2
322	была бы	5	2
323	быть в	2	2
324	связанная с	2	2
325	смысле этого	5	2
326	нужно было	3	2
327	о нем	2	2
328	которые в	2	2
329	только потому	13	2
330	не менее	12	2
331	того же	6	2
332	тем самым	5	2
333	могли бы	4	2
334	своей собственной	3	2
335	большую роль	2	2
336	и без	2	2
337	а потому	6	2
338	ни одного	2	2
339	между ними	2	2
340	не столько	2	2
341	к жизни	2	2
342	то не	2	2
343	связи с	8	2
344	в основании	2	2
345	в сущности	11	2
346	е в	3	2
347	столь же	2	2
348	этого слова	8	2
349	как то	2	2
350	бы сказать	3	2
351	в обычном	3	2
352	что нужно	2	2
353	относится к	3	2
354	всего что	2	2
355	что если	4	2
356	когда мы	3	2
357	потребность в	3	2
358	противоречии с	2	2
359	с их	3	2
360	это было	2	2
361	наше время	3	2
362	этом отношении	8	2
363	переход от	4	2
364	целый ряд	8	2
365	чтобы получить	2	2
366	и мысли	2	2
367	только для	3	2
368	ее в	2	2
369	что ничего	3	2
370	смысл и	5	2
371	и о	3	2
372	в какой	7	2
373	уже на	3	2
374	быть не	2	2
375	вообще не	2	2
376	с другой	14	2
377	в сфере	3	2
378	что такое	8	2
379	в смысле	2	2
380	отношения и	2	2
381	что я	4	2
382	во втором	2	2
383	если не	4	2
384	и именно	3	2
385	том смысле	2	2
386	что за	3	2
387	что мы	6	2
388	по себе	10	2
389	которое было	2	2
390	и уже	2	2
