N	2gram	Tiupa_Anal	Formalny
169	того или	6	7
170	время в	2	7
171	в особенности	4	7
172	жизни в	4	7
173	столь же	7	7
174	из них	4	7
175	он и	4	7
176	в той	3	7
177	данном случае	11	6
178	тем самым	8	6
179	в конце	6	6
180	отношение к	2	6
181	на этом	2	6
182	и тем	3	6
183	в частности	19	6
184	так в	4	6
185	в этих	2	6
186	те же	3	6
187	его не	3	6
188	один из	6	6
189	он был	3	6
190	этого слова	3	6
191	литературных произведений	3	6
192	ее в	2	6
193	к его	2	6
194	из этих	4	6
195	за пределы	3	6
196	произведения но	2	6
197	от его	2	6
198	такой же	2	6
199	жизнь и	3	6
200	например в	2	6
201	о том	9	6
202	по преимуществу	3	6
203	в произведении	3	6
204	уже в	5	6
205	только не	3	6
206	сам по	2	6
207	с ним	2	6
208	той же	7	6
209	даже в	6	5
210	должен был	2	5
211	до известной	3	5
212	за исключением	2	5
213	к которому	2	5
214	роли в	6	5
215	мы уже	2	5
216	отличие от	5	5
217	характерно что	2	5
218	одной из	6	5
219	не так	2	5
220	и свою	2	5
221	одного из	4	5
222	в отличие	5	5
223	не могла	2	5
224	что не	3	5
225	в значительной	3	5
226	и по	3	5
227	можно сказать	5	5
228	хотя и	4	5
229	бы и	2	5
230	да и	3	5
231	и то	2	5
232	если в	3	5
233	произведения не	2	5
234	не от	2	5
235	значительной степени	3	5
236	то в	4	5
237	не столько	4	5
238	в мире	17	5
239	его как	3	5
240	а о	2	5
241	мы можем	2	5
242	в эту	2	5
243	значение в	2	5
244	всякое высказывание	2	5
245	слова в	2	5
246	а лишь	2	5
247	в отношении	2	5
248	приводит к	5	5
249	тому как	3	5
250	и что	2	5
251	же в	5	5
252	таким же	4	5
253	в нашем	4	5
254	однако не	2	5
255	очевидно что	2	4
256	а на	2	4
257	наконец в	3	4
258	его из	2	4
259	высказывания как	2	4
260	в романе	3	4
261	и тех	2	4
262	идет о	2	4
263	произведение искусства	4	4
264	к этой	2	4
265	того же	7	4
266	не будет	3	4
267	здесь в	2	4
268	или в	4	4
269	имеет место	3	4
270	одна из	6	4
271	могла бы	3	4
272	тех же	2	4
273	нам кажется	3	4
274	однако и	3	4
275	тем не	3	4
276	едва ли	6	4
277	сама по	3	4
278	превращается в	3	4
279	тот или	3	4
280	в таком	2	4
281	подобно тому	4	4
282	слова как	2	4
283	один и	2	4
284	или иначе	5	4
285	совпадает с	4	4
286	к самому	2	4
287	не для	2	4
288	данного произведения	2	4
289	но эта	2	4
290	и если	2	3
291	все они	2	3
292	перед нами	7	3
293	к одному	2	3
294	каждый из	2	3
295	или иной	9	3
296	для всех	5	3
297	а и	4	3
298	одну из	3	3
299	противном случае	2	3
300	не всегда	4	3
301	в году	5	3
302	вступает в	5	3
303	так что	2	3
304	со всеми	2	3
305	вопроса о	2	3
306	но как	4	3
307	так или	5	3
308	при анализе	2	3
309	состоит в	14	3
310	или точнее	2	3
311	что на	3	3
312	на его	3	3
313	нуждается в	2	3
314	в качестве	22	3
315	тот же	3	3
316	тем более	3	3
317	дело в	3	3
318	это было	2	3
319	из своих	2	3
320	и конечно	2	3
321	дело с	3	3
322	во второй	8	3
323	во всем	5	3
324	художественного целого	9	3
325	в чем	2	3
326	в форме	2	3
327	в контексте	3	3
328	не должен	2	3
329	сюжета и	2	3
330	не с	3	3
331	том чтобы	2	3
332	поэтому в	2	3
333	когда он	2	3
334	е к	2	3
335	с таким	5	3
336	в одном	4	3
337	и прежде	2	3
338	со своей	8	3
339	внимание на	4	3
340	с их	3	3
341	в противном	2	3
342	в противовес	2	3
343	что при	2	3
344	но они	2	3
345	человека в	3	2
346	от всего	2	2
347	о чем	5	2
348	формы высказывания	2	2
349	в тех	2	2
350	человека и	2	2
351	всех без	3	2
352	в другом	3	2
353	на жизнь	2	2
354	есть не	2	2
355	с нею	2	2
356	были бы	3	2
357	одной и	2	2
358	не знает	2	2
359	в отдельности	2	2
360	а с	2	2
361	ведь и	2	2
362	не тот	2	2
363	на первом	2	2
364	на языке	3	2
365	мере в	2	2
366	в точке	2	2
367	представляется нам	2	2
368	только к	2	2
369	связь с	3	2
370	мира и	2	2
371	и без	3	2
372	или к	2	2
373	мы имеем	5	2
374	уже о	2	2
375	в полной	3	2
376	однако в	6	2
377	в силу	2	2
378	тем или	2	2
379	с ними	2	2
380	в нас	2	2
381	в чужом	2	2
382	который в	4	2
383	в первой	10	2
384	художественная реальность	2	2
385	к миру	2	2
386	до последнего	2	2
387	тогда не	2	2
388	совершенно очевидно	2	2
389	подход к	2	2
390	можно было	2	2
391	связаны с	2	2
392	что она	3	2
393	себя в	6	2
394	дело не	3	2
395	художественное целое	7	2
396	той или	6	2
397	который как	2	2
398	лишь на	3	2
399	и вот	2	2
400	произведения с	2	2
401	героя и	7	2
402	как у	3	2
403	а для	3	2
404	ни к	3	2
405	как известно	3	2
406	ни для	2	2
407	далеко не	8	2
408	не должно	3	2
409	автора и	5	2
410	в принципе	3	2
411	жизни но	4	2
412	в стихах	2	2
413	поскольку он	3	2
414	что между	2	2
415	таком случае	2	2
416	этих двух	2	2
417	что мы	2	2
418	несмотря на	2	2
419	все что	2	2
420	и того	4	2
421	говорит о	3	2
422	является по	2	2
423	одних и	2	2
424	дело здесь	4	2
425	но с	3	2
426	внутреннего мира	2	2
