N	2gram	Bakhtin_Fr	Problema
409	xix века	5	4
410	дело с	2	4
411	к этой	3	4
412	одного из	3	4
413	с нею	2	4
414	и др	9	4
415	в разных	3	4
416	в сущности	15	4
417	свое значение	2	4
418	мы сказали	2	4
419	например в	2	4
420	нельзя было	3	4
421	по всему	2	4
422	образов и	2	4
423	очень часто	2	4
424	с их	5	4
425	но эти	4	4
426	находим и	2	4
427	мы увидим	3	4
428	и самое	3	4
429	смысл и	2	4
430	этот образ	11	4
431	этот мир	2	4
432	в свою	3	4
433	страдания и	2	4
434	но они	4	4
435	равно как	2	4
436	представляется нам	2	4
437	чем он	2	4
438	дело вовсе	2	3
439	как человек	2	3
440	что уже	2	3
441	еще раз	2	3
442	в подлинном	2	3
443	и далее	3	3
444	том же	4	3
445	они должны	2	3
446	самой жизни	2	3
447	язык и	2	3
448	имеет и	2	3
449	для этой	3	3
450	в более	4	3
451	в отличие	3	3
452	сравнению с	2	3
453	видит в	3	3
454	нуждается в	4	3
455	i в	2	3
456	до наших	5	3
457	функций в	2	3
458	что значит	2	3
459	перехода от	2	3
460	значение этого	2	3
461	вообще в	2	3
462	по сравнению	2	3
463	на такие	2	3
464	всего этого	2	3
465	и страдания	2	3
466	чего он	2	3
467	превращается в	4	3
468	точном смысле	2	3
469	я вас	3	3
470	думать что	2	3
471	в мировой	4	3
472	связанные с	4	3
473	как она	2	3
474	весь этот	5	3
475	он видит	2	3
476	весь мир	4	3
477	них не	2	3
478	и других	7	3
479	с помощью	5	3
480	чем в	2	3
481	в понимании	2	3
482	его к	3	3
483	в одной	3	3
484	каждый из	2	3
485	эти элементы	2	3
486	с начала	7	3
487	со стороны	2	3
488	за ними	2	3
489	в романе	24	3
490	и такие	2	3
491	страха и	4	3
492	образом в	3	3
493	от них	2	3
494	одной и	2	3
495	всем этим	3	3
496	не входит	2	3
497	быть в	2	3
498	и свои	3	3
499	с ними	4	3
500	мы видим	9	3
501	и смерти	3	3
502	г и	2	3
503	что каждая	2	3
504	в первой	3	3
505	и мы	2	3
506	где он	2	3
507	мысли и	2	3
508	образ не	2	3
509	связан с	6	3
510	мир и	2	3
511	один и	3	3
512	и своего	2	3
513	там же	2	3
514	на этом	3	3
515	что было	3	3
516	ни для	4	3
517	в системе	3	3
518	в плане	3	2
519	наконец и	2	2
520	за этим	4	2
521	все те	2	2
522	в состоянии	2	2
523	этого романа	2	2
524	по словам	2	2
525	тех кто	2	2
526	эти образы	3	2
527	в один	2	2
528	такой же	3	2
529	они были	4	2
530	здесь он	2	2
531	при анализе	3	2
532	были и	4	2
533	большую роль	3	2
534	хотя он	3	2
535	в узком	3	2
536	своего рода	5	2
537	вот это	2	2
538	и под	4	2
539	власти и	2	2
540	сам он	3	2
541	этот момент	2	2
542	время это	5	2
543	какой бы	2	2
544	дошло до	2	2
545	же он	2	2
546	это значение	2	2
547	вовсе нет	2	2
548	и вот	4	2
549	и со	2	2
550	эти моменты	4	2
551	значение которое	2	2
552	почти все	2	2
553	не видят	3	2
554	на тебя	2	2
555	правда не	4	2
556	и глубоко	2	2
557	мы встречаем	6	2
558	за него	2	2
559	друг в	2	2
560	жизни как	2	2
561	встречаемся с	2	2
562	роль в	7	2
563	далеки от	2	2
564	перед лицом	2	2
565	свободу и	2	2
566	в уже	2	2
567	такие образы	2	2
568	но его	2	2
569	у меня	2	2
570	не дает	4	2
571	здесь с	3	2
572	мы пока	2	2
573	остается в	2	2
574	когда же	2	2
575	по отношению	3	2
576	свою очередь	2	2
577	в произведениях	2	2
578	ему и	2	2
579	или же	2	2
580	за счет	3	2
581	слово в	3	2
582	то понимание	2	2
583	к нашему	2	2
584	и дает	2	2
585	право на	2	2
586	этой книги	2	2
587	для понимания	5	2
588	узком смысле	2	2
589	не находит	2	2
590	они и	4	2
591	уже к	2	2
592	все его	2	2
593	основе своей	2	2
594	говорит об	2	2
595	никакому сомнению	2	2
596	он остается	2	2
597	большинстве случаев	3	2
598	лиц и	3	2
599	на них	3	2
600	уже сказали	2	2
601	его произведения	2	2
602	в обычном	2	2
603	о нашем	4	2
604	образов но	2	2
605	относится уже	2	2
606	некоторые из	4	2
607	имеет в	2	2
608	в общей	2	2
609	в прошлом	2	2
610	также в	2	2
611	xx века	5	2
612	образов в	4	2
613	по адресу	2	2
614	для своей	2	2
615	отношению к	2	2
616	силы и	2	2
617	его за	2	2
618	наших дней	5	2
619	он считает	2	2
620	со своими	2	2
621	к новому	2	2
622	слова в	3	2
623	что я	2	2
624	от страха	3	2
625	вы не	4	2
626	должны быть	2	2
627	в большей	2	2
628	под руководством	2	2
629	не понимает	4	2
630	ко всему	2	2
631	жизни с	2	2
632	то его	2	2
633	форму и	2	2
634	него и	3	2
635	свою роль	4	2
636	вполне понятно	4	2
637	на основе	3	2
