N	2gram	Vinokur_Vv	Dialekti
133	но в	10	13
134	в ней	3	13
135	говорит о	3	13
136	что именно	2	13
137	что они	2	13
138	другой стороны	5	13
139	и к	3	13
140	вопрос о	10	12
141	могут быть	6	12
142	еще не	4	12
143	все эти	3	12
144	иной раз	2	12
145	все равно	2	12
146	именно в	8	12
147	не могут	6	12
148	но как	2	12
149	а в	6	12
150	тем более	2	12
151	с этим	3	12
152	и тогда	3	12
153	но не	9	12
154	мы должны	2	11
155	нисколько не	3	11
156	быть в	5	11
157	можно только	2	11
158	мы говорим	3	11
159	от того	3	11
160	и тем	5	11
161	только на	3	11
162	в них	5	11
163	тех или	3	11
164	что если	2	11
165	в данном	11	11
166	мы имеем	4	11
167	как только	2	11
168	из них	4	11
169	одно из	5	10
170	от этого	5	10
171	к тому	4	10
172	в ее	11	10
173	е в	4	10
174	как мы	11	10
175	в его	12	10
176	для того	23	10
177	с этой	5	10
178	себе и	2	10
179	и для	4	10
180	если же	2	10
181	в их	12	10
182	в частности	3	10
183	во всяком	5	10
184	и уже	3	10
185	в результате	4	10
186	времени и	4	10
187	как будто	3	10
188	наука не	2	10
189	во всем	2	10
190	только как	7	10
191	только о	2	10
192	как он	6	9
193	а если	2	9
194	в истории	9	9
195	не как	3	9
196	история и	3	9
197	подобно тому	2	9
198	в этих	3	9
199	в котором	4	9
200	тому как	2	9
201	той же	4	9
202	в одном	4	9
203	или иной	3	9
204	тому что	2	9
205	же как	3	9
206	при этом	3	9
207	случае не	2	9
208	бы в	2	9
209	мы можем	2	9
210	как о	4	9
211	лишь как	2	9
212	на этом	3	9
213	и на	3	9
214	в отношении	3	8
215	науки и	5	8
216	и без	2	8
217	как нечто	8	8
218	в дальнейшем	2	8
219	в этой	3	8
220	уже и	10	8
221	все время	2	8
222	у нас	2	8
223	и из	2	8
224	с одной	4	8
225	но все	4	8
226	при помощи	3	8
227	один из	6	8
228	вот почему	3	8
229	когда мы	2	8
230	бы и	3	8
231	или иначе	4	8
232	этом смысле	11	8
233	себя в	2	8
234	в разных	7	8
235	и сама	2	7
236	что уже	3	7
237	что здесь	2	7
238	в конце	3	7
239	из этих	9	7
240	об отношении	3	7
241	и при	2	7
242	а только	8	7
243	или вообще	5	7
244	не говоря	2	7
245	связи с	3	7
246	тем что	6	7
247	в связи	2	7
248	как она	4	7
249	во внимание	3	7
250	нуждается в	3	7
251	е не	2	7
252	со стороны	16	7
253	от себя	3	7
254	точно так	2	7
255	говоря уже	2	7
256	истории и	4	7
257	зависимости от	3	7
258	как в	3	7
259	заключается в	4	7
260	так или	4	7
261	из которых	3	7
262	так чтобы	3	7
263	он сам	3	7
264	как на	12	7
265	еще и	4	6
266	в другом	3	6
267	отношение к	3	6
268	на основании	5	6
269	с тем	6	6
270	того чтобы	22	6
271	в зависимости	3	6
272	одна из	3	6
273	для этого	3	6
274	что нет	2	6
275	ни к	2	6
276	только так	2	6
277	идет речь	3	6
278	вообще не	3	6
279	но с	5	6
280	вместе с	6	6
281	его в	6	6
282	о чем	4	6
283	мере в	6	6
284	по существу	2	6
285	по своему	5	6
286	именно как	3	6
287	одной стороны	4	6
288	этой точки	2	6
289	и совершенно	2	6
290	можно было	8	6
291	того как	3	6
292	с их	5	6
293	во всех	2	6
294	о котором	8	6
295	дело не	5	6
296	стороны и	3	6
297	с полной	2	6
298	не с	3	6
299	знания и	3	6
300	мог бы	2	6
301	уже в	5	6
302	всяком случае	5	6
303	природы и	2	6
304	из того	2	5
305	как целое	3	5
306	надо было	2	5
307	или как	3	5
308	гораздо более	3	5
309	чаще всего	2	5
310	речь идет	2	5
311	для нее	2	5
312	по сравнению	4	5
313	сих пор	7	5
314	например в	2	5
315	в своих	2	5
316	если это	2	5
317	конце концов	2	5
318	сравнению с	4	5
319	тем или	2	5
320	это понятие	2	5
321	в области	4	5
322	после этого	2	5
323	одной и	2	5
324	том смысле	2	5
325	это может	2	5
326	может ли	2	5
327	есть еще	3	5
328	что с	3	5
329	в качестве	8	5
330	и той	3	5
331	независимо от	5	5
332	к этому	3	5
333	одного и	2	5
334	со всей	3	5
335	в течение	5	5
336	отношении к	2	5
337	и так	2	5
338	зависит от	3	5
339	и истории	2	5
340	он и	2	5
341	в той	10	5
342	до сих	7	5
343	данном случае	5	4
344	и этого	3	4
345	в каждом	4	4
346	а как	5	4
347	это только	4	4
348	у них	2	4
349	и науки	3	4
350	что даже	3	4
351	это уже	2	4
352	а потому	5	4
353	представить себе	7	4
354	них и	2	4
355	в собственном	3	4
356	время не	2	4
357	себе что	3	4
358	чтобы понять	4	4
359	можно говорить	3	4
360	уже знаем	2	4
361	д все	2	4
362	д но	5	4
363	или же	3	4
364	т п	5	4
365	в общем	14	4
366	но уже	2	4
367	как например	6	4
368	хотя в	2	4
369	не нужно	2	4
370	в этот	2	4
371	этом отношении	4	4
372	из двух	4	4
373	но ведь	4	4
374	что время	2	4
375	в нечто	2	4
376	и должно	2	4
377	и здесь	3	4
378	будто бы	2	4
379	же самое	3	4
380	чем же	3	4
381	с чем	2	3
382	могут не	2	3
383	самое что	2	3
384	этой стороны	2	3
385	должен быть	4	3
386	будет в	2	3
387	следовательно и	2	3
388	к своему	2	3
389	и чем	2	3
390	своего предмета	2	3
391	то она	2	3
392	отличие от	4	3
393	а с	2	3
394	одной из	4	3
395	и сейчас	2	3
396	что можно	2	3
397	не бывает	2	3
398	в первом	5	3
399	принять во	2	3
400	в который	2	3
401	не могли	2	3
402	здесь не	3	3
403	мысли и	2	3
404	по мере	4	3
405	мы теперь	2	3
406	есть действительно	2	3
407	понятно что	3	3
408	чем больше	2	3
409	д в	2	3
410	или иных	3	3
411	на почве	5	3
412	искусство и	2	3
413	в свою	2	3
414	в которых	6	3
415	от характера	4	3
416	истории не	2	3
417	в очень	3	3
418	о которых	2	3
419	на свои	2	3
420	в свое	3	3
421	этого не	2	3
422	и требует	2	3
423	наукой и	2	3
424	только с	4	3
425	она была	2	3
426	с наукой	2	3
427	в основу	2	3
428	лежит в	2	3
429	совсем не	3	3
430	познания и	2	3
431	особого рода	4	3
432	в разной	2	3
433	на вещи	2	3
434	в какой	6	3
435	не к	2	3
436	и именно	13	3
437	по его	2	3
438	не мог	2	3
439	в слове	3	3
440	однако не	4	3
441	между тем	10	3
442	природе и	2	2
443	другого рода	2	2
444	понимать в	3	2
445	в тех	2	2
446	еще раз	2	2
447	в соответствующих	2	2
448	при всей	2	2
449	в подлинном	2	2
450	же только	3	2
451	наряду с	3	2
452	и далее	2	2
453	возникает вопрос	2	2
454	факт что	2	2
455	и других	3	2
456	к выводу	7	2
457	мы условились	2	2
458	свою очередь	2	2
459	как такового	3	2
460	и др	2	2
461	то о	2	2
462	науки но	3	2
463	что остается	2	2
464	науки в	6	2
465	следует что	2	2
466	ни одна	2	2
467	во втором	2	2
468	и заключается	4	2
469	его можно	2	2
470	это однако	2	2
471	однако в	3	2
472	что история	6	2
473	своей природе	3	2
474	нами не	2	2
475	но зато	2	2
476	науки то	2	2
477	выводу что	7	2
478	в чисто	4	2
479	дело в	5	2
480	и до	2	2
481	собственном смысле	3	2
482	сам же	2	2
483	ее от	2	2
484	находятся в	2	2
485	обратим внимание	2	2
486	оказалось что	2	2
487	искусства и	2	2
488	понять что	3	2
489	уже было	2	2
490	можно представить	2	2
491	что обе	2	2
492	не вполне	4	2
493	был в	2	2
494	этот вопрос	7	2
495	о них	2	2
496	свое существование	2	2
497	которое в	2	2
498	внимание на	5	2
499	только после	2	2
500	из него	2	2
501	а так	2	2
502	чем в	3	2
503	в широком	7	2
504	в различных	5	2
505	в каждой	2	2
506	в обоих	2	2
507	а во-вторых	2	2
508	времени в	3	2
509	на котором	2	2
510	на том	3	2
511	именно оно	2	2
512	по самой	2	2
513	широком смысле	8	2
514	всего то	3	2
515	которые были	2	2
516	пока не	2	2
517	ближе к	2	2
518	этого термина	3	2
519	между ними	3	2
520	смысле слова	7	2
521	том или	2	2
522	с теми	2	2
523	но которая	2	2
524	что каждая	2	2
525	это еще	2	2
526	только по	3	2
527	как оно	3	2
528	но дело	3	2
529	в целом	5	2
530	на нее	3	2
531	с ней	2	2
532	которые не	2	2
533	к истории	6	2
534	научного анализа	2	2
535	науку и	3	2
536	связана с	4	2
537	может оказаться	3	2
538	на этот	6	2
539	взгляда на	4	2
540	он мог	3	2
541	а между	2	2
542	или иным	2	2
543	целое и	2	2
544	но также	16	2
545	в идеале	2	2
546	науки а	4	2
547	именно на	2	2
548	и собственно	2	2
549	и сам	3	2
550	с научной	2	2
551	этих двух	2	2
