N	2gram	Savitsky_E	Myshleni
199	еще более	2	12
200	к нему	2	12
201	мог бы	2	12
202	в каком	4	11
203	идет о	3	11
204	иначе говоря	2	11
205	есть не	2	11
206	в других	2	11
207	в пределах	25	11
208	не означает	2	11
209	наряду с	2	11
210	что на	2	11
211	и наконец	2	11
212	есть в	2	11
213	из всех	3	10
214	потребность в	3	10
215	в другой	2	10
216	или иной	4	10
217	вслед за	6	10
218	с мы	2	10
219	во второй	3	10
220	в случае	2	10
221	этот процесс	2	10
222	и поэтому	2	9
223	само по	4	9
224	также и	7	9
225	связано с	3	9
226	этот факт	3	9
227	хотя и	2	9
228	как оно	2	9
229	и притом	4	9
230	но с	2	9
231	место в	3	9
232	той или	4	9
233	что же	2	9
234	или в	2	9
235	относятся к	2	8
236	в деле	3	8
237	со стороны	5	8
238	главным образом	2	8
239	в направлении	4	8
240	тому чтобы	2	8
241	в эту	2	8
242	не на	4	8
243	уже и	3	8
244	в известной	3	8
245	в течение	5	8
246	отношении к	15	8
247	при помощи	2	7
248	должна быть	2	7
249	а также	7	7
250	именно потому	2	7
251	с более	3	7
252	в общем	3	7
253	же в	2	7
254	имеет в	2	7
255	он сам	2	7
256	в таком	3	7
257	но по	2	7
258	во втором	2	7
259	в значительной	2	7
260	с и	10	6
261	заключает в	3	6
262	можно считать	3	6
263	и наиболее	2	6
264	на язык	2	6
265	начиная с	2	6
266	происходит в	2	6
267	говорит о	3	6
268	бы и	3	6
269	нашему мнению	2	6
270	с в	2	6
271	лежат в	4	6
272	его на	2	6
273	и таким	2	6
274	всего в	2	6
275	дело в	3	6
276	ни на	3	6
277	которого мы	2	6
278	по нашему	3	6
279	себе в	3	6
280	и мы	3	6
281	к ней	4	6
282	только одно	2	6
283	в сферу	2	6
284	совершенно очевидно	2	5
285	эти последние	2	5
286	это так	3	5
287	не дает	3	5
288	что к	2	5
289	для них	2	5
290	к ним	3	5
291	в данной	3	5
292	заметить что	2	5
293	но даже	4	5
294	в процессах	2	5
295	случаях когда	2	5
296	в стороне	3	5
297	и ту	2	5
298	только те	2	4
299	и та	2	4
300	время в	3	4
301	думать что	8	4
302	к той	2	4
303	новое слово	3	4
304	стороны в	2	4
305	и если	2	4
306	долгое время	2	4
307	в применении	3	4
308	можно ли	3	4
309	бы то	4	4
310	также в	2	4
311	все другие	2	4
312	она в	3	4
313	ни было	4	4
314	одну и	2	4
315	совершенно прав	2	4
316	не к	2	4
317	ее от	2	4
318	значения для	2	4
319	а именно	2	4
320	не из	3	4
321	тому или	2	4
322	того или	4	4
323	и эта	2	4
324	или иному	2	4
325	и со	3	4
326	как будто	2	4
327	во все	3	4
328	в известных	2	4
329	сказывается в	2	4
330	проблемы и	2	4
331	или по	2	4
332	известной степени	3	4
333	жизни и	2	4
334	в гораздо	2	4
335	как их	2	4
336	в некоторых	2	4
337	как же	2	3
338	которые они	2	3
339	в огромной	2	3
340	ту или	3	3
341	чем больше	2	3
342	их из	2	3
343	оставить в	2	3
344	поскольку она	2	3
345	и теперь	2	3
346	есть ли	2	3
347	одна и	2	3
348	дело идет	2	3
349	и можно	2	3
350	по признаку	3	3
351	различия в	3	3
352	и еще	2	3
353	иными словами	4	3
354	в порядке	2	3
355	бы совершенно	2	3
356	же мало	2	3
357	одном из	2	3
358	и этот	2	3
359	и сейчас	2	3
360	именно к	2	3
361	во многих	4	3
362	применении к	3	3
363	далеко не	2	3
364	от них	3	3
365	нам кажется	7	3
366	или иного	4	3
367	для понимания	2	3
368	то ни	4	3
369	в прошлом	3	3
370	но также	2	3
371	но именно	2	3
372	по своим	3	3
373	в большинстве	2	3
374	во власти	2	3
375	же время	14	3
376	мира и	3	3
377	большинстве случаев	3	2
378	обстоит дело	3	2
379	начало в	2	2
380	более к	2	2
381	себе не	3	2
382	частности в	2	2
383	или хотя	2	2
384	более чем	2	2
385	влияние на	2	2
386	даже при	2	2
387	которое в	2	2
388	или вернее	2	2
389	меньше чем	2	2
390	исключительно в	2	2
391	в мире	2	2
392	подходит к	2	2
393	не дают	2	2
394	вопрос не	2	2
395	в определенном	3	2
396	не будет	3	2
397	какой бы	2	2
398	и рядом	2	2
399	данного продукта	2	2
400	как не	2	2
401	значение только	2	2
402	всех прочих	2	2
403	качестве орудия	2	2
404	или иную	3	2
405	в сторону	2	2
406	не более	3	2
407	но еще	2	2
408	а тем	2	2
409	в будущем	3	2
410	как совокупность	4	2
411	тем в	3	2
412	наблюдения над	2	2
413	на себя	3	2
414	на них	2	2
415	не нужно	2	2
416	не служит	4	2
417	чем на	2	2
418	приближается к	3	2
419	констатировать что	2	2
420	ко всему	2	2
421	бы ни	3	2
