N	2gram	Trubetskoy	Narrotol
153	все его	2	4
154	что на	2	4
155	и конец	4	4
156	не будет	5	4
157	что касается	6	4
158	представить себе	2	4
159	и по	3	4
160	что они	2	4
161	начало и	6	4
162	как мы	3	4
163	в основе	2	4
164	быть и	5	4
165	хотя бы	4	4
166	к этому	5	4
167	не имеет	2	4
168	для себя	2	4
169	не вполне	3	4
170	и с	5	4
171	для нас	3	4
172	несмотря на	6	4
173	всяком случае	2	4
174	по своей	7	4
175	во всяком	2	4
176	в себя	2	4
177	о которой	2	4
178	вместе с	7	4
179	ее и	4	3
180	и потому	3	3
181	не подлежит	3	3
182	так же	8	3
183	но как	2	3
184	каждый из	3	3
185	как к	5	3
186	должен быть	2	3
187	а лишь	3	3
188	с этой	3	3
189	как известно	3	3
190	за ними	3	3
191	в виде	4	3
192	на друга	2	3
193	то они	4	3
194	не знает	2	3
195	а с	4	3
196	одно из	3	3
197	к ним	2	3
198	и это	3	3
199	в точке	2	3
200	между ними	2	3
201	же не	3	3
202	а к	2	3
203	же как	3	3
204	все эти	19	3
205	той же	2	3
206	связи с	4	3
207	в связи	3	3
208	заключает в	2	3
209	на одном	2	3
210	что она	2	3
211	в которой	5	3
212	от которого	2	3
213	даже если	3	3
214	зависимости от	2	3
215	лишь в	5	3
216	в этих	3	3
217	сих пор	15	3
218	друг на	2	3
219	со своей	2	3
220	при отсутствии	2	3
221	ни для	2	3
222	со своими	2	3
223	освободиться от	3	3
224	что мы	4	3
225	только не	2	3
226	с точки	8	3
227	и что	9	3
228	говорить о	2	3
229	по его	2	3
230	и только	2	3
231	как на	6	3
232	не следует	2	3
233	или нескольких	2	3
234	тем же	2	3
235	до сих	15	3
236	очевидно что	3	2
237	при виде	2	2
238	в которых	2	2
239	следует искать	2	2
240	или менее	8	2
241	давно уже	2	2
242	что с	6	2
243	в их	4	2
244	так что	6	2
245	они могут	2	2
246	в общем	6	2
247	более или	8	2
248	те же	2	2
249	в процессе	2	2
250	можно ли	2	2
251	что же	2	2
252	можно назвать	3	2
253	в сущности	2	2
254	никто не	2	2
255	от тех	3	2
256	как для	3	2
257	признать что	4	2
258	вовсе не	2	2
259	и вообще	3	2
260	все то	2	2
261	но все	5	2
262	другой стороны	5	2
263	к двум	2	2
264	должно быть	5	2
265	бы в	3	2
266	мы можем	6	2
267	целый ряд	4	2
268	которые могут	2	2
269	на первый	2	2
270	все это	13	2
271	та же	4	2
272	не есть	4	2
273	и наконец	3	2
274	одного и	3	2
275	одним из	4	2
276	в течение	4	2
277	во всех	10	2
278	должна быть	6	2
279	и более	2	2
280	отношение к	4	2
281	на нее	2	2
282	есть в	2	2
283	а между	8	2
284	того же	9	2
285	или иначе	5	2
286	из которых	4	2
287	из него	2	2
288	таким же	3	2
289	совершенно иной	2	2
290	если же	3	2
291	но с	2	2
292	этих двух	2	2
293	мы будем	3	2
294	мы и	2	2
295	его собственной	5	2
296	а потому	5	2
297	ясно что	8	2
