N	2gram	Vygotskiy_	slovoVRo
237	до сих	6	4
238	от предмета	2	4
239	лучшем случае	3	4
240	разрыв между	4	4
241	речи и	36	4
242	с другом	6	4
243	где они	4	4
244	в чем	5	4
245	что оно	9	4
246	тогда когда	12	4
247	того чтобы	26	4
248	поэзии и	2	4
249	одним словом	2	4
250	и во	5	4
251	всегда в	2	4
252	обстоит дело	2	4
253	из одного	2	4
254	языка его	2	4
255	же как	14	4
256	одно и	3	4
257	прямо и	4	4
258	только и	5	4
259	одной из	4	4
260	но эти	2	4
261	но это	4	4
262	в которой	16	4
263	и слово	4	4
264	и как	7	4
265	если бы	8	4
266	вообще не	6	4
267	языка с	2	4
268	с этой	5	4
269	со всеми	2	4
270	и о	4	4
271	сих пор	6	4
272	к тому	13	4
273	друг с	6	4
274	от его	2	4
275	значение в	3	4
276	в другой	4	4
277	выражение в	6	4
278	из них	2	4
279	в лучшем	3	4
280	из этого	4	4
281	отношения к	5	4
282	в себя	4	4
283	и речи	19	4
284	по существу	2	4
285	в большей	2	4
286	слове но	2	4
287	как раз	6	4
288	языка так	2	4
289	в системе	3	4
290	данном случае	5	3
291	речь и	5	3
292	нуждается в	5	3
293	речи как	9	3
294	его от	2	3
295	до известной	2	3
296	включает в	2	3
297	в новом	2	3
298	но эта	2	3
299	форм и	5	3
300	как это	7	3
301	может и	3	3
302	в такой	6	3
303	в разных	6	3
304	от всякой	2	3
305	на котором	4	3
306	в свете	9	3
307	тому что	14	3
308	в зоне	2	3
309	всем этим	3	3
310	только с	2	3
311	на том	2	3
312	его с	3	3
313	и без	2	3
314	первой и	3	3
315	к слову	14	3
316	слова оно	2	3
317	между собой	15	3
318	и до	3	3
319	было бы	12	3
320	того и	2	3
321	в первом	6	3
322	связи и	3	3
323	этого слова	5	3
324	как для	2	3
325	входят в	2	3
326	интерес к	2	3
327	исторического развития	3	3
328	как слово	2	3
329	свое выражение	8	3
330	и то	10	3
331	и вообще	3	3
332	к этому	2	3
333	в сознании	11	3
334	и внутренней	3	3
335	из этих	6	3
336	как оно	2	3
337	в собственном	4	3
338	не исчерпывает	2	3
339	от этого	3	3
340	должно быть	3	3
341	менее всего	3	3
342	языка у	2	3
343	действительности в	3	3
344	это было	2	3
345	отличается от	6	3
346	речи но	12	3
347	собственном смысле	4	3
348	во второй	5	3
349	и самое	2	3
350	тем что	14	3
351	слова может	3	3
352	такой же	4	3
353	нами в	6	3
354	этого процесса	3	3
355	нас в	4	3
356	не могло	3	3
357	которых мы	5	3
358	и свой	2	3
359	внутренней речи	78	3
360	не есть	4	3
361	в этой	7	3
362	предмета и	3	3
363	потому что	26	3
364	все что	7	3
365	целый ряд	6	3
366	если мы	6	3
367	и это	2	3
368	с таким	3	3
369	языка на	2	3
370	мы говорили	3	3
371	связана с	4	3
372	и тем	10	3
373	без всякого	2	3
374	тем и	2	3
375	чем в	5	3
376	на самом	3	2
377	о которых	3	2
378	слова но	3	2
379	из всех	5	2
380	но мы	5	2
381	в определенных	4	2
382	она может	2	2
383	для всего	2	2
384	что уже	2	2
385	могут не	4	2
386	есть только	3	2
387	восприятием и	2	2
388	по своей	12	2
389	и могут	2	2
390	и есть	4	2
391	есть не	3	2
392	речи не	7	2
393	его отношение	2	2
394	это и	7	2
395	факт что	2	2
396	у них	2	2
397	так что	8	2
398	в другую	3	2
399	есть в	5	2
400	самого начала	13	2
401	а с	3	2
402	то что	40	2
403	по своему	11	2
404	эти три	2	2
405	ничего нового	3	2
406	что все	6	2
407	значение для	2	2
408	одного из	2	2
409	только не	14	2
410	с самого	13	2
411	могли бы	10	2
412	не из	2	2
413	к действительности	2	2
414	и функции	2	2
415	этой точки	4	2
416	не могла	2	2
417	между ними	8	2
418	в известном	2	2
419	не умеет	2	2
420	из которого	3	2
421	себя от	2	2
422	что не	2	2
423	в ее	7	2
424	для развития	3	2
425	мы видим	10	2
426	в пределе	3	2
427	только как	2	2
428	что они	11	2
429	значение и	2	2
430	во всей	3	2
431	случае не	2	2
432	в двух	2	2
433	своего развития	4	2
434	возникает из	6	2
435	чем это	5	2
436	того как	6	2
437	очень часто	2	2
438	тот факт	2	2
439	с которыми	3	2
440	из важнейших	4	2
441	время как	7	2
442	первом случае	5	2
443	известном смысле	2	2
444	то в	4	2
445	систем в	2	2
446	то и	5	2
447	к которой	3	2
448	и что	14	2
449	время в	3	2
450	первостепенное значение	3	2
451	в равной	2	2
452	можно было	7	2
453	что она	8	2
454	и обратно	6	2
455	с ней	3	2
456	при таком	2	2
457	самого слова	3	2
458	это единство	2	2
459	конкретного и	2	2
460	та же	2	2
461	наоборот в	2	2
462	но этот	2	2
463	слова есть	2	2
464	в области	5	2
465	и той	5	2
466	об этом	4	2
467	и которые	3	2
468	если оно	2	2
469	тем не	4	2
470	у нас	3	2
471	совершенно не	2	2
472	и иной	2	2
473	к ней	2	2
474	речь в	8	2
475	мы можем	7	2
476	в какой	6	2
477	не можем	4	2
478	заключается в	14	2
479	том и	3	2
480	речи эти	2	2
481	как известно	6	2
482	за ним	3	2
483	нет и	4	2
484	речи является	3	2
485	в самых	2	2
486	на то	5	2
487	можно говорить	2	2
488	это отношение	3	2
489	что для	3	2
490	как увидим	2	2
491	новое слово	2	2
492	столь же	2	2
493	в котором	6	2
494	нас и	2	2
495	в своих	2	2
496	зрения самого	2	2
497	в сфере	8	2
498	всем его	2	2
499	приводит к	10	2
500	в начале	6	2
501	момент в	3	2
502	ее от	2	2
503	и она	2	2
504	несмотря на	2	2
505	не для	2	2
506	привело к	3	2
507	ближе к	2	2
508	в направлении	6	2
509	уже говорили	2	2
510	то время	8	2
511	и особенно	2	2
512	что как	2	2
513	только о	3	2
514	и только	7	2
515	друг другу	5	2
516	в нашем	6	2
517	плана в	3	2
518	однако не	2	2
519	мы и	5	2
