N	2gram	Tiupa_Narr	Dialekti
158	если же	2	10
159	в частности	23	10
160	во всяком	2	10
161	и уже	4	10
162	то и	3	10
163	в результате	4	10
164	времени и	9	10
165	как будто	4	10
166	в жизни	9	10
167	как он	3	9
168	точка зрения	5	9
169	и по	3	9
170	превращается в	2	9
171	подобно тому	4	9
172	в этих	3	9
173	и более	2	9
174	в котором	3	9
175	тому как	4	9
176	той же	2	9
177	в одном	5	9
178	или иной	6	9
179	и от	3	9
180	тому что	4	9
181	же как	2	9
182	с ними	5	9
183	при этом	31	9
184	и когда	3	9
185	и он	8	9
186	бы в	2	9
187	мы можем	2	9
188	как о	2	9
189	мир и	2	9
190	и на	5	9
191	если она	3	8
192	не будет	2	8
193	в этой	8	8
194	все время	2	8
195	того или	3	8
196	у нас	4	8
197	с одной	5	8
198	ни от	2	8
199	у меня	2	8
200	один из	8	8
201	или иначе	2	8
202	в сфере	2	8
203	себя в	4	8
204	тем самым	9	7
205	и сама	2	7
206	в конце	4	7
207	из этих	6	7
208	связи с	3	7
209	его как	2	7
210	в связи	3	7
211	все что	4	7
212	как она	2	7
213	мы и	2	7
214	эти два	2	7
215	сами по	2	7
216	со стороны	14	7
217	не всегда	4	7
218	не знает	2	7
219	мира и	2	7
220	точно так	2	7
221	с его	6	7
222	зависимости от	3	7
223	как в	9	7
224	в мире	8	7
225	даже если	2	7
226	но для	5	7
227	он сам	4	7
228	как на	2	7
229	но он	2	7
230	в другом	5	6
231	отношение к	2	6
232	они не	3	6
233	более или	2	6
234	того чтобы	7	6
235	в зависимости	3	6
236	одна из	5	6
237	в которой	2	6
238	по своей	3	6
239	но они	4	6
240	как все	2	6
241	она в	3	6
242	в себя	3	6
243	вместе с	3	6
244	о чем	6	6
245	или менее	2	6
246	по своему	3	6
247	о нем	5	6
248	одной стороны	5	6
249	когда она	2	6
250	можно было	2	6
251	более не	3	6
252	во всех	2	6
253	о котором	4	6
254	дело не	3	6
255	для него	8	6
256	того кто	2	6
257	всяком случае	2	6
258	во времени	9	5
259	с той	2	5
260	точку зрения	3	5
261	тот кто	2	5
262	что на	4	5
263	речь идет	3	5
264	для нее	2	5
265	если в	2	5
266	только к	3	5
267	это за	2	5
268	которая не	3	5
269	не является	7	5
270	и наконец	2	5
271	сих пор	3	5
272	едва ли	5	5
273	например в	2	5
274	что у	6	5
275	их в	4	5
276	в своих	2	5
277	раз и	2	5
278	тем или	2	5
279	вплоть до	5	5
280	и у	4	5
281	говоря о	2	5
282	в области	4	5
283	в него	2	5
284	все его	4	5
285	что с	2	5
286	в качестве	27	5
287	и еще	2	5
288	также не	2	5
289	к этому	2	5
290	к ней	3	5
291	одного и	2	5
292	тому же	9	5
293	зависит от	3	5
294	он и	2	5
295	в той	4	5
296	не обязательно	3	5
297	двух или	4	5
298	до сих	3	5
299	данном случае	12	4
300	и смерть	2	4
301	а как	2	4
302	это уже	3	4
303	своей собственной	2	4
304	а потому	2	4
305	что касается	3	4
306	представить себе	3	4
307	и личность	2	4
308	нас в	2	4
309	с другим	2	4
310	о себе	2	4
311	и мира	4	4
312	если не	4	4
313	личности как	2	4
314	том как	3	4
315	но именно	3	4
316	т п	2	4
317	говорил о	2	4
318	от этих	3	4
319	людей и	2	4
320	на себя	5	4
321	с нею	2	4
322	она сама	2	4
323	о ней	5	4
324	человек и	2	4
325	но уже	2	4
326	к ним	2	4
327	который не	2	4
328	этом отношении	5	4
329	у него	13	4
330	со всеми	3	4
331	не по	5	4
332	и является	2	4
333	точек зрения	2	4
334	и здесь	3	4
335	будто бы	2	4
336	к чему	3	4
337	видно что	2	4
338	не можем	2	4
339	к жизни	3	4
340	можно назвать	2	4
341	друг друга	2	4
342	же в	6	4
343	же самое	3	4
344	быть не	3	4
345	для нас	2	3
346	сознания в	3	3
347	от его	2	3
348	к ее	3	3
349	к своему	2	3
350	в москве	2	3
351	отличие от	6	3
352	а с	2	3
353	одной из	2	3
354	идет о	3	3
355	как именно	2	3
356	место в	3	3
357	говорить и	2	3
358	в первом	4	3
359	об одном	2	3
360	я сам	2	3
361	здесь не	4	3
362	о своем	2	3
363	по мере	2	3
364	на него	4	3
365	лишь в	3	3
366	как у	6	3
367	или просто	2	3
368	как известно	3	3
369	далеко не	6	3
370	я в	7	3
371	человеческого сознания	2	3
372	в свою	4	3
373	истории не	3	3
374	нового времени	2	3
375	тем же	3	3
376	только от	2	3
377	вслед за	4	3
378	история это	2	3
379	для себя	3	3
380	а стало	2	3
381	этого не	2	3
382	в современной	4	3
383	себе самом	2	3
384	только с	2	3
385	она была	2	3
386	а то	2	3
387	утверждает что	2	3
388	солнца и	2	3
389	так в	4	3
390	к другому	2	3
391	во время	2	3
392	себя но	2	3
393	или иного	3	3
394	в сознании	6	3
395	церкви и	2	3
396	в какой	2	3
397	не к	4	3
398	когда же	2	3
399	по его	3	3
400	не мог	7	3
401	в слове	4	3
402	однако не	2	3
403	между тем	5	3
404	имеем дело	4	3
405	человеческого опыта	3	2
406	как можно	2	2
407	бытия в	2	2
408	она может	2	2
409	еще раз	3	2
410	при всей	5	2
411	них как	2	2
412	наряду с	2	2
413	как к	3	2
414	и внутреннего	3	2
415	роль в	4	2
416	свою очередь	2	2
417	потому не	2	2
418	своей жизни	2	2
419	сомневаться в	2	2
420	в аспекте	3	2
421	во втором	6	2
422	не могла	2	2
423	однако в	4	2
424	в процессе	2	2
425	ни одного	2	2
426	ли он	2	2
427	и самого	3	2
428	нами не	2	2
429	начало и	3	2
430	но зато	4	2
431	и опять	2	2
432	дело в	2	2
433	у нее	8	2
434	в некотором	2	2
435	смысл не	2	2
436	обратим внимание	2	2
437	своей истории	2	2
438	было и	2	2
439	со своими	3	2
440	и прочих	2	2
441	его жизни	5	2
442	жизни но	3	2
443	себе но	2	2
444	строго говоря	2	2
445	не вполне	3	2
446	о них	5	2
447	сливаются в	2	2
448	еще в	4	2
449	внимание на	7	2
450	в других	2	2
451	столько же	2	2
452	в нашем	4	2
453	от которой	2	2
454	и состоит	6	2
455	в человеке	2	2
456	как для	2	2
457	в обоих	4	2
458	то есть	15	2
459	жизни так	3	2
460	времени в	3	2
461	сам себя	2	2
462	связано с	2	2
463	нем не	2	2
464	на том	2	2
465	они и	2	2
466	одного из	6	2
467	человеческой жизни	3	2
468	между ними	3	2
469	как образ	2	2
470	и физически	2	2
471	когда в	4	2
472	своего существования	2	2
473	имеет место	4	2
474	не объясняет	2	2
475	но при	5	2
476	в пространстве	3	2
477	в целом	5	2
478	на одном	2	2
479	на нее	2	2
480	жизни мы	2	2
481	а о	2	2
482	его внутренней	3	2
483	сознания ни	2	2
484	которые могут	2	2
485	человека в	2	2
486	жизни в	7	2
487	может оказаться	2	2
488	его и	2	2
489	а для	4	2
490	бытия то	2	2
491	он является	4	2
492	на этот	2	2
493	происходит это	2	2
494	раз в	4	2
495	которое не	2	2
496	человек в	3	2
497	к его	5	2
498	или иным	2	2
499	жизни а	4	2
500	времени но	2	2
501	и сам	4	2
502	которая в	2	2
503	мира в	4	2
504	этих двух	2	2
505	чем он	3	2
506	и сами	2	2
