N	2gram	Vygotskiy_	Istorich
242	в ее	7	10
243	и тот	4	10
244	почти всегда	3	10
245	но если	2	10
246	эта форма	2	10
247	говорит о	4	10
248	что эта	4	10
249	указывает на	6	10
250	но как	4	10
251	есть только	7	10
252	вслед за	10	10
253	не знаем	2	10
254	что эти	3	10
255	ее на	2	10
256	к ним	4	10
257	там же	2	10
258	на основе	2	10
259	в состоянии	4	10
260	не как	3	10
261	и других	4	10
262	а с	2	10
263	но так	2	10
264	в которой	6	10
265	ни в	9	10
266	его к	2	10
267	о чем	2	10
268	а на	4	10
269	не было	5	10
270	не можем	3	10
271	и к	5	10
272	в немецкой	2	10
273	бы мы	3	9
274	а как	2	9
275	тот же	8	9
276	в основе	13	9
277	если это	2	9
278	в свою	3	9
279	которой он	2	9
280	из этого	5	9
281	она в	2	9
282	в себя	3	9
283	не могут	6	9
284	означает что	2	9
285	это и	3	9
286	тогда когда	7	9
287	по этому	3	9
288	когда она	6	9
289	зависимости от	7	9
290	на этот	2	9
291	более или	3	9
292	зависит от	2	9
293	жизни и	5	9
294	и вновь	2	9
295	что на	4	9
296	не будет	4	9
297	том чтобы	9	9
298	или же	2	9
299	превращение в	2	9
300	или менее	3	9
301	только на	7	9
302	в чем	5	9
303	стороны и	3	9
304	и вместе	2	9
305	с его	3	9
306	и так	7	9
307	целый ряд	12	9
308	приводит к	3	9
309	тем самым	2	8
310	он же	3	8
311	должен быть	2	8
312	роль в	4	8
313	у них	2	8
314	только тогда	8	8
315	одно из	2	8
316	только что	3	8
317	что такое	2	8
318	тому как	10	8
319	во всяком	9	8
320	не дает	3	8
321	мы будем	2	8
322	образом и	4	8
323	есть ли	2	8
324	он говорит	4	8
325	смысле этого	2	8
326	на другой	3	8
327	из его	4	8
328	на это	2	8
329	надо сказать	3	8
330	в жизни	5	8
331	подобно тому	7	8
332	большей частью	3	8
333	же самое	8	8
334	и потому	2	8
335	оказывается что	5	8
336	что его	5	8
337	не так	2	8
338	ту же	6	8
339	в зависимости	6	8
340	чем это	2	8
341	та же	4	8
342	и из	7	8
343	которые в	3	8
344	от того	6	8
345	его с	3	8
346	и наоборот	2	8
347	и сам	3	8
348	можно сказать	2	8
349	независимо от	3	8
350	с другими	2	8
351	во сне	2	8
352	на нем	2	8
353	конечно не	2	8
354	на самом	6	7
355	это означает	2	7
356	в конце	6	7
357	состоит из	2	7
358	и о	4	7
359	а только	4	7
360	состоит в	5	7
361	однако в	2	7
362	не то	2	7
363	того чтобы	13	7
364	под влиянием	4	7
365	если в	2	7
366	тех же	2	7
367	и часто	2	7
368	себе и	2	7
369	вплоть до	3	7
370	есть не	6	7
371	когда мы	4	7
372	тому что	7	7
373	как она	4	7
374	что ни	2	7
375	и когда	5	7
376	мы опять	2	7
377	в какой	6	7
378	что я	4	7
379	того же	3	7
380	если мы	21	7
381	будто бы	2	7
382	всяком случае	7	7
383	как на	6	7
384	это мы	2	7
385	между тем	6	7
386	ее и	2	7
387	совершенно не	7	7
388	и при	3	7
389	те же	9	7
390	был бы	6	7
391	этого слова	5	7
392	уже и	2	7
393	ли это	3	7
394	думать что	3	7
395	для объяснения	3	7
396	им в	4	7
397	не есть	4	7
398	в области	12	7
399	самом деле	19	7
400	образом в	3	7
401	что оно	4	7
402	о ней	4	7
403	обращается к	2	7
404	к которым	4	7
405	он все	2	6
406	с той	2	6
407	для того	12	6
408	отличие от	6	6
409	можно ли	2	6
410	говорит что	10	6
411	как можно	3	6
412	как говорит	5	6
413	себе не	4	6
414	же что	2	6
415	самое что	2	6
416	были бы	2	6
417	не потому	3	6
418	дело с	10	6
419	этой точки	7	6
420	общественного развития	3	6
421	часто в	2	6
422	между ними	2	6
423	что все	10	6
424	формы и	11	6
425	в русском	4	6
426	и уже	2	6
427	от себя	4	6
428	на место	3	6
429	той же	9	6
430	заметить что	3	6
431	из которого	6	6
432	то в	2	6
433	не на	2	6
434	или как	2	6
435	также и	2	6
436	но что	3	6
437	должны будем	2	6
438	сводится к	3	6
439	в одну	2	6
440	этого вопроса	2	6
441	он дает	3	6
442	пришел к	2	6
443	его от	2	6
444	они и	2	6
445	это может	2	6
446	к жизни	2	6
447	только о	3	6
448	и тогда	3	6
449	этих двух	4	6
450	тому же	4	6
451	что по	5	6
452	к чему	2	6
453	же и	2	6
454	в область	3	5
455	в каком	3	5
456	это только	4	5
457	как нечто	3	5
458	только как	3	5
459	никак не	7	5
460	или не	2	5
461	в своих	12	5
462	это можно	3	5
463	что образ	2	5
464	или иное	2	5
465	показывает как	3	5
466	художественного творчества	6	5
467	по своему	2	5
468	говорит он	3	5
469	что если	7	5
470	показать что	12	5
471	это в	4	5
472	бы в	3	5
473	с ее	3	5
474	думают что	2	5
475	не означает	2	5
476	в самых	3	5
477	несмотря на	8	5
478	связи со	2	5
479	мы в	3	5
480	указывают на	2	5
481	в совершенно	5	5
482	но даже	4	5
483	в виду	6	5
484	совершенно точно	6	5
485	этом он	2	5
486	можно показать	3	5
487	мы получим	2	5
488	в нашей	4	5
489	лежит в	2	5
490	отличается от	4	5
491	еще более	2	5
492	оно не	2	5
493	без всякого	2	5
494	во все	2	5
495	на все	6	5
496	нас не	2	5
497	и очень	2	5
498	и может	3	5
499	и мы	6	5
500	которые не	3	5
501	в таком	5	5
502	в отличие	4	5
503	действия и	4	4
504	по тому	4	4
505	людей и	2	4
506	полагают что	4	4
507	и во	3	4
508	могут служить	3	4
509	и вообще	3	4
510	все время	6	4
511	время в	2	4
512	чистом виде	3	4
513	формы в	6	4
514	этой формы	2	4
515	столь же	6	4
516	себя и	3	4
517	чем в	2	4
518	одном из	2	4
519	и больше	2	4
520	они сами	2	4
521	впечатление что	2	4
522	в результате	4	4
523	задачи и	3	4
524	что есть	3	4
525	сами по	4	4
526	если же	3	4
527	слова в	5	4
528	не существует	4	4
529	как раз	4	4
530	из анализа	3	4
531	очевидно что	7	4
532	человека и	3	4
533	вывод что	2	4
534	в руках	2	4
535	и этот	3	4
536	могло бы	5	4
537	или его	3	4
538	что тот	3	4
539	случае в	3	4
540	только из	9	4
541	чтобы вызвать	3	4
542	который в	3	4
543	на тех	3	4
544	по сравнению	3	4
545	в глаза	2	4
546	как не	2	4
547	нас в	2	4
548	на почве	3	4
549	и сейчас	4	4
550	отнюдь не	11	4
551	с точки	12	4
552	все в	2	4
553	в действительности	4	4
554	почему именно	2	4
555	их с	2	4
556	и те	5	4
557	о его	2	4
558	считает что	2	4
559	при рассмотрении	2	4
560	другую сторону	2	4
561	дело в	2	4
562	с этого	2	4
563	только то	3	4
564	их от	3	4
565	мы найдем	2	4
566	указывает что	4	4
567	и которые	2	4
568	есть в	7	4
569	исходит из	5	4
570	в самом	18	4
571	они в	2	4
572	найти в	2	4
573	бы что	2	4
574	что именно	4	4
575	и поэтому	3	3
576	точку зрения	3	3
577	на основании	7	3
578	противоречие с	4	3
579	в такой	2	3
580	из всех	4	3
581	только при	4	3
582	не могли	4	3
583	точка зрения	6	3
584	в голове	2	3
585	представить себе	5	3
586	речь идет	4	3
587	сейчас же	5	3
588	а есть	2	3
589	и многие	3	3
590	только один	2	3
591	утверждают что	2	3
592	при таком	5	3
593	когда они	2	3
594	чтобы понять	4	3
595	человеческого тела	2	3
596	сравнению с	3	3
597	которых они	2	3
598	она должна	2	3
599	на эти	2	3
600	как таковое	2	3
601	на один	2	3
602	казалось бы	4	3
603	была бы	2	3
604	мы находим	2	3
605	мы хотели	2	3
606	совсем не	3	3
607	с теми	2	3
608	всех других	2	3
609	что даже	3	3
610	бы то	3	3
611	только мы	2	3
612	все то	4	3
613	что такие	3	3
614	как оно	2	3
615	должно быть	2	3
616	которые могут	2	3
617	как они	2	3
618	нигде не	2	3
619	него в	2	3
620	ни было	2	3
621	вследствие этого	2	3
622	а другой	3	3
623	в противоречие	3	3
624	всякий раз	10	3
625	тем же	4	3
626	все дело	3	3
627	из того	2	3
628	как к	2	3
629	воздействия на	2	3
630	этому поводу	3	3
631	больше и	2	3
632	при анализе	3	3
633	могли бы	3	3
634	исходя из	4	3
635	отметить что	2	3
636	именно к	2	3
637	то ни	2	3
638	что нужно	2	3
639	нам и	2	3
640	и нет	2	3
641	и другую	2	3
642	каждого из	3	3
643	в языке	3	3
644	остановиться на	2	3
645	от всех	3	3
646	только не	4	3
647	и делает	2	3
648	один и	2	3
649	может считаться	3	3
650	оно есть	3	3
651	для всех	5	3
652	в науке	2	3
653	имеет в	3	3
654	с двумя	2	3
655	едва ли	5	3
656	совершенно очевидно	3	3
657	это все	3	3
658	тем как	2	3
659	подойти к	2	3
660	и до	2	3
661	и той	5	3
662	не обладает	2	3
663	само по	8	3
664	лучше всего	2	3
665	тех пор	2	3
666	имеем дело	2	3
667	в полном	3	2
668	материал и	2	2
669	в каждом	5	2
670	наконец в	2	2
671	к более	2	2
672	легко заметить	4	2
673	в новой	2	2
674	свою очередь	3	2
675	представлений в	2	2
676	совершается в	2	2
677	это обстоятельство	3	2
678	материал для	4	2
679	если при	2	2
680	у того	2	2
681	мы считаем	2	2
682	значение и	3	2
683	почти все	3	2
684	и была	2	2
685	из их	2	2
686	прямо говорит	3	2
687	представления об	2	2
688	ее от	4	2
689	она является	3	2
690	именно потому	3	2
691	материала и	2	2
692	для выражения	7	2
693	в мышлении	2	2
694	и другими	4	2
695	и другой	6	2
696	материала в	2	2
697	формы не	3	2
698	можно с	2	2
699	и всякий	2	2
700	тем и	2	2
701	совершенно правильно	7	2
702	указанием на	2	2
703	целом не	2	2
704	т п	24	2
705	этого факта	2	2
706	одной и	6	2
707	согласиться с	2	2
708	из которой	2	2
709	быть в	2	2
710	в основу	3	2
711	в сущности	15	2
712	легче всего	6	2
713	идет не	3	2
714	как например	2	2
715	если она	2	2
716	то чтобы	4	2
717	сама по	2	2
718	все больше	2	2
719	то или	3	2
720	именно и	2	2
721	подходит к	2	2
722	социальной и	3	2
723	жизнь и	3	2
724	при всем	3	2
725	к чему-то	2	2
726	в конечном	6	2
727	это совершенно	3	2
728	совпадает с	4	2
729	показать как	2	2
730	характер этого	2	2
731	форму но	2	2
732	не к	2	2
733	взгляд на	2	2
734	смыслу этого	2	2
735	к одному	5	2
736	как одна	2	2
737	и следовательно	4	2
738	тому чтобы	3	2
739	в процессе	7	2
740	в известных	3	2
741	к другим	2	2
742	и далее	2	2
743	и таким	4	2
744	таком случае	3	2
745	людей а	2	2
746	роль что	2	2
747	такие же	2	2
748	этом не	2	2
749	всю жизнь	2	2
750	которой мы	2	2
751	из самых	2	2
752	для анализа	2	2
753	совпадают с	3	2
754	который он	3	2
755	себе а	4	2
756	же роль	2	2
757	отказаться от	4	2
758	которые мы	4	2
759	рассматриваться как	4	2
760	нас от	2	2
761	мысль что	5	2
762	в самой	2	2
763	мы получаем	4	2
764	или иных	2	2
765	от других	3	2
766	полагает что	2	2
767	выйти из	2	2
768	сам по	4	2
769	у всех	2	2
770	на примере	5	2
771	имеет своей	2	2
772	и об	2	2
773	которых мы	4	2
774	что для	5	2
775	есть нечто	4	2
776	оно было	2	2
777	не остается	2	2
778	того или	2	2
779	только потому	2	2
780	что с	5	2
781	это утверждение	2	2
782	случае не	2	2
783	себе представить	2	2
784	мышления и	3	2
785	обратиться к	3	2
786	в сознании	6	2
787	силу того	3	2
788	по мнению	2	2
789	случае если	2	2
790	форма этого	3	2
791	впадает в	2	2
792	думается что	3	2
793	в особый	2	2
794	человеческой психики	2	2
795	и приемы	2	2
796	чем к	2	2
797	ни у	2	2
798	смысле и	2	2
799	может дать	2	2
800	оно совершенно	2	2
801	бы ни	2	2
802	исходят из	2	2
803	чем же	2	2
804	не значит	2	2
805	утверждение что	2	2
