N	2gram	Losev_Prob	slovoVRo
247	в литературе	3	4
248	значение в	3	4
249	которая не	3	4
250	он может	2	4
251	о себе	2	4
252	из них	4	4
253	художественный образ	12	4
254	из этого	5	4
255	из него	2	4
256	как только	3	4
257	первый план	3	4
258	отношения к	3	4
259	по существу	2	4
260	на первый	6	4
261	как раз	11	4
262	чем он	2	4
263	данном случае	12	3
264	в нее	2	3
265	время и	2	3
266	нисколько не	2	3
267	еще раз	2	3
268	его от	3	3
269	глубоко и	4	3
270	но она	2	3
271	еще на	2	3
272	не был	3	3
273	себе как	4	3
274	но эта	4	3
275	такого рода	14	3
276	в одно	4	3
277	как это	4	3
278	от нас	3	3
279	в разных	4	3
280	от всякой	3	3
281	на котором	2	3
282	в свете	4	3
283	тому что	5	3
284	только с	5	3
285	на том	3	3
286	не требует	2	3
287	широком смысле	2	3
288	и без	9	3
289	между собой	3	3
290	смысле слова	19	3
291	переходит в	2	3
292	именно к	3	3
293	и до	3	3
294	не выходит	2	3
295	было бы	14	3
296	к проблеме	2	3
297	того и	2	3
298	этого слова	5	3
299	выходит за	2	3
300	исторического развития	2	3
301	и то	17	3
302	и вообще	20	3
303	или иного	5	3
304	к этому	2	3
305	того или	8	3
306	как оно	3	3
307	однако и	2	3
308	дело в	6	3
309	другом случае	2	3
310	это было	4	3
311	отличается от	8	3
312	на него	3	3
313	именно здесь	2	3
314	сама по	11	3
315	но уже	4	3
316	своим предметом	2	3
317	или иных	7	3
318	тем что	8	3
319	в связи	9	3
320	возможно и	2	3
321	и другие	4	3
322	быть очень	5	3
323	нами в	2	3
324	нас в	5	3
325	которых мы	2	3
326	ни с	5	3
327	тех или	10	3
328	не есть	57	3
329	и событий	2	3
330	в этой	10	3
331	на нем	3	3
332	потому что	40	3
333	если мы	24	3
334	и это	11	3
335	из себя	5	3
336	вещей и	2	3
337	произведения и	2	3
338	не знаем	2	3
339	самого предмета	2	3
340	здесь уже	2	3
341	мы говорили	3	3
342	и почти	2	3
343	и тем	16	3
344	без всякого	8	3
345	и нет	2	3
346	чем в	2	3
347	на самом	13	2
348	в таких	3	2
349	во все	3	2
350	ни о	8	2
351	о которых	3	2
352	слова но	3	2
353	не предмет	2	2
354	слова а	2	2
355	она может	2	2
356	есть только	5	2
357	непосредственно без	3	2
358	и у	2	2
359	например и	2	2
360	и могут	2	2
361	и есть	9	2
362	есть не	13	2
363	слова это	2	2
364	это и	11	2
365	речь о	2	2
366	как он	2	2
367	у них	2	2
368	и вся	2	2
369	так что	21	2
370	и за	2	2
371	и ни	5	2
372	а его	2	2
373	есть в	6	2
374	бы его	2	2
375	а с	2	2
376	то что	42	2
377	по своему	6	2
378	никак нельзя	4	2
379	что все	2	2
380	xix и	2	2
381	на которую	3	2
382	только не	6	2
383	и общества	3	2
384	произведения в	2	2
385	все категории	2	2
386	могли бы	6	2
387	жизнь в	3	2
388	на себе	5	2
389	художественном образе	3	2
390	у пушкина	9	2
391	этой точки	2	2
392	в известном	3	2
393	что не	4	2
394	для них	4	2
395	в ее	6	2
396	когда она	2	2
397	ведь в	2	2
398	свое произведение	2	2
399	и самый	3	2
400	только как	3	2
401	действительность но	2	2
402	что они	8	2
403	значение и	7	2
404	во всей	3	2
405	случае не	7	2
406	бы только	2	2
407	от всякого	3	2
408	да и	9	2
409	с которыми	2	2
410	время как	6	2
411	и между	2	2
412	то в	4	2
413	то и	9	2
414	утверждать что	3	2
415	независимо от	4	2
416	в смысловом	2	2
417	и что	9	2
418	символа в	5	2
419	можно было	7	2
420	бы быть	5	2
421	что она	5	2
422	с ней	5	2
423	при таком	2	2
424	не нужно	2	2
425	же в	6	2
426	но этот	2	2
427	перестает быть	3	2
428	в области	2	2
429	то или	5	2
430	при всех	2	2
431	и той	2	2
432	об этом	7	2
433	тот или	4	2
434	если оно	3	2
435	как о	6	2
436	ни было	5	2
437	тем не	23	2
438	у нас	17	2
439	иметь в	2	2
440	совершенно не	7	2
441	а именно	12	2
442	без всякой	3	2
443	нет никакой	4	2
444	самого же	2	2
445	чем не	4	2
446	ни к	3	2
447	к ней	2	2
448	но они	4	2
449	мы можем	11	2
450	не можем	5	2
451	заключается в	8	2
452	образ в	2	2
453	за ним	2	2
454	в самых	3	2
455	на то	6	2
456	что для	4	2
457	в котором	3	2
458	нас и	2	2
459	в своих	2	2
460	или иначе	2	2
461	в начале	3	2
462	есть от	2	2
463	и она	2	2
464	несмотря на	4	2
465	поскольку она	2	2
466	основная особенность	2	2
467	или иное	3	2
468	своим собственным	4	2
469	мы все	5	2
470	то время	6	2
471	не обязательно	4	2
472	и особенно	3	2
473	не просто	36	2
474	он есть	2	2
475	только о	3	2
476	и только	10	2
477	жизни но	2	2
478	не к	2	2
479	в нашем	13	2
480	не значит	3	2
481	однако не	4	2
482	мы и	5	2
