N	2gram	Voloshinov	Istorich
225	должны быть	4	11
226	на этой	3	10
227	что же	10	10
228	в ее	5	10
229	и тот	3	10
230	но если	2	10
231	только одна	2	10
232	говорит о	3	10
233	но как	2	10
234	есть только	3	10
235	связанных с	4	10
236	три года	2	10
237	их не	2	10
238	он и	2	10
239	на основе	3	10
240	в состоянии	2	10
241	не как	2	10
242	а с	2	10
243	но так	2	10
244	ли он	2	10
245	связаны с	2	10
246	в которой	5	10
247	ни в	12	10
248	его к	4	10
249	а на	2	10
250	не было	5	10
251	себя в	3	10
252	не можем	6	10
253	и к	7	10
254	в различных	2	10
255	социальной жизни	2	9
256	а как	3	9
257	он должен	2	9
258	в истории	4	9
259	тот же	10	9
260	в основе	6	9
261	силу и	2	9
262	если это	3	9
263	в свою	6	9
264	которой он	3	9
265	из этого	2	9
266	из него	3	9
267	в себя	5	9
268	не могут	7	9
269	это и	4	9
270	тогда когда	2	9
271	но эти	2	9
272	зависимости от	4	9
273	на этот	3	9
274	зависит от	2	9
275	но для	3	9
276	жизни и	7	9
277	таких случаях	2	9
278	на первый	5	9
279	или же	2	9
280	только на	4	9
281	в чем	9	9
282	с его	9	9
283	в течение	2	9
284	и так	2	9
285	приводит к	3	9
286	должен быть	2	8
287	роль в	7	8
288	одно из	6	8
289	здесь в	6	8
290	но вместе	2	8
291	для этого	6	8
292	вообще не	2	8
293	именно в	4	8
294	что такое	6	8
295	входит в	2	8
296	во всяком	9	8
297	не дает	4	8
298	на другой	2	8
299	на это	3	8
300	в жизни	7	8
301	большинстве случаев	6	8
302	может оказаться	2	8
303	же самое	2	8
304	и потому	12	8
305	не так	3	8
306	в зависимости	4	8
307	от того	5	8
308	его с	2	8
309	он был	3	8
310	и сам	3	8
311	можно сказать	6	8
312	независимо от	3	8
313	с другими	8	8
314	во сне	3	8
315	конечно не	10	8
316	на самом	6	7
317	в конце	2	7
318	и о	6	7
319	с самого	7	7
320	а только	4	7
321	большую роль	2	7
322	не то	2	7
323	того чтобы	5	7
324	под влиянием	3	7
325	тех же	5	7
326	вспомним что	2	7
327	и часто	2	7
328	себе и	3	7
329	в работе	2	7
330	о которых	2	7
331	половой зрелости	2	7
332	когда мы	2	7
333	тому что	5	7
334	нет в	2	7
335	также в	2	7
336	по всему	2	7
337	в какой	3	7
338	того же	3	7
339	если мы	7	7
340	будто бы	2	7
341	всяком случае	8	7
342	как на	3	7
343	между тем	3	7
344	совершенно не	9	7
345	и при	3	7
346	в эту	2	7
347	те же	9	7
348	между собой	4	7
349	приходит в	2	7
350	ли это	2	7
351	думать что	2	7
352	не есть	2	7
353	в области	4	7
354	самом деле	14	7
355	образом в	2	7
356	что оно	4	7
357	на них	2	7
358	страх перед	2	7
359	только через	2	7
360	для него	12	7
361	в большинстве	5	7
362	для того	6	6
363	отличие от	2	6
364	можно ли	3	6
365	обстоит дело	2	6
366	борьбы с	4	6
367	нам важно	3	6
368	равно как	2	6
369	же что	2	6
370	ничем не	2	6
371	и за	4	6
372	между ними	5	6
373	же он	2	6
374	что все	7	6
375	формы и	3	6
376	с большим	2	6
377	и уже	2	6
378	на место	3	6
379	самого начала	5	6
380	той же	5	6
381	заметить что	2	6
382	из которого	4	6
383	быть и	7	6
384	то в	2	6
385	к которой	2	6
386	что как	2	6
387	или как	3	6
388	также и	2	6
389	сводится к	4	6
390	и становится	3	6
391	в одну	2	6
392	он дает	3	6
393	из всего	2	6
394	они и	2	6
395	и оно	4	6
396	мог бы	2	6
397	только о	2	6
398	этих двух	3	6
399	оно может	3	6
400	все его	3	6
401	отношения к	2	6
402	в каком	7	5
403	это только	4	5
404	такого рода	2	5
405	это уже	3	5
406	и социальной	3	5
407	только как	4	5
408	проникнуть в	2	5
409	это было	2	5
410	не имели	2	5
411	только для	2	5
412	представления и	3	5
413	в своих	5	5
414	или иное	2	5
415	к отцу	16	5
416	вот как	2	5
417	дать ему	3	5
418	по своему	4	5
419	для них	3	5
420	вступить в	2	5
421	особого рода	2	5
422	другом месте	2	5
423	мотива в	2	5
424	бы в	2	5
425	с ее	4	5
426	наших дней	3	5
427	связи в	2	5
428	в самых	3	5
429	мы в	3	5
430	в совершенно	3	5
431	в связь	2	5
432	в виду	4	5
433	в нашей	2	5
434	отличается от	2	5
435	еще более	2	5
436	оно не	3	5
437	что между	2	5
438	этом мы	4	5
439	них не	3	5
440	мы и	4	5
441	одним словом	2	5
442	на все	3	5
443	тому кто	2	5
444	и очень	3	5
445	и может	4	5
446	да и	2	5
447	всех сторон	2	5
448	в таком	6	5
449	обратимся к	2	5
450	в отличие	2	5
451	но когда	2	5
452	к этим	2	4
453	связанное с	3	4
454	явление в	3	4
455	полагают что	4	4
456	нисколько не	4	4
457	и во	2	4
458	и вообще	4	4
459	все время	4	4
460	время в	2	4
461	все они	2	4
462	находятся в	2	4
463	можно сделать	2	4
464	себя и	4	4
465	действительно ли	3	4
466	нами выше	2	4
467	в глубине	2	4
468	это один	2	4
469	во второй	5	4
470	правда в	2	4
471	относится и	2	4
472	эти три	2	4
473	с этими	3	4
474	такие представления	2	4
475	и всей	2	4
476	во всей	3	4
477	в мир	4	4
478	в результате	3	4
479	теперь мы	4	4
480	если же	2	4
481	главе мы	5	4
482	не существует	4	4
483	ребенка в	3	4
484	как раз	6	4
485	он сам	5	4
486	для нее	2	4
487	человека и	6	4
488	а его	2	4
489	и этот	2	4
490	случае в	2	4
491	в глаза	2	4
492	как не	3	4
493	нас в	2	4
494	на почве	3	4
495	отнюдь не	5	4
496	с точки	15	4
497	и через	2	4
498	матери и	2	4
499	войти в	4	4
500	и те	5	4
501	дело в	2	4
502	миф и	3	4
503	и между	2	4
504	только то	5	4
505	человека с	3	4
506	в самом	12	4
507	чтобы получить	2	4
508	он их	2	3
509	нам уже	3	3
510	в свой	3	3
511	и поэтому	2	3
512	не пытается	2	3
513	это как	4	3
514	точку зрения	12	3
515	которые можно	2	3
516	на основании	5	3
517	противоречие с	2	3
518	в такой	2	3
519	на свет	2	3
520	где оно	3	3
521	только при	2	3
522	точка зрения	15	3
523	сейчас же	3	3
524	на языке	2	3
525	утверждают что	2	3
526	них и	2	3
527	на всю	2	3
528	в предыдущей	2	3
529	бы он	3	3
530	так сказать	7	3
531	и та	2	3
532	или во	2	3
533	в третий	2	3
534	при которой	2	3
535	о них	3	3
536	мы могли	2	3
537	о себе	4	3
538	на другую	2	3
539	чтобы не	2	3
540	оно и	8	3
541	на один	2	3
542	их нельзя	2	3
543	и было	2	3
544	мы находим	4	3
545	совсем не	6	3
546	всех других	2	3
547	бы то	3	3
548	все то	3	3
549	должно быть	2	3
550	нигде не	4	3
551	ни было	2	3
552	в несколько	2	3
553	меньшей мере	2	3
554	как его	2	3
555	тем же	3	3
556	слагается из	2	3
557	из того	2	3
558	все те	10	3
559	когда человек	2	3
560	как к	2	3
561	не делает	3	3
562	доказать что	2	3
563	всех людей	2	3
564	больше и	2	3
565	нам в	3	3
566	при анализе	3	3
567	могли бы	2	3
568	центр тяжести	3	3
569	отметить что	4	3
570	то ни	4	3
571	ст в	2	3
572	на первых	2	3
573	его уже	2	3
574	от всех	3	3
575	которые он	2	3
576	только не	3	3
577	раз и	3	3
578	один и	3	3
579	к его	3	3
580	для всех	3	3
581	в науке	2	3
582	едва ли	4	3
583	останавливаться на	2	3
584	в эпоху	3	3
585	подойти к	2	3
586	же объясняется	3	3
587	все основные	4	3
588	и до	5	3
589	и той	3	3
590	из этой	2	3
591	от начала	2	3
592	даже если	2	3
593	есть та	2	3
594	выйти за	3	3
595	у других	2	3
596	о своих	3	3
597	на другие	3	3
598	но их	2	3
599	как ее	2	2
600	и смерть	3	2
601	для всего	2	2
602	отцом и	3	2
603	все наше	2	2
604	свою очередь	4	2
605	в момент	2	2
606	материал для	2	2
607	можно не	2	2
608	из способов	2	2
609	стремление к	2	2
610	и начинается	2	2
611	современной европейской	2	2
612	самом же	2	2
613	в центре	3	2
614	ее от	2	2
615	по пути	2	2
616	но нет	2	2
617	наступления половой	2	2
618	всей той	2	2
619	которые на	2	2
620	первый план	4	2
621	в нашем	3	2
622	с помощью	20	2
623	и современная	2	2
624	быть это	2	2
625	одной и	3	2
626	согласиться с	3	2
627	к смерти	7	2
628	в прошлом	2	2
629	развития как	3	2
630	жизнь в	2	2
631	в основу	3	2
632	вещи и	2	2
633	легче всего	2	2
634	самого себя	2	2
635	или другими	2	2
636	же с	2	2
637	обе стороны	2	2
638	то или	2	2
639	именно и	4	2
640	человек может	2	2
641	в мире	2	2
642	с отцом	3	2
643	как с	4	2
644	в конечном	3	2
645	же из	2	2
646	человек не	2	2
647	не к	2	2
648	и следовательно	3	2
649	тому чтобы	3	2
650	в процессе	5	2
651	к другим	2	2
652	и таким	3	2
653	если его	2	2
654	и прежде	7	2
655	таком случае	4	2
656	другого человека	2	2
657	его таким	2	2
658	то она	2	2
659	не тот	4	2
660	такие же	3	2
661	теперь уже	2	2
662	обстоятельство что	2	2
663	отца в	2	2
664	не выходит	2	2
665	всю жизнь	2	2
666	которой мы	6	2
667	отсюда и	2	2
668	характер и	4	2
669	в круг	2	2
670	ступенях развития	3	2
671	это желание	2	2
672	отца и	3	2
673	так называемый	4	2
674	отказаться от	2	2
675	которые мы	2	2
676	должны прежде	2	2
677	мы остановимся	2	2
678	свой смысл	2	2
679	сказать о	3	2
680	за пределами	2	2
681	только одну	2	2
682	предмета и	2	2
683	от других	2	2
684	то обстоятельство	2	2
685	не лучше	4	2
686	по-видимому не	2	2
687	и должны	3	2
688	в поле	2	2
689	сам по	4	2
690	не следует	2	2
691	еще больше	2	2
692	это сделать	3	2
693	и об	2	2
694	остается в	3	2
695	в развитии	4	2
696	в последнем	4	2
697	которых мы	2	2
698	он пытается	3	2
699	не остается	3	2
700	жизни так	3	2
701	этот страх	2	2
702	нет никакого	3	2
703	его все	2	2
704	и тех	3	2
705	не входит	2	2
706	что с	2	2
707	это утверждение	2	2
708	ту сторону	4	2
709	случае не	3	2
710	и со	3	2
711	не исчерпывается	2	2
712	с которыми	4	2
713	от этих	2	2
714	в сознании	3	2
715	не заметил	2	2
716	не меняется	2	2
717	этот процесс	4	2
718	по мнению	8	2
719	все другие	2	2
720	к делу	2	2
721	ничего общего	4	2
722	как по	2	2
723	не поддается	3	2
724	человеческой психики	4	2
725	тому назад	2	2
726	нет и	4	2
727	с сыном	2	2
728	не имеющие	4	2
729	во многом	2	2
730	же деле	2	2
731	говорить о	5	2
732	природы и	3	2
733	чем же	6	2
734	учение о	6	2
