N	2gram	Bakhtin_Fr	KulturaY
436	взглянуть на	3	2
437	почти все	3	2
438	должен был	2	2
439	по его	3	2
440	не является	4	2
441	понятно что	2	2
442	от всякого	3	2
443	в известной	7	2
444	но они	4	2
445	нужно еще	2	2
446	и значение	2	2
447	во введении	4	2
448	новый тип	2	2
449	что только	2	2
450	связан с	5	2
451	мы сказали	2	2
452	это по	2	2
453	в жизни	7	2
454	в литературе	9	2
455	и так	2	2
456	касается до	2	2
457	поэтому в	3	2
458	это определение	2	2
459	человек в	2	2
460	и вообще	5	2
461	здесь только	2	2
462	имеем в	2	2
463	более широкое	2	2
464	во многом	3	2
465	речь и	2	2
466	в день	3	2
467	именно эта	2	2
468	и прежде	4	2
469	он и	3	2
470	и одновременно	6	2
471	это можно	2	2
472	лишь к	2	2
473	тому как	2	2
474	смысле но	2	2
475	ее можно	2	2
476	к числу	2	2
477	нашего анализа	2	2
478	это был	3	2
479	сравнению с	2	2
480	жива еще	3	2
481	во всем	5	2
482	из основных	2	2
483	совершенно иной	2	2
484	в себя	9	2
485	в совершенно	2	2
486	литературы и	7	2
487	это время	2	2
488	слов о	2	2
489	связана с	8	2
490	формах и	2	2
