N	2gram	Tiupa_Narr	slovoVRo
238	установкой на	2	4
239	в себя	3	4
240	как раз	9	4
241	чем он	3	4
242	данном случае	12	3
243	в нее	2	3
244	еще раз	3	3
245	такого рода	17	3
246	как это	7	3
247	людей и	2	3
248	тому что	4	3
249	только с	2	3
250	на том	2	3
251	между собой	3	3
252	в состав	5	3
253	было бы	2	3
254	в первом	4	3
255	как для	2	3
256	интерес к	3	3
257	и то	3	3
258	или иного	3	3
259	к этому	2	3
260	того или	3	3
261	в сознании	6	3
262	и внутренней	2	3
263	из этих	6	3
264	однако и	5	3
265	не все	2	3
266	дело в	2	3
267	если она	3	3
268	в составе	2	3
269	это было	3	3
270	в чужой	2	3
271	на него	4	3
272	но уже	2	3
273	во второй	2	3
274	как если	2	3
275	в связи	3	3
276	сознания в	3	3
277	жизни в	7	3
278	нас в	2	3
279	не могло	3	3
280	внутренней речи	3	3
281	за пределами	3	3
282	мир и	2	3
283	в этой	8	3
284	потому что	7	3
285	все что	4	3
286	в форме	7	3
287	и тем	9	3
288	ни о	3	2
289	которое может	2	2
290	могло быть	2	2
291	она может	2	2
292	однако на	2	2
293	них как	2	2
294	к себе	11	2
295	по своей	3	2
296	и у	4	2
297	слов в	2	2
298	это и	2	2
299	как он	3	2
300	не столь	2	2
301	а его	3	2
302	к различным	2	2
303	нем не	2	2
304	а с	2	2
305	то что	14	2
306	по своему	3	2
307	от этих	3	2
308	в герое	4	2
309	одного из	6	2
310	только не	2	2
311	в едином	2	2
312	к ним	2	2
313	друг для	2	2
314	высказывания в	3	2
315	этого не	2	2
316	которая в	2	2
317	и т.п	11	2
318	не могла	2	2
319	между ними	3	2
320	в известном	4	2
321	в единство	2	2
322	кругозора и	3	2
323	что не	2	2
324	место в	3	2
325	для них	2	2
326	в ее	4	2
327	когда она	2	2
328	в пределе	2	2
329	в двух	2	2
330	для автора	2	2
331	могут служить	2	2
332	себе самому	5	2
333	чем это	2	2
334	да и	5	2
335	первом случае	3	2
336	известном смысле	4	2
337	то в	4	2
338	то и	3	2
339	в смысловом	2	2
340	существенную роль	3	2
341	в равной	3	2
342	можно было	2	2
343	что она	3	2
344	от которого	3	2
345	та же	2	2
346	же в	6	2
347	автора в	2	2
348	в области	4	2
349	мира в	4	2
350	об этом	8	2
351	как о	2	2
352	человека как	2	2
353	в жизни	9	2
354	тем не	7	2
355	у нас	4	2
356	как у	6	2
357	а именно	2	2
358	действующих лиц	8	2
359	к ней	3	2
360	но они	4	2
361	мы можем	2	2
362	в какой	2	2
363	не можем	2	2
364	как известно	3	2
365	на то	4	2
366	столь же	6	2
367	в котором	3	2
368	глядя на	3	2
369	в своих	2	2
370	в последние	2	2
371	или иначе	2	2
372	в сфере	2	2
373	вступает в	2	2
374	героя но	3	2
375	приводит к	2	2
376	именно эта	2	2
377	в начале	4	2
378	в направлении	2	2
379	героя на	2	2
380	не обязательно	3	2
381	не просто	2	2
382	на роль	2	2
383	для друга	2	2
384	и только	2	2
385	нового времени	2	2
386	жизни но	3	2
387	персонажей и	2	2
388	не к	4	2
389	в нашем	4	2
390	к своей	2	2
391	однако не	2	2
392	мы и	2	2
393	подчеркнуть что	2	2
