N	2gram	Losev_Prob	Analitik
149	собственно говоря	5	7
150	однако не	4	7
151	всяком случае	8	7
152	внимание на	2	7
153	как мы	12	7
154	в таком	11	7
155	жизни но	2	7
156	в нашем	13	7
157	его в	4	6
158	из того	3	6
159	для всех	3	6
160	что не	4	6
161	не что	6	6
162	казалось бы	3	6
163	в нем	13	6
164	что на	2	6
165	не будет	3	6
166	тем более	8	6
167	или в	7	6
168	и состоит	2	6
169	и то	17	6
170	хотя бы	6	6
171	то в	4	6
172	его как	3	6
173	с самим	4	6
174	же в	6	6
175	во всем	2	6
176	художественное произведение	9	6
177	тем не	23	6
178	и более	6	6
179	так или	2	6
180	есть в	6	6
181	о себе	2	6
182	из которых	6	6
183	из них	4	6
184	уже в	5	6
185	вовсе не	62	6
186	не о	2	5
187	и потому	13	5
188	входит в	3	5
189	а и	2	5
190	но как	6	5
191	для себя	6	5
192	совершенно не	7	5
193	так что	21	5
194	самом деле	6	5
195	в искусстве	4	5
196	а с	2	5
197	не так	8	5
198	как предмет	2	5
199	он в	3	5
200	в художественном	5	5
201	или ином	3	5
202	в них	6	5
203	том или	6	5
204	с той	5	5
205	и по	3	5
206	и до	3	5
207	все эти	14	5
208	мы не	15	5
209	того и	2	5
210	этом случае	8	5
211	и здесь	8	5
212	да и	9	5
213	с их	2	5
214	к этому	2	5
215	с другими	6	5
216	и он	3	5
217	бы быть	5	5
218	с ее	5	5
219	как о	6	5
220	для того	5	5
221	в этих	6	5
222	тем что	8	5
223	еще и	10	5
224	самим собою	2	5
225	ни с	5	5
226	ни в	17	5
227	в котором	3	5
228	в слове	4	5
229	будто бы	7	5
230	что мы	12	5
231	и особенно	3	5
232	же его	2	5
233	все они	5	4
234	в отношении	4	4
235	и ее	7	4
236	в области	2	4
237	одним из	2	4
238	в стихотворении	2	4
239	нам представляется	4	4
240	а как	2	4
241	были бы	5	4
242	нас к	2	4
243	как он	2	4
244	а именно	12	4
245	только на	6	4
246	в любом	3	4
247	была бы	2	4
248	его от	3	4
249	о нем	2	4
250	и о	8	4
251	к нему	3	4
252	указывает на	13	4
253	и что	9	4
254	на себе	5	4
255	потому что	40	4
256	свидетельствует о	2	4
257	разного рода	4	4
258	нам не	2	4
259	из трех	2	4
260	в чем	5	4
261	его не	2	4
262	в известном	3	4
263	что же	9	4
264	здесь в	3	4
265	с ними	2	4
266	того чтобы	4	4
267	и во	5	4
268	и тогда	3	4
269	то ни	7	4
270	жизнь и	3	4
271	и т	20	4
272	бы и	7	4
273	сказать что	24	4
274	и от	11	4
275	по своему	6	4
276	с этим	5	4
277	но это	13	4
278	однако и	2	4
279	что она	5	4
280	бы в	3	4
281	в которой	3	4
282	отличается от	8	4
283	об этом	7	4
284	на него	3	4
285	сама по	11	4
286	в значительной	2	4
287	ни было	5	4
288	при наличии	2	4
289	здесь и	4	4
290	ее в	2	4
291	мы уже	4	4
292	или иных	7	4
293	в своих	2	4
294	и если	11	4
295	могли бы	6	4
296	этом смысле	5	4
297	произведения искусства	2	4
298	к самому	3	4
299	тех или	10	4
300	не было	6	4
301	или даже	6	4
302	бы не	2	4
303	это и	11	4
304	и есть	9	4
305	дело здесь	4	4
306	на самом	13	3
307	вопрос о	2	3
308	в таких	3	3
309	ни о	8	3
310	человеческой жизни	4	3
311	мы должны	13	3
312	от него	2	3
313	она может	2	3
314	для нее	2	3
315	слова как	3	3
316	один и	2	3
317	не был	3	3
318	может иметь	4	3
319	в виду	20	3
320	тут же	12	3
321	героя в	2	3
322	одной и	2	3
323	и за	2	3
324	при таком	2	3
325	на котором	2	3
326	себе в	5	3
327	с тем	9	3
328	говорилось выше	2	3
329	нам кажется	2	3
330	на первом	2	3
331	же не	2	3
332	она не	3	3
333	к этой	2	3
334	гораздо более	6	3
335	своей собственной	3	3
336	в ней	12	3
337	у пушкина	9	3
338	не говоря	2	3
339	между собой	3	3
340	только к	4	3
341	языка и	4	3
342	что все	2	3
343	в зависимости	3	3
344	пушкина и	3	3
345	в тех	3	3
346	заключается в	8	3
347	связи с	10	3
348	в связи	9	3
349	что они	8	3
350	во время	3	3
351	никто не	5	3
352	случае не	7	3
353	и больше	4	3
354	бы то	5	3
355	содержит в	13	3
356	для этого	9	3
357	никак не	13	3
358	и той	2	3
359	независимо от	4	3
360	какой бы	2	3
361	так как	14	3
362	можно было	7	3
363	дело в	6	3
364	всех этих	6	3
365	это было	4	3
366	речи в	2	3
367	и тот	2	3
368	зависимости от	3	3
369	и может	4	3
370	однако если	3	3
371	чистом виде	3	3
372	оказывается не	2	3
373	с людьми	2	3
374	тот или	4	3
375	и наконец	2	3
376	с этой	3	3
377	себе не	2	3
378	понимать как	4	3
379	ни к	3	3
380	ничто не	2	3
381	сами по	8	3
382	на этот	4	3
383	то он	3	3
384	при условии	4	3
385	также и	22	3
386	а то	4	3
387	что у	3	3
388	на свою	2	3
389	поэтому в	2	3
390	на то	6	3
391	но к	2	3
392	когда он	2	3
393	и с	11	3
394	если не	7	3
395	раз и	6	3
396	то его	2	3
397	жизни и	7	3
398	он сам	7	3
399	из этого	5	3
400	сам по	11	3
401	для науки	2	3
402	пока еще	3	3
403	не говорит	2	3
404	как на	2	3
405	же самое	20	3
406	не к	2	3
407	но с	2	3
408	и без	9	3
409	мы могли	4	3
410	указание на	2	3
411	первый взгляд	3	2
412	оно есть	2	2
413	оно и	2	2
414	при помощи	13	2
415	о которых	3	2
416	с теми	2	2
417	от всего	3	2
418	могло бы	3	2
419	представляет собою	2	2
420	так же	11	2
421	о и	2	2
422	для нас	23	2
423	в процессе	2	2
424	не имеют	4	2
425	еще раз	2	2
426	бы мы	2	2
427	даже не	3	2
428	произведения и	2	2
429	и самим	2	2
430	что из	2	2
431	является в	3	2
432	и прежде	3	2
433	он как	2	2
434	в чистом	4	2
435	что именно	3	2
436	ее и	2	2
437	это только	2	2
438	определенным образом	3	2
439	имеет в	2	2
440	в одно	4	2
441	и при	2	2
442	когда мы	24	2
443	к понятию	2	2
444	его внешней	2	2
445	или менее	2	2
446	может ли	2	2
447	же касается	5	2
448	от нас	3	2
449	быть в	2	2
450	в разных	4	2
451	в отдельности	2	2
452	не являются	4	2
453	элементов а	2	2
454	образом в	2	2
455	на которую	3	2
456	тому что	5	2
457	только с	5	2
458	в ту	2	2
459	а только	9	2
460	она есть	2	2
461	другое дело	5	2
462	более или	2	2
463	жизнь в	3	2
464	широком смысле	2	2
465	например как	2	2
466	этой точки	2	2
467	между прочим	4	2
468	произведение в	2	2
469	художественный смысл	2	2
470	для чего	3	2
471	с нею	2	2
472	не требует	2	2
473	и всякого	2	2
474	к их	2	2
475	что даже	6	2
476	по одному	2	2
477	анализа не	2	2
478	как нечто	9	2
479	одновременно и	4	2
480	здесь мы	5	2
481	произведения то	2	2
482	во всей	3	2
483	уже и	2	2
484	некоторого рода	13	2
485	по существу	2	2
486	но эта	4	2
487	одно и	4	2
488	к другим	2	2
489	что это	3	2
490	если они	2	2
491	бы он	2	2
492	есть ни	4	2
493	там и	4	2
494	но отнюдь	2	2
495	не будем	4	2
496	то и	9	2
497	утверждать что	3	2
498	нет ничего	6	2
499	таких случаях	2	2
500	не обязательно	4	2
501	ни для	2	2
502	время и	2	2
503	мы можем	11	2
504	вполне самостоятельное	2	2
505	значение в	3	2
506	именно здесь	2	2
507	в сравнении	4	2
508	на первый	6	2
509	да еще	3	2
510	но ведь	2	2
511	самой этой	4	2
512	имеет свою	3	2
513	у нас	17	2
514	все равно	6	2
515	художественности и	3	2
516	но они	4	2
517	сих пор	4	2
518	но если	12	2
519	которая является	2	2
520	мертвых душ	2	2
521	от его	4	2
522	за ним	2	2
523	себя не	3	2
524	не имеет	12	2
525	отвлеченной мысли	2	2
526	о самом	2	2
527	вообще не	5	2
528	самое время	10	2
529	в самой	4	2
530	он может	2	2
531	даже самое	2	2
532	уже по	2	2
533	их в	2	2
534	второго порядка	3	2
535	не вполне	3	2
536	еще более	3	2
537	что при	5	2
538	жизни не	2	2
539	свою собственную	3	2
540	истории в	2	2
541	этот вопрос	3	2
542	есть чисто	2	2
543	о в	2	2
544	не можем	5	2
545	сравнении с	4	2
546	учение о	3	2
547	модель в	2	2
548	то ли	2	2
549	мы и	5	2
550	не просто	36	2
551	и только	10	2
552	и сами	3	2
553	о которой	2	2
554	до сих	4	2
555	мы будем	3	2
556	тем же	2	2
