N	2gram	Losev_Prob	Freidism
281	есть только	5	3
282	во всей	3	3
283	случае не	7	3
284	в нашем	13	3
285	о которой	2	3
286	до сих	4	3
287	бы то	5	3
288	да и	9	2
289	сторон жизни	2	2
290	для самого	2	2
291	самого себя	4	2
292	в отношении	4	2
293	чтобы не	2	2
294	вопрос о	2	2
295	к этой	2	2
296	нет в	2	2
297	о которых	3	2
298	или иной	20	2
299	когда мы	24	2
300	с первого	3	2
301	и между	2	2
302	нас к	2	2
303	а также	6	2
304	то в	4	2
305	всего этого	2	2
306	из того	3	2
307	и об	3	2
308	или другими	2	2
309	и сама	4	2
310	для нее	2	2
311	таких случаях	2	2
312	же такое	3	2
313	бы и	7	2
314	дело в	6	2
315	и поэтому	3	2
316	к другим	2	2
317	самом же	7	2
318	бы в	3	2
319	такого рода	14	2
320	дело не	4	2
321	это было	4	2
322	отличается от	8	2
323	ни об	4	2
324	не имели	2	2
325	в отличие	2	2
326	о каком	2	2
327	в конце	7	2
328	не чисто	2	2
329	и часто	2	2
330	есть и	2	2
331	то мы	3	2
332	для себя	6	2
333	является чем-то	4	2
334	друг друга	5	2
335	если его	3	2
336	однако и	2	2
337	конце концов	4	2
338	при помощи	13	2
339	и тем	16	2
340	все они	5	2
341	находятся в	5	2
342	весь мир	2	2
343	в их	2	2
344	относится и	3	2
345	если и	2	2
346	ни было	5	2
347	но именно	4	2
348	и другие	4	2
349	а именно	12	2
350	ничем не	2	2
351	для нас	23	2
352	между собою	5	2
353	всей его	2	2
354	жизни а	4	2
355	отличие от	3	2
356	мы говорили	3	2
357	его не	2	2
358	нас в	5	2
359	которые мы	5	2
360	с одной	3	2
361	а с	2	2
362	образом в	2	2
363	очень много	4	2
364	о нем	2	2
365	и этот	3	2
366	мы только	4	2
367	в него	2	2
368	не имеет	12	2
369	относится к	4	2
370	явлений и	3	2
371	вообще не	5	2
372	также и	22	2
373	не есть	57	2
374	говорить об	2	2
375	с другой	14	2
376	каком случае	5	2
377	правда в	3	2
378	своему содержанию	6	2
379	он в	3	2
380	учения о	2	2
381	заметить что	2	2
382	с большим	2	2
383	исключительно в	2	2
384	еще более	3	2
385	только при	10	2
386	даже если	4	2
387	входит в	3	2
388	образы и	6	2
389	но все	5	2
390	а его	2	2
391	он и	3	2
392	не чем	2	2
393	одной стороны	2	2
394	этом смысле	5	2
395	жизнь в	3	2
396	об ее	3	2
397	из которых	6	2
398	но как	6	2
399	не то	2	2
400	вещи и	9	2
401	которых мы	2	2
402	ведь если	3	2
403	и значение	3	2
404	но если	12	2
405	равно как	2	2
406	же деле	7	2
407	идеи и	4	2
408	новое и	3	2
409	жизни но	2	2
410	то или	5	2
411	но когда	3	2
412	всех других	2	2
413	же как	5	2
414	из этого	5	2
415	на более	2	2
416	не выходит	2	2
417	и во	5	2
418	и всей	2	2
419	могли бы	6	2
420	в качестве	10	2
421	только о	3	2
422	это есть	5	2
423	же самое	20	2
424	отношения к	3	2
425	если же	4	2
426	не к	2	2
427	выходит за	2	2
428	что при	5	2
429	оказывается не	2	2
430	или иное	3	2
431	являются не	2	2
432	чем он	2	2
433	в нашей	4	2
434	будто бы	7	2
435	ровно ничего	2	2
436	чем иным	2	2
437	мы могли	4	2
438	ясно что	11	2
439	художественный образ	12	2
