N	2gram	Tiupa_Narr	DiskursI
472	в чем	3	2
473	к различным	2	2
474	от позиции	2	2
475	события свидетель	2	2
476	не являются	2	2
477	лицо и	2	2
478	для другого	2	2
479	в душе	3	2
480	как субъекта	2	2
481	действующих лиц	8	2
482	е годы	2	2
483	в него	2	2
484	личного опыта	2	2
485	к нему	5	2
486	чем и	2	2
487	только с	2	2
488	в нарративной	3	2
489	и судия	4	2
490	было и	2	2
491	свидетельствует о	4	2
492	чеховского письма	2	2
493	а потому	2	2
494	событийности бытия	2	2
495	самим собой	3	2
496	так в	4	2
497	однако на	2	2
498	ответ на	6	2
499	что может	2	2
500	мы его	2	2
501	в смене	2	2
502	лицо события	2	2
503	на ее	2	2
504	текста так	2	2
505	речь идет	3	2
506	не могло	3	2
507	тем или	2	2
508	она сама	2	2
509	о своей	3	2
510	перехода от	2	2
511	большей части	5	2
512	что с	2	2
513	в памяти	2	2
514	письма не	2	2
515	нарративную интригу	2	2
516	который в	2	2
517	же как	2	2
518	но достаточно	2	2
519	главного героя	5	2
520	интерес к	3	2
521	вовсе не	2	2
522	событие самого	2	2
523	коммуникативная ситуация	2	2
524	одного сознания	2	2
525	но зато	4	2
526	по поводу	3	2
527	она оказывается	2	2
528	регистров говорения	2	2
529	в город	2	2
530	дистанция между	2	2
531	поль рикёр	2	2
532	к читателю	2	2
533	тем более	2	2
534	в первой	3	2
535	что она	3	2
536	это было	3	2
537	свидетель и	3	2
538	один голос	2	2
539	мы можем	2	2
540	на него	4	2
541	то чтобы	2	2
542	о смерти	2	2
543	если бы	9	2
544	нарративное высказывание	3	2
545	автора в	2	2
546	и действия	2	2
547	в чужой	2	2
548	и чужого	2	2
549	сознания в	3	2
550	ивана иваныча	2	2
551	художественного высказывания	2	2
552	для того	4	2
553	с этой	3	2
554	о герое	3	2
555	обратим внимание	2	2
556	не по	5	2
557	себе и	2	2
558	и слушающих	3	2
559	х гг	2	2
560	нас в	2	2
561	заключает в	2	2
562	на фоне	2	2
563	при отсутствии	2	2
564	на этот	2	2
565	у него	13	2
566	из наиболее	6	2
567	первого лица	4	2
568	событие в	5	2
569	создает эффект	3	2
570	со своими	3	2
571	речевой деятельности	2	2
572	на то	4	2
573	второго лица	3	2
574	в роли	2	2
575	современная нарратология	4	2
576	человек в	3	2
577	по большей	5	2
578	лица и	2	2
579	по определению	3	2
580	и с	3	2
581	о них	5	2
582	его характер	2	2
583	или иным	2	2
584	жизни как	2	2
585	но для	5	2
586	героя но	3	2
587	в модальности	4	2
588	как все	2	2
589	большей или	2	2
590	как замечает	2	2
591	всякий раз	2	2
592	наррации как	3	2
593	с собачкой	17	2
594	со своей	3	2
595	в случае	4	2
596	времени но	2	2
597	он сам	4	2
598	чеховского творчества	3	2
599	первого и	2	2
600	иного рода	2	2
601	на роль	2	2
602	по его	3	2
603	и только	2	2
604	отсылают к	2	2
605	персонажей и	2	2
606	в нашем	4	2
607	главное действующее	2	2
608	этих двух	2	2
609	чтобы стать	2	2
610	чем он	3	2
611	а как	2	2
612	изменение состояния	2	2
613	с помощью	2	2
