N	2gram	Losev_Dial	KulturaY
586	есть ничто	3	2
587	оказывается что	5	2
588	можно только	5	2
589	я уже	9	2
590	это или	2	2
591	сознания и	5	2
592	его как	6	2
593	только к	3	2
594	когда есть	2	2
595	силу этого	3	2
596	бы к	2	2
597	это было	5	2
598	от другого	2	2
599	и часто	3	2
600	исходит из	2	2
601	которая не	2	2
602	себя самого	4	2
603	ее от	2	2
604	и ничего	5	2
605	известно что	4	2
606	иной раз	3	2
607	есть действительно	2	2
608	и понимания	2	2
609	имеется в	5	2
610	и хорошо	2	2
611	по его	2	2
612	выйти за	3	2
613	ничего общего	2	2
614	д не	3	2
615	от всякого	5	2
616	не стану	3	2
617	но они	3	2
618	раз на	2	2
619	время как	6	2
620	едва ли	2	2
621	сами по	3	2
622	в жизни	4	2
623	и так	2	2
624	только теперь	2	2
625	вообще не	3	2
626	не будет	5	2
627	их не	3	2
628	тут мы	4	2
629	ни один	2	2
630	равно как	2	2
631	зависит от	4	2
632	во что	5	2
633	меня в	2	2
634	чтобы быть	5	2
635	и вообще	7	2
636	возможна только	2	2
637	ему все	2	2
638	того кто	4	2
639	как принцип	2	2
640	вопрос в	2	2
641	и прежде	6	2
642	он и	3	2
643	не можем	3	2
644	он будет	3	2
645	тому как	5	2
646	из чего	2	2
647	есть конечно	3	2
648	как таковая	5	2
649	что эта	2	2
650	но тогда	11	2
651	это же	3	2
652	что было	2	2
653	и значит	3	2
654	во всем	5	2
655	в себя	4	2
656	но оно	2	2
657	чем же	3	2
658	все в	3	2
659	и чтобы	2	2
660	ровно ничего	9	2
661	как с	2	2
