N	2gram	Propp_Isto	VeschiIm
122	то не	2	7
123	тем что	8	7
124	вообще не	2	7
125	с этой	3	7
126	сравнению с	2	7
127	никогда не	9	6
128	вопрос о	4	6
129	независимо от	3	6
130	и все	4	6
131	а если	3	6
132	в нем	11	6
133	в своей	4	6
134	как мы	11	6
135	одна из	2	6
136	в данном	7	6
137	можно было	3	6
138	если я	3	6
139	все равно	3	6
140	этот вопрос	3	6
141	их в	6	6
142	жизни и	2	6
143	как только	2	6
144	в одном	9	6
145	и если	3	5
146	да и	2	5
147	мы должны	9	5
148	как к	2	5
149	ничем не	2	5
150	вместе с	12	5
151	себе в	2	5
152	как это	5	5
153	между прочим	4	5
154	то это	5	5
155	один из	7	5
156	на себя	5	5
157	мы видим	15	5
158	в его	7	5
159	о ней	2	5
160	хотя и	4	5
161	быть и	3	5
162	на это	4	5
163	об этом	8	5
164	и здесь	8	5
165	в жизни	3	5
166	подобно тому	3	5
167	что у	4	5
168	все что	4	5
169	в свою	5	5
170	только не	2	5
171	как она	2	5
172	тому как	3	5
173	если же	2	5
174	так же	16	4
175	она может	2	4
176	к себе	3	4
177	в силу	2	4
178	отношение к	4	4
179	и у	6	4
180	или другие	3	4
181	при помощи	11	4
182	так и	6	4
183	в отдельности	3	4
184	только тогда	2	4
185	в этой	7	4
186	то время	2	4
187	не то	2	4
188	же не	2	4
189	переходит в	4	4
190	его на	6	4
191	в качестве	4	4
192	не было	2	4
193	тот же	2	4
194	нельзя было	2	4
195	во всяком	2	4
196	с ними	5	4
197	и от	3	4
198	тут же	4	4
199	с этим	13	4
200	дело не	3	4
201	к ней	4	4
202	мы можем	10	4
203	на него	4	4
204	в особенности	3	4
205	и вот	3	4
206	его и	6	4
207	и о	2	4
208	и более	3	4
209	время как	2	4
210	в котором	5	4
211	если это	4	4
212	образом и	2	4
213	на этом	5	4
214	главным образом	3	4
215	равно как	3	4
216	находится в	4	4
217	еще более	3	4
218	он не	11	4
219	однако не	2	4
220	перед нами	4	3
221	из того	2	3
222	но как	2	3
223	но она	2	3
224	в другом	11	3
225	то мы	3	3
226	и эти	5	3
227	казалось бы	2	3
228	в виде	2	3
229	только на	2	3
230	в частности	6	3
231	если он	2	3
232	по существу	3	3
233	мы видели	18	3
234	к нему	12	3
235	только с	2	3
236	к тому	9	3
237	одной стороны	2	3
238	другой стороны	10	3
239	если не	2	3
240	в целом	4	3
241	же как	8	3
242	вот почему	3	3
243	тогда как	6	3
244	содержится в	2	3
245	все еще	7	3
246	из его	2	3
247	не все	7	3
248	она уже	2	3
249	говорит что	4	3
250	а я	3	3
251	только что	3	3
252	превращается в	10	3
253	что ее	3	3
254	как в	6	3
255	с одной	2	3
256	не мог	2	3
257	но все	5	3
258	является и	3	3
259	у него	4	3
260	не имеет	3	3
261	видели что	8	3
262	чтобы быть	3	3
263	он становится	2	3
264	и она	5	3
265	не можем	2	3
266	однако это	4	3
267	не говорит	2	3
268	или в	14	3
269	бы что	2	3
270	как нечто	3	3
271	у меня	5	3
272	этих двух	2	3
273	мы уже	9	3
274	но он	8	3
275	прочим и	2	2
276	данном случае	6	2
277	из дерева	2	2
278	руки и	2	2
279	на три	2	2
280	для нее	2	2
281	именно так	3	2
282	наряду с	4	2
283	является в	2	2
284	на столе	2	2
285	действительно есть	2	2
286	в виду	2	2
287	но эта	2	2
288	на все	2	2
289	это только	2	2
290	то она	2	2
291	не годится	4	2
292	же мы	2	2
293	его от	3	2
294	в руки	3	2
295	одно из	2	2
296	на этой	2	2
297	также есть	2	2
298	видим что	7	2
299	это уже	3	2
300	или по	5	2
301	с другом	2	2
302	или его	2	2
303	ту же	2	2
304	так в	8	2
305	что на	6	2
306	нет ничего	3	2
307	всяком случае	2	2
308	между собой	2	2
309	а затем	6	2
310	и этот	2	2
311	связи с	9	2
312	действительность но	2	2
313	в связи	5	2
314	не на	2	2
315	и они	4	2
316	меня не	4	2
317	в состоянии	2	2
318	есть у	2	2
319	в одну	3	2
320	он ничего	2	2
321	а также	5	2
322	утверждать что	2	2
323	что эта	2	2
324	здесь не	6	2
325	в начале	2	2
326	в особом	3	2
327	всем что	2	2
328	к этому	10	2
329	с ней	6	2
330	друг с	2	2
331	стороны и	3	2
332	что здесь	8	2
333	мы еще	3	2
334	как не	2	2
335	человека в	2	2
336	никуда не	2	2
337	и другие	6	2
338	одного из	2	2
339	себе и	2	2
340	но они	2	2
341	так но	2	2
342	на нее	4	2
343	она была	2	2
344	связан с	5	2
345	и так	3	2
346	не случайно	2	2
347	далеко не	3	2
348	не вполне	7	2
349	когда он	2	2
350	и к	4	2
351	но для	2	2
352	часто бывает	2	2
353	к чему	2	2
354	образом на	2	2
355	он и	4	2
356	для нас	6	2
357	и на	7	2
358	совершенно ясно	2	2
359	и наличие	2	2
360	он сам	2	2
361	и уже	2	2
362	с собой	4	2
363	конечно не	3	2
364	как будто	2	2
365	во всем	3	2
366	той же	3	2
