N	2gram	Vygotskiy_	EvropaiC
163	что если	3	3
164	и потому	3	3
165	и до	5	3
166	в начале	2	3
167	тем более	7	3
168	в тех	2	3
169	бы в	5	3
170	но даже	2	3
171	которые не	4	3
172	от того	7	3
173	только что	7	3
174	очевидно что	4	3
175	с этой	7	3
176	в этих	3	3
177	и других	4	3
178	в связи	3	3
179	и наконец	3	3
180	не надо	2	3
181	прежде всего	12	3
182	отличие от	3	3
183	двух разнородных	3	3
184	с одной	14	3
185	как известно	8	3
186	что только	2	3
187	одно из	3	3
188	в жизни	2	3
189	но не	6	3
190	рассматриваться как	3	3
191	и это	3	3
192	целом ряде	2	3
193	в данном	5	3
194	на этой	2	3
195	а в	4	3
196	в нем	2	3
197	в ней	2	3
198	что оно	6	3
199	тогда когда	8	3
200	не то	3	3
201	ко всем	3	3
202	для нас	4	3
203	с в	4	3
204	ближе к	2	3
205	может не	4	3
206	можно назвать	2	3
207	должны быть	2	3
208	было бы	12	3
209	и по	3	3
210	таким же	4	3
211	в истории	7	3
212	во всем	4	3
213	в нашем	3	3
214	в совершенно	5	3
215	же как	8	3
216	это представление	3	3
217	заключается в	12	3
218	тот же	7	3
219	как мы	11	3
220	мы будем	2	3
221	образом и	4	2
222	с которыми	2	2
223	психологии в	4	2
224	развития все	2	2
225	тех же	3	2
226	то и	4	2
227	всех тех	6	2
228	независимо от	10	2
229	только то	2	2
230	в процессе	19	2
231	из этой	2	2
232	между этими	7	2
233	а к	2	2
234	двумя крайними	3	2
235	к ним	2	2
236	одну из	4	2
237	и ее	9	2
238	чтобы быть	2	2
239	не потому	2	2
240	на одном	3	2
241	то время	5	2
242	и поэтому	2	2
243	что она	6	2
244	этими двумя	2	2
245	высшей степени	7	2
246	в другом	7	2
247	свою очередь	3	2
248	эти черты	2	2
249	в отдельных	3	2
250	но если	3	2
251	на него	3	2
252	потому и	2	2
253	для себя	7	2
254	на каждом	2	2
255	друг друга	5	2
256	должен быть	6	2
257	зависимости от	8	2
258	всех остальных	3	2
259	на первый	3	2
260	этих двух	4	2
261	в виду	5	2
262	он должен	4	2
263	между отдельными	3	2
264	из двух	3	2
265	в частности	8	2
266	по его	2	2
267	как при	2	2
268	что они	5	2
269	точку зрения	8	2
270	такой же	3	2
271	одной и	2	2
272	а для	2	2
273	в один	4	2
274	работы и	2	2
275	и из	2	2
276	другой вид	2	2
277	в высшей	7	2
278	показывают что	3	2
279	для него	5	2
280	только тогда	4	2
281	всех прочих	2	2
282	мы видели	8	2
283	на нее	2	2
284	именно потому	2	2
285	от них	2	2
286	том чтобы	6	2
287	чем другие	2	2
288	в эту	4	2
289	не имеет	5	2
290	отдельные элементы	3	2
291	это обстоятельство	2	2
292	также и	2	2
293	что у	3	2
294	тому что	6	2
295	она не	3	2
296	в ту	2	2
297	на том	2	2
298	в самой	4	2
299	в котором	6	2
300	если это	2	2
301	их в	6	2
302	понимают друг	2	2
303	те же	2	2
304	ту же	3	2
305	в своих	6	2
306	в свою	4	2
307	этот вопрос	6	2
308	к другу	3	2
309	что на	2	2
310	в которых	6	2
311	одной стороны	15	2
312	но для	2	2
313	но на	4	2
314	на этом	3	2
315	и те	2	2
316	между ними	2	2
317	отнюдь не	2	2
318	гораздо менее	3	2
319	не понимают	2	2
320	по этому	4	2
321	в них	5	2
322	только не	2	2
323	представить себе	5	2
324	что же	3	2
325	всяком случае	5	2
326	же что	2	2
327	жизни и	2	2
328	друг к	2	2
329	сообразно с	2	2
330	а затем	5	2
331	но вместе	5	2
332	во всяком	6	2
333	говорить о	4	2
334	и его	10	2
335	в сущности	13	2
336	же время	2	2
337	и только	2	2
338	а следовательно	2	2
339	с ее	3	2
340	и сам	2	2
341	которой мы	3	2
342	во всей	8	2
343	и более	6	2
344	образом как	3	2
345	что эти	3	2
346	этого слова	7	2
347	в себя	2	2
348	о которой	2	2
349	но с	3	2
350	той же	4	2
351	я не	4	2
352	вовсе не	5	2
353	мы и	3	2
354	в основе	9	2
