N	2gram	Propp_Isto	Marksizm
371	с целью	2	2
372	даже не	2	2
373	это было	2	2
374	также в	2	2
375	его за	2	2
376	но уже	5	2
377	мы еще	2	2
378	из нее	2	2
379	превращается в	10	2
380	та же	2	2
381	и наконец	2	2
382	она в	2	2
383	героя и	3	2
384	с этой	4	2
385	во время	12	2
386	и другие	5	2
387	говорит он	2	2
388	на смену	4	2
389	формы этого	4	2
390	не по	3	2
391	что его	4	2
392	себе и	2	2
393	на него	10	2
394	есть в	2	2
395	является и	4	2
396	во всем	4	2
397	по которым	2	2
398	язык и	2	2
399	видели что	2	2
400	их в	7	2
401	зависит от	4	2
402	найти в	2	2
403	это так	2	2
404	где нет	2	2
405	а именно	8	2
406	что мы	4	2
407	этом мы	2	2
408	это же	4	2
409	не совсем	6	2
410	по его	2	2
411	ту же	2	2
412	мы и	3	2
413	но он	2	2
