N	2gram	Bakhtin_KF	Psycholo
366	на основе	7	3
367	для этой	3	2
368	от его	5	2
369	лежат в	3	2
370	с другим	4	2
371	жизни в	5	2
372	для которого	3	2
373	себе как	2	2
374	случае мы	2	2
375	бы оно	2	2
376	места и	4	2
377	в моем	6	2
378	акт и	4	2
379	другое дело	2	2
380	однако что	2	2
381	в данный	3	2
382	и чувство	2	2
383	других людей	3	2
384	и должна	3	2
385	бы он	2	2
386	я уже	2	2
387	событие в	5	2
388	чем не	4	2
389	нашей деятельности	2	2
390	было и	2	2
391	есть лишь	5	2
392	как момент	13	2
393	жизни как	5	2
394	это целое	2	2
395	к содержанию	2	2
396	она могла	2	2
397	и делает	3	2
398	и жизни	4	2
399	чтобы не	2	2
400	или иной	2	2
401	нас важно	2	2
402	целом не	2	2
403	ни у	2	2
404	возможности в	2	2
405	и т.д	4	2
406	нет в	4	2
407	ведь это	2	2
408	себя за	2	2
409	под ним	2	2
410	они находятся	2	2
411	как предмет	2	2
412	ко всему	5	2
413	смысле и	2	2
414	той или	3	2
415	с этого	2	2
416	есть именно	2	2
417	как оно	2	2
418	герой и	2	2
419	вследствие этого	2	2
420	а для	2	2
421	время и	5	2
422	или иным	2	2
423	которой все	2	2
424	и всех	2	2
425	может дать	3	2
426	человек не	2	2
427	данный момент	3	2
428	а следовательно	3	2
