N	2gram	Bakhtin_Fr	Analitik
124	в основе	7	8
125	о его	2	8
126	дело не	3	8
127	если бы	3	8
128	времени и	5	8
129	как известно	3	8
130	он и	10	8
131	с точки	4	8
132	с ним	3	8
133	вплоть до	5	7
134	в литературе	10	7
135	в другом	3	7
136	в году	11	7
137	на его	4	7
138	в ее	5	7
139	все это	6	7
140	который в	2	7
141	во всяком	2	7
142	одна из	3	7
143	в противоположность	2	7
144	по преимуществу	3	7
145	как будто	2	7
146	и для	6	7
147	у него	14	7
148	в одном	7	7
149	всяком случае	2	7
150	как мы	18	7
151	в таком	2	7
152	в нашем	5	7
153	его в	7	6
154	те же	6	6
155	в нем	12	6
156	что на	2	6
157	или в	3	6
158	он был	5	6
159	включая и	2	6
160	и то	2	6
161	хотя бы	2	6
162	то в	2	6
163	из этих	2	6
164	превращается в	4	6
165	же в	2	6
166	во всем	4	6
167	вследствие этого	2	6
168	и более	2	6
169	на этом	3	6
170	из них	8	6
171	уже в	4	6
172	вовсе не	18	6
173	и потому	6	5
174	входит в	2	5
175	но как	5	5
176	со смертью	3	5
177	каждый из	2	5
178	самом деле	5	5
179	в романе	24	5
180	в один	2	5
181	не так	3	5
182	в эту	7	5
183	в общем	2	5
184	он в	2	5
185	в художественном	3	5
186	в них	19	5
187	а затем	2	5
188	и по	4	5
189	и до	14	5
190	все эти	16	5
191	мы не	3	5
192	принадлежит к	2	5
193	тот же	4	5
194	и здесь	5	5
195	да и	2	5
196	с их	5	5
197	одно из	3	5
198	к этому	6	5
199	и он	2	5
200	и смерти	3	5
201	мира в	2	5
202	в особенности	6	5
203	как о	2	5
204	в культуре	4	5
205	для того	5	5
206	и их	5	5
207	в этих	8	5
208	такой же	3	5
209	тем что	6	5
210	еще и	6	5
211	ни в	6	5
212	в котором	3	5
213	романа в	3	5
214	в слове	2	5
215	все что	4	5
216	будто бы	2	5
217	с таким	3	5
218	еще в	4	5
219	к жизни	2	5
220	и особенно	2	5
221	нового времени	2	5
222	все они	5	4
223	в отношении	3	4
224	его к	3	4
225	или точнее	2	4
226	и ее	3	4
227	в области	5	4
228	наконец в	3	4
229	отношение к	11	4
230	одним из	2	4
231	как он	4	4
232	только на	4	4
233	о нем	3	4
234	и о	5	4
235	ко второму	2	4
236	к нему	4	4
237	или меньшей	3	4
238	и что	2	4
239	потому что	3	4
240	свидетельствует о	2	4
241	связь с	6	4
242	так в	4	4
243	в чем	3	4
244	здесь в	6	4
245	с ними	4	4
246	того чтобы	6	4
247	и во	6	4
248	жизнь и	2	4
249	сказать что	3	4
250	и от	4	4
251	по своему	3	4
252	значительной степени	2	4
253	с этим	2	4
254	но это	5	4
255	в которой	6	4
256	о своем	2	4
257	об этом	3	4
258	в значительной	3	4
259	здесь и	6	4
260	мы уже	19	4
261	между ними	4	4
262	или иных	2	4
263	в своих	7	4
264	и если	2	4
265	жизни как	2	4
266	большей или	3	4
267	тех или	2	4
268	не было	7	4
269	это и	4	4
270	и есть	5	4
271	основе своей	2	4
272	на основе	3	4
273	на самом	7	3
274	в таких	3	3
275	которые в	2	3
276	когда же	2	3
277	один и	3	3
278	в состоянии	2	3
279	включает в	2	3
280	и далее	3	3
281	не был	4	3
282	одному из	2	3
283	ему и	2	3
284	видеть в	2	3
285	ведь это	3	3
286	в виду	8	3
287	тут же	3	3
288	только во	3	3
289	и был	3	3
290	одной и	2	3
291	и за	3	3
292	на котором	2	3
293	к этой	3	3
294	речи и	2	3
295	при анализе	3	3
296	том числе	4	3
297	мира и	4	3
298	в ней	6	3
299	остается в	2	3
300	быть может	2	3
301	случае в	2	3
302	что все	2	3
303	связи с	8	3
304	в связи	7	3
305	что они	3	3
306	во время	17	3
307	из его	2	3
308	на языке	2	3
309	для этого	3	3
310	никак не	3	3
311	например в	2	3
312	и той	2	3
313	какой бы	2	3
314	так как	7	3
315	так сказать	7	3
316	можно было	3	3
317	хотя в	2	3
318	дело в	4	3
319	всех этих	5	3
320	о котором	2	3
321	это было	2	3
322	и всего	2	3
323	его за	2	3
324	и тот	4	3
325	только для	6	3
326	и наконец	5	3
327	где он	2	3
328	смысл и	2	3
329	они не	4	3
330	также и	6	3
331	что у	2	3
332	поэтому в	2	3
333	представляется нам	2	3
334	и с	15	3
335	ко всему	2	3
336	раз и	2	3
337	то его	2	3
338	жизни и	6	3
339	из этого	3	3
340	слова в	3	3
341	как на	3	3
342	всякий раз	2	3
343	не к	2	3
344	но он	9	3
345	к одному	2	2
346	в большинстве	3	2
347	начиная с	3	2
348	в доме	3	2
349	так же	3	2
350	как человек	2	2
351	в одной	3	2
352	на эту	2	2
353	еще раз	2	2
354	смертью в	3	2
355	что из	2	2
356	к которому	2	2
357	и прежде	4	2
358	от лица	2	2
359	том же	4	2
360	имеет в	2	2
361	одном из	2	2
362	и при	2	2
363	это как	2	2
364	своей жизни	3	2
365	быть в	2	2
366	в разных	3	2
367	при описании	2	2
368	характерно что	2	2
369	образом в	3	2
370	эпизода с	3	2
371	так например	2	2
372	от них	2	2
373	в прошлом	2	2
374	существования и	2	2
375	в ту	8	2
376	культуры в	3	2
377	жизнь в	3	2
378	все его	2	2
379	хотя он	3	2
380	с нею	2	2
381	смысле этого	2	2
382	и др	9	2
383	там где	6	2
384	как нечто	3	2
385	одновременно и	3	2
386	здесь мы	3	2
387	всех своих	2	2
388	во всей	3	2
389	слов и	4	2
390	уже и	2	2
391	мы видим	9	2
392	что это	4	2
393	этой сцены	2	2
394	с этими	2	2
395	но дело	4	2
396	всех сторон	2	2
397	ни для	4	2
398	думать что	2	2
399	и слово	2	2
400	лицевая сторона	2	2
401	значение в	4	2
402	прежде чем	2	2
403	и вот	4	2
404	но ведь	3	2
405	у нас	4	2
406	со всеми	5	2
407	существенное значение	2	2
408	в течение	3	2
409	но они	4	2
410	сих пор	6	2
411	на протяжении	7	2
412	культуры и	7	2
413	понимание и	2	2
414	по словам	2	2
415	связаны с	6	2
416	в дальнейшем	4	2
417	раз в	4	2
418	их в	7	2
419	еще более	5	2
420	в мировой	4	2
421	ко всем	3	2
422	жизнью и	4	2
423	к тем	2	2
424	этой системе	2	2
425	в форме	3	2
426	как его	2	2
427	них не	2	2
428	у меня	2	2
429	до сих	6	2
430	связь между	3	2
431	самый момент	2	2
432	тем же	2	2
433	в системе	3	2
