N	2gram	Bakhtin_fo	RusskieA
239	точки зрения	14	3
240	в различных	2	3
241	с которой	2	3
242	и те	4	3
243	большинстве случаев	2	3
244	совсем не	4	3
245	в ее	6	3
246	и во	13	3
247	сюда же	2	3
248	в своей	2	3
249	он был	2	3
250	смерти в	3	3
251	значение и	7	3
252	нет и	4	3
253	из самых	3	3
254	место в	4	3
255	хотя и	5	3
256	имеет место	6	3
257	и то	5	3
258	или не	2	3
259	с другими	3	3
260	существенного значения	2	3
261	по отношению	3	3
262	и еще	3	3
263	другой день	2	3
264	в которой	3	3
265	от этого	4	3
266	к другу	2	3
267	если бы	6	3
268	на первый	2	3
269	жизни в	11	3
270	отношению к	5	3
271	сих пор	4	3
272	жизнь и	4	3
273	с одной	5	3
274	есть в	3	3
275	ее к	2	3
276	не к	2	3
277	в человеческую	2	3
278	все что	2	3
279	и этим	2	3
280	их и	3	3
281	находится в	3	3
282	можно назвать	2	3
283	друг к	2	3
284	с точки	9	3
285	здесь не	5	3
286	и его	26	3
287	же и	2	3
288	как на	2	3
289	тому же	2	3
290	в большинстве	3	3
291	быть и	4	3
292	до сих	4	3
293	время и	4	2
294	во все	4	2
295	следовательно и	3	2
296	и следовательно	5	2
297	не имеют	4	2
298	в себе	7	2
299	и вообще	3	2
300	само собой	2	2
301	не как	2	2
302	их к	3	2
303	в конце	11	2
304	отношение к	5	2
305	и наконец	6	2
306	вера в	2	2
307	за счет	2	2
308	должен быть	2	2
309	а как	3	2
310	он должен	2	2
311	между ними	5	2
312	в частности	11	2
313	самом деле	2	2
314	т п	18	2
315	в один	2	2
316	утверждает что	2	2
317	его от	3	2
318	в ряд	8	2
319	этого времени	2	2
320	в него	2	2
321	всем этим	4	2
322	они не	4	2
323	с другом	5	2
324	в другую	3	2
325	мы наблюдаем	2	2
326	в более	2	2
327	людей и	2	2
328	здесь все	2	2
329	ряду с	2	2
330	а мы	2	2
331	точка зрения	4	2
332	его жизнь	2	2
333	ту же	4	2
334	далее в	3	2
335	характер в	2	2
336	одной стороны	3	2
337	он так	2	2
338	с нею	2	2
339	о своей	2	2
340	здесь в	6	2
341	над ними	2	2
342	не были	4	2
343	между двумя	6	2
344	мы видим	4	2
345	и всей	2	2
346	себя и	6	2
347	этому вопросу	2	2
348	в дальнейшем	10	2
349	можно сказать	2	2
350	значение в	5	2
351	для него	5	2
352	с его	10	2
353	сказать что	4	2
354	все то	2	2
355	на которые	2	2
356	он не	6	2
357	нет в	2	2
358	когда мы	2	2
359	место и	3	2
360	значит что	2	2
361	и он	3	2
362	как оно	2	2
363	в начале	3	2
364	тем более	4	2
365	дело в	3	2
366	в каждом	2	2
367	должно быть	6	2
368	особенно в	3	2
369	в новое	4	2
370	время не	2	2
371	в прошлом	3	2
372	из нее	2	2
373	и даже	5	2
374	мы можем	2	2
375	друг с	5	2
376	целый ряд	2	2
377	этим в	2	2
378	обычно в	2	2
379	к вопросу	2	2
380	этом отношении	5	2
381	не является	4	2
382	как по	2	2
383	с этой	3	2
384	совершенно не	3	2
385	как у	2	2
386	по всему	3	2
387	в пределах	8	2
388	быть только	4	2
389	нас в	3	2
390	не могло	5	2
391	они как	2	2
392	в жизни	6	2
393	ни с	3	2
394	и так	2	2
395	этот не	2	2
396	и является	2	2
397	дело здесь	2	2
398	за пределами	2	2
399	в чем	3	2
400	оно не	3	2
401	но на	4	2
402	литературы в	3	2
403	виду что	2	2
404	по себе	3	2
405	равно как	4	2
406	и всех	2	2
407	раз и	3	2
408	в человеческом	2	2
409	в стороне	2	2
410	к другому	2	2
411	особое значение	2	2
412	у него	8	2
413	друг другу	4	2
414	день и	2	2
415	как его	3	2
416	но оно	2	2
417	в нашем	3	2
418	но эта	5	2
419	не оставляет	6	2
420	все в	3	2
421	однако не	2	2
422	необходимо указать	2	2
423	они с	3	2
