N	2gram	Bakhtin_Pr	VeschiIm
204	оно и	2	4
205	так же	8	4
206	и сама	2	4
207	она может	2	4
208	к себе	6	4
209	в конце	8	4
210	отношение к	4	4
211	и у	3	4
212	в их	6	4
213	так и	8	4
214	это я	2	4
215	что все	2	4
216	в этой	5	4
217	более или	4	4
218	то время	2	4
219	этой точки	2	4
220	же не	4	4
221	так чтобы	7	4
222	его на	2	4
223	того чтобы	2	4
224	не было	5	4
225	тот же	2	4
226	во всяком	7	4
227	с ними	2	4
228	в основе	4	4
229	и от	3	4
230	ее как	4	4
231	слово и	9	4
232	само по	4	4
233	то в	2	4
234	с этим	3	4
235	есть в	2	4
236	только то	3	4
237	и эта	2	4
238	и еще	2	4
239	с самим	3	4
240	на него	6	4
241	себя самого	3	4
242	его и	3	4
243	и о	7	4
244	отношении к	5	4
245	она является	2	4
246	время как	2	4
247	в котором	7	4
248	образом и	4	4
249	точке зрения	3	4
250	на этом	2	4
251	или менее	4	4
252	нею и	2	4
253	находится в	2	4
254	еще более	2	4
255	сам по	2	4
256	же время	13	4
257	он не	14	4
258	и сам	6	4
259	однако не	3	4
260	а следовательно	2	4
261	и понимания	4	3
262	ему не	2	3
263	перед нами	12	3
264	к одному	7	3
265	но как	4	3
266	человека и	2	3
267	в другом	3	3
268	что из	2	3
269	себе не	2	3
270	но именно	3	3
271	только на	3	3
272	а с	2	3
273	по существу	6	3
274	к нему	11	3
275	к тому	4	3
276	была бы	5	3
277	вот это	2	3
278	и само	2	3
279	с которой	2	3
280	другой стороны	6	3
281	себя как	3	3
282	нельзя сказать	2	3
283	в целом	8	3
284	же как	2	3
285	и во	3	3
286	в истории	2	3
287	все еще	2	3
288	из его	3	3
289	от этого	2	3
290	и нет	6	3
291	не нужно	2	3
292	мыслить и	2	3
293	и самое	4	3
294	превращается в	5	3
295	себе что	2	3
296	как в	7	3
297	но все	6	3
298	сами по	4	3
299	у него	11	3
300	не имеет	2	3
301	в своих	4	3
302	в самой	9	3
303	оно может	2	3
304	я в	2	3
305	выражение в	6	3
306	из которых	3	3
307	есть конечно	4	3
308	образ действительности	2	3
309	к другому	6	3
310	однако в	3	3
311	бы ни	3	3
312	перестает быть	4	3
313	или в	7	3
314	он есть	6	3
315	отношения к	5	3
316	у меня	6	3
317	мы будем	2	3
318	мы уже	4	3
319	но он	4	3
320	не о	3	2
321	данном случае	2	2
322	следовательно и	3	2
323	тому что	3	2
324	бытия в	3	2
325	к этим	2	2
326	а что	5	2
327	не как	20	2
328	то есть	3	2
329	него как	3	2
330	не был	2	2
331	является в	2	2
332	в одно	4	2
333	подходит к	2	2
334	воздерживается от	2	2
335	себе как	2	2
336	слово в	10	2
337	конце концов	7	2
338	в виду	3	2
339	но эта	5	2
340	человека по	2	2
341	как он	3	2
342	что если	3	2
343	и со	4	2
344	точку зрения	7	2
345	на вопрос	2	2
346	бы сказать	2	2
347	одно из	2	2
348	но эти	4	2
349	зрения и	5	2
350	он говорит	2	2
351	с другом	3	2
352	уже в	5	2
353	не из	3	2
354	по природе	2	2
355	и человек	2	2
356	ту же	2	2
357	а потому	2	2
358	знает что	2	2
359	всяком случае	4	2
360	между собой	2	2
361	том или	2	2
362	тем или	2	2
363	связи с	3	2
364	при чем	3	2
365	не на	7	2
366	того и	4	2
367	это вовсе	2	2
368	в первом	2	2
369	мы сказали	3	2
370	и они	2	2
371	в первой	3	2
372	на их	2	2
373	но зато	2	2
374	он ничего	2	2
375	все то	5	2
376	она только	2	2
377	в россии	2	2
378	существенно и	3	2
379	здесь не	7	2
380	в особом	4	2
381	проявляется и	2	2
382	сознания и	8	2
383	его как	5	2
384	по преимуществу	2	2
385	бы к	2	2
386	поэтому и	4	2
387	он только	2	2
388	друг с	4	2
389	стороны и	4	2
390	как не	9	2
391	же она	2	2
392	человека в	8	2
393	этом отношении	3	2
394	или другом	2	2
395	но ведь	3	2
396	от одного	2	2
397	себе и	5	2
398	но они	2	2
399	лишь как	9	2
400	образ в	2	2
401	же и	5	2
402	самим собою	3	2
403	именно потому	2	2
404	и так	2	2
405	конечно и	3	2
406	далеко не	7	2
407	поэтому в	3	2
408	именно в	5	2
409	в слове	3	2
410	слова в	12	2
411	когда он	2	2
412	и к	5	2
413	для его	4	2
414	но для	3	2
415	приводит к	8	2
416	но на	3	2
417	он и	8	2
418	действительности не	2	2
419	для нас	2	2
420	и на	16	2
421	то он	3	2
422	раз и	6	2
423	из самого	2	2
424	от нее	2	2
425	он сам	5	2
426	только как	2	2
427	и уже	3	2
428	с собой	3	2
429	конечно не	4	2
430	является не	2	2
431	как будто	4	2
432	установки и	2	2
433	но с	4	2
434	этом смысле	12	2
435	той же	8	2
436	с его	11	2
437	тем же	3	2
