N	2gram	Bakhtin_fo	slovoVRo
134	в ней	4	8
135	для романа	4	8
136	не на	4	8
137	с этим	11	8
138	в значительной	3	8
139	человека в	22	8
140	в самом	9	8
141	входит в	3	8
142	для нас	2	8
143	том что	7	7
144	друг друга	3	7
145	по преимуществу	4	7
146	того же	9	7
147	ту же	4	7
148	в целом	2	7
149	связи с	14	7
150	например в	7	7
151	у него	8	7
152	смысла и	2	7
153	здесь не	5	7
154	удельный вес	2	7
155	но все	6	7
156	также и	6	7
157	автора и	4	7
158	связанные с	5	7
159	еще более	7	7
160	в романах	2	7
161	жизни и	12	7
162	не было	8	7
163	в таком	4	7
164	кроме того	7	7
165	же и	2	7
166	во всем	3	7
167	мы уже	17	7
168	ничего не	9	6
169	которые в	2	6
170	для романного	2	6
171	наконец в	2	6
172	роль в	12	6
173	на этом	2	6
174	точку зрения	3	6
175	например у	4	6
176	а также	5	6
177	что в	9	6
178	ни в	9	6
179	истории романа	8	6
180	нем в	2	6
181	в качестве	6	6
182	можно сказать	2	6
183	лежит в	2	6
184	в новое	4	6
185	и здесь	2	6
186	стороны и	2	6
187	хотя бы	2	6
188	конечно и	5	6
189	связан с	2	6
190	именно в	5	6
191	человек в	5	6
192	романе в	8	6
193	в свою	2	6
194	себя и	6	6
195	идеи испытания	4	6
196	подхода к	3	6
197	по себе	3	6
198	в одном	10	6
199	античной почве	6	6
200	мира и	6	6
201	между этими	4	5
202	в каждом	2	5
203	не как	2	5
204	авантюрного романа	4	5
205	а как	3	5
206	только на	3	5
207	не знает	4	5
208	стремится к	2	5
209	характерно что	5	5
210	почти вовсе	3	5
211	в поэзии	2	5
212	и проч	5	5
213	но оно	2	5
214	отношению к	5	5
215	а затем	3	5
216	мы не	4	5
217	и по	5	5
218	почти всегда	2	5
219	должен быть	2	5
220	эти формы	2	5
221	в других	9	5
222	хотя и	5	5
223	особенно в	3	5
224	в данном	4	5
225	роман в	6	5
226	по отношению	3	5
227	с их	2	5
228	в результате	6	5
229	прямой и	2	5
230	роман испытания	2	5
231	связанных с	3	5
232	борьба с	3	5
233	вне его	2	5
234	и может	2	5
235	этом отношении	5	5
236	не является	4	5
237	для того	12	5
238	его и	2	5
239	и более	3	5
240	на протяжении	3	5
241	они не	4	5
242	речи в	2	5
243	в дальнейшем	10	5
244	о том	4	5
245	и этим	2	5
246	романе и	7	5
247	той же	2	5
248	уже в	5	5
249	разновидности романа	3	5
250	в быту	4	5
251	и сам	2	5
252	как его	3	5
253	но он	4	5
254	с помощью	5	5
255	на античной	7	5
256	вместе с	9	5
257	лежат в	2	4
258	следовательно и	3	4
259	в различных	2	4
260	для всех	3	4
261	так же	7	4
262	его на	3	4
263	и ее	4	4
264	оно было	3	4
265	в эпосе	4	4
266	в другом	2	4
267	и самая	2	4
268	что и	5	4
269	в виду	5	4
270	что он	2	4
271	он должен	2	4
272	том же	4	4
273	здесь как	3	4
274	влияние на	6	4
275	в частности	11	4
276	того что	5	4
277	мы видели	2	4
278	до сих	4	4
279	сочетается с	3	4
280	но конечно	3	4
281	с другом	5	4
282	романа но	5	4
283	все его	7	4
284	те же	5	4
285	именно как	4	4
286	так в	2	4
287	можно прямо	2	4
288	в чем	3	4
289	прямо сказать	2	4
290	тогда когда	2	4
291	не столько	2	4
292	момент его	2	4
293	точном смысле	3	4
294	не были	4	4
295	того чтобы	11	4
296	и во	13	4
297	же как	2	4
298	в точном	3	4
299	одно и	4	4
300	только и	5	4
301	одной из	3	4
302	характер и	8	4
303	с этими	2	4
304	но эти	4	4
305	всех сторон	2	4
306	в которой	3	4
307	громадное значение	5	4
308	и как	12	4
309	и образ	3	4
310	если бы	6	4
311	вообще не	4	4
312	с этой	3	4
313	этим определяется	2	4
314	в условиях	8	4
315	со всеми	4	4
316	или как	5	4
317	сих пор	4	4
318	быть только	4	4
319	формы и	4	4
320	к тому	6	4
321	друг с	5	4
322	в литературе	17	4
323	значение в	5	4
324	авантюрный роман	2	4
325	в бытовой	2	4
326	выражение в	3	4
327	и разновидности	3	4
328	из них	8	4
329	влияния на	2	4
330	дальнейшем развитии	2	4
331	уже сказали	4	4
332	и уже	4	4
333	этих романов	5	4
334	в некоторых	4	4
335	первый план	2	4
336	отношения к	7	4
337	в себя	3	4
338	его но	4	4
339	и речи	6	4
340	по существу	17	4
341	на первый	2	4
342	как раз	13	4
343	данном случае	2	3
344	время и	4	3
345	в широком	3	3
346	жизни поэтому	4	3
347	романа у	3	3
348	тип авантюрного	2	3
349	плутовской роман	2	3
350	с идеей	2	3
351	его от	3	3
352	но она	2	3
353	не был	2	3
354	но эта	5	3
355	и вне	3	3
356	в одно	3	3
357	зрения не	3	3
358	xviii века	3	3
359	как это	2	3
360	людей и	2	3
361	в разных	6	3
362	на котором	2	3
363	со всех	2	3
364	они были	4	3
365	в зоне	2	3
366	всем этим	4	3
367	в более	2	3
368	у рабле	12	3
369	его с	2	3
370	широком смысле	3	3
371	и те	4	3
372	между собой	5	3
373	смысле слова	4	3
374	и до	7	3
375	было бы	2	3
376	того и	3	3
377	этого слова	2	3
378	и дурака	6	3
379	и они	4	3
380	входят в	2	3
381	в корне	2	3
382	почти все	4	3
383	них и	2	3
384	и то	5	3
385	и вообще	3	3
386	на которые	2	3
387	первый тип	6	3
388	к этому	5	3
389	из этих	5	3
390	как оно	2	3
391	необходимо отметить	3	3
392	от этого	4	3
393	дело в	3	3
394	этот процесс	5	3
395	должно быть	6	3
396	менее всего	2	3
397	это было	2	3
398	этого типа	5	3
399	и изображения	2	3
400	и самое	5	3
401	как если	2	3
402	тем что	4	3
403	в связи	13	3
404	жизни в	11	3
405	и другие	6	3
406	здесь они	3	3
407	нас в	3	3
408	не могло	5	3
409	лишь как	3	3
410	этими двумя	3	3
411	ни с	3	3
412	где она	2	3
413	за пределами	2	3
414	эта форма	2	3
415	правда не	2	3
416	романе мы	2	3
417	мир и	2	3
418	в этой	3	3
419	потому что	11	3
420	все что	2	3
421	целый ряд	2	3
422	если мы	2	3
423	и это	5	3
424	типы и	2	3
425	вещей и	7	3
426	личности и	2	3
427	по ту	2	3
428	рыцарском романе	6	3
429	в стороне	2	3
430	романа как	4	3
431	в форме	5	3
432	мы говорили	3	3
433	и почти	2	3
434	романе не	3	3
435	и нет	2	3
436	чем в	3	3
437	этих романах	2	2
438	и перерождения	2	2
439	в таких	2	2
440	во все	4	2
441	в последующем	6	2
442	нужно отнести	2	2
443	могло быть	5	2
444	явления и	2	2
445	есть только	2	2
446	этого романа	6	2
447	к себе	8	2
448	апулей и	2	2
449	на один	2	2
450	контакта с	2	2
451	и у	8	2
452	и есть	3	2
453	есть не	4	2
454	только два	2	2
455	во всякой	2	2
456	здесь это	3	2
457	как он	4	2
458	не столь	2	2
459	у них	4	2
460	так что	4	2
461	поэтому оно	2	2
462	но по	2	2
463	в другую	3	2
464	как уже	3	2
465	в один	2	2
466	есть в	3	2
467	самого начала	3	2
468	нем не	3	2
469	то что	13	2
470	по своему	3	2
471	те моменты	2	2
472	в прошлом	3	2
473	что все	4	2
474	xix и	2	2
475	значение для	3	2
476	в рыцарском	5	2
477	с самого	3	2
478	к ним	3	2
479	мы наблюдаем	2	2
480	жизнь в	2	2
481	дело идет	2	2
482	в образе	8	2
483	далее в	3	2
484	и т.п	6	2
485	не могла	2	2
486	между ними	5	2
487	и та	2	2
488	моменты в	2	2
489	в основу	3	2
490	на них	2	2
491	что не	3	2
492	место в	4	2
493	для них	3	2
494	в ее	6	2
495	мы видим	4	2
496	в историческом	2	2
497	и самый	3	2
498	протяжении всего	2	2
499	что они	3	2
500	указать на	2	2
501	был бы	3	2
502	значение и	7	2
503	во всей	3	2
504	его мире	2	2
505	из самых	3	2
506	и иные	2	2
507	себе самому	7	2
508	в xvii	3	2
509	да и	4	2
510	этого момента	2	2
511	греческого романа	28	2
512	все то	2	2
513	время как	5	2
514	до нас	6	2
515	то в	2	2
516	довлеет себе	2	2
517	оно уже	2	2
518	время в	7	2
519	жизнь с	3	2
520	существенную роль	3	2
521	и эта	2	2
522	последующей истории	6	2
523	фоне которого	2	2
524	та же	4	2
525	же в	6	2
526	он был	2	2
527	в последнем	3	2
528	второго типа	5	2
529	этим в	2	2
530	значение имеет	2	2
531	мира в	6	2
532	об этом	3	2
533	романа не	2	2
534	своими корнями	2	2
535	они как	2	2
536	в жизни	6	2
537	но повторяем	2	2
538	у нас	2	2
539	этим определяются	3	2
540	на материале	3	2
541	совершенно не	3	2
542	как у	2	2
543	героев и	5	2
544	чем не	5	2
545	в течение	2	2
546	плутовского романа	3	2
547	шута и	8	2
548	романа мы	3	2
549	ни к	3	2
550	к ней	2	2
551	но они	3	2
552	образ человека	7	2
553	мы можем	2	2
554	образа человека	12	2
555	с человеком	2	2
556	были созданы	2	2
557	в средние	4	2
558	нет и	4	2
559	средние века	4	2
560	романе как	3	2
561	xvii века	2	2
562	от всех	2	2
563	их целом	2	2
564	имеет громадное	2	2
565	мы увидим	2	2
566	в котором	8	2
567	второй тип	2	2
568	в мировой	2	2
569	вступает в	2	2
570	и становится	2	2
571	этом романе	2	2
572	в начале	3	2
573	сказать в	2	2
574	благодаря этой	2	2
575	последующем развитии	2	2
576	момент в	2	2
577	и бытовой	2	2
578	смысле но	2	2
579	не для	3	2
580	он весь	3	2
581	уже говорили	6	2
582	мировой литературе	2	2
583	то время	4	2
584	не обязательно	2	2
585	этих форм	5	2
586	дурака в	2	2
587	и только	3	2
588	друг другу	4	2
589	в плоскости	2	2
590	жизни но	7	2
591	них не	2	2
592	не к	2	2
593	в нашем	3	2
594	судьбы и	4	2
595	к своей	2	2
596	однако не	2	2
597	мы и	4	2
598	и определяется	2	2
599	а следовательно	4	2
600	не входят	3	2
