N	2gram	Potebnia_M	Dialekti
166	себе не	3	11
167	мы говорим	3	11
168	от того	9	11
169	и тем	5	11
170	только на	4	11
171	ничем не	2	11
172	его не	3	11
173	в них	7	11
174	что если	7	11
175	только то	3	11
176	есть в	4	11
177	что я	2	11
178	из них	2	11
179	или в	4	11
180	одно из	5	10
181	в душе	28	10
182	от этого	2	10
183	к тому	5	10
184	в ее	2	10
185	как мы	3	10
186	в его	7	10
187	за пределы	4	10
188	это было	3	10
189	для того	8	10
190	с этой	3	10
191	себе и	2	10
192	и для	8	10
193	что для	5	10
194	оно не	4	10
195	если же	5	10
196	чтобы не	3	10
197	в их	3	10
198	только потому	4	10
199	на себе	3	10
200	это будет	5	10
201	мы видим	5	10
202	во всяком	9	10
203	и уже	6	10
204	то и	15	10
205	бытия и	3	10
206	времени и	3	10
207	как будто	2	10
208	в жизни	5	10
209	во всем	5	10
210	если мы	5	10
211	возможно только	6	10
212	только как	5	10
213	только о	2	10
214	не нуждается	2	9
215	как он	5	9
216	общего с	3	9
217	и по	8	9
218	в истории	8	9
219	превращается в	2	9
220	не как	4	9
221	история и	2	9
222	подобно тому	7	9
223	в этих	10	9
224	между собою	10	9
225	и более	3	9
226	в котором	5	9
227	тому как	8	9
228	той же	3	9
229	в одном	13	9
230	и от	5	9
231	была бы	3	9
232	тому что	4	9
233	или по	2	9
234	быть может	6	9
235	с ними	2	9
236	при этом	17	9
237	в противоположность	2	9
238	то время	3	9
239	всех этих	2	9
240	бы в	6	9
241	мы можем	10	9
242	на этом	3	9
243	и на	8	9
244	на самом	2	8
245	от него	8	8
246	чего не	3	8
247	и без	4	8
248	не будет	2	8
249	не на	3	8
250	в этой	3	8
251	уже и	2	8
252	у нас	3	8
253	с одной	7	8
254	но все	4	8
255	вопрос об	3	8
256	в одной	2	8
257	при помощи	2	8
258	один из	2	8
259	бы только	2	8
260	но она	3	8
261	когда мы	4	8
262	ничего общего	3	8
263	что есть	3	8
264	этом смысле	4	8
265	как не	4	8
266	в разных	2	8
267	есть явление	5	7
268	тем самым	6	7
269	из этих	8	7
270	об отношении	3	7
271	он должен	2	7
272	и при	6	7
273	а только	8	7
274	отлично от	2	7
275	связи с	6	7
276	его с	3	7
277	в сравнении	5	7
278	тем что	15	7
279	в связи	2	7
280	думать что	6	7
281	все что	5	7
282	как она	3	7
283	во внимание	4	7
284	для меня	4	7
285	нуждается в	2	7
286	не потому	2	7
287	же есть	2	7
288	сами по	8	7
289	со стороны	11	7
290	от себя	2	7
291	не всегда	2	7
292	точно так	18	7
293	с его	3	7
294	и их	6	7
295	как в	18	7
296	заключается в	3	7
297	в мире	3	7
298	и образ	2	7
299	на что	3	7
300	то ни	3	7
301	как на	5	7
302	отношения к	2	7
303	но он	3	7
304	в другом	3	6
305	то мы	4	6
306	действительно есть	2	6
307	на основании	3	6
308	в один	2	6
309	с тем	9	6
310	они не	5	6
311	более или	6	6
312	того чтобы	4	6
313	себя и	3	6
314	никто не	3	6
315	и они	2	6
316	одна из	4	6
317	для этого	2	6
318	в природе	11	6
319	то не	5	6
320	в которой	5	6
321	что нет	2	6
322	по своей	2	6
323	быть только	7	6
324	друг другу	4	6
325	в себя	2	6
326	но с	3	6
327	вместе с	12	6
328	его в	3	6
329	и необходимости	4	6
330	или менее	6	6
331	нем есть	2	6
332	одной стороны	6	6
333	этой точки	2	6
334	тела и	2	6
335	и совершенно	2	6
336	того как	12	6
337	показывает что	3	6
338	во всех	12	6
339	о котором	4	6
340	стороны и	3	6
341	сравнении с	4	6
342	для него	13	6
343	не с	2	6
344	того кто	2	6
345	мог бы	5	6
346	уже в	5	6
347	всяком случае	7	6
348	бы ни	8	6
349	из того	3	5
350	но мы	3	5
351	уже по	2	5
352	были бы	4	5
353	то оно	3	5
354	или как	2	5
355	что на	9	5
356	же не	2	5
357	нельзя сказать	2	5
358	для нее	4	5
359	и во	6	5
360	только один	3	5
361	если в	3	5
362	свободы и	3	5
363	но даже	2	5
364	сих пор	5	5
365	например в	4	5
366	что у	2	5
367	он может	2	5
368	их в	2	5
369	в своих	4	5
370	если это	2	5
371	есть уже	4	5
372	же что	2	5
373	от нее	6	5
374	из этого	2	5
375	все в	2	5
376	оно и	4	5
377	я могу	2	5
378	потом уже	2	5
379	виду что	2	5
380	и у	3	5
381	говоря о	3	5
382	значить что	2	5
383	в одно	5	5
384	после этого	2	5
385	одной и	4	5
386	по которому	2	5
387	том смысле	7	5
388	тех пор	2	5
389	все его	2	5
390	души и	9	5
391	что с	3	5
392	тела в	2	5
393	и той	4	5
394	независимо от	15	5
395	к этому	3	5
396	к ней	3	5
397	и другое	7	5
398	одного и	6	5
399	что его	2	5
400	в течение	2	5
401	что по	3	5
402	их не	2	5
403	зависит от	6	5
404	в понятии	2	5
405	известно что	3	5
406	до сих	5	5
407	по направлению	2	4
408	его на	3	4
409	и слова	2	4
410	человека и	2	4
411	в каждом	6	4
412	что бы	2	4
413	а как	3	4
414	что ни	2	4
415	мы знаем	2	4
416	что даже	2	4
417	заметить что	7	4
418	а потому	14	4
419	для всякого	3	4
420	что касается	2	4
421	представить себе	3	4
422	в нас	10	4
423	в состоянии	5	4
424	в собственном	4	4
425	но совершенно	2	4
426	только для	7	4
427	нас в	2	4
428	то он	2	4
429	с другим	3	4
430	связанные с	3	4
431	еще более	2	4
432	из себя	6	4
433	если не	5	4
434	главным образом	4	4
435	или что	3	4
436	выйти из	2	4
437	мы будем	3	4
438	его самого	2	4
439	помнить что	6	4
440	том как	6	4
441	или же	7	4
442	из всего	2	4
443	на все	5	4
444	не зная	3	4
445	т п	6	4
446	есть наука	4	4
447	и вместе	5	4
448	с нею	6	4
449	не видно	5	4
450	но уже	2	4
451	бы то	2	4
452	что дух	2	4
453	как например	4	4
454	чувство удовольствия	3	4
455	к ним	3	4
456	в словах	6	4
457	хотя в	3	4
458	что человек	6	4
459	из нее	2	4
460	смысле что	2	4
461	у него	3	4
462	такой же	4	4
463	не по	4	4
464	и должно	2	4
465	явлений и	3	4
466	время и	2	4
467	видно что	2	4
468	не можем	5	4
469	друг друга	6	4
470	же в	7	4
471	есть для	2	4
472	эти последние	3	4
473	быть не	7	4
474	взгляд на	2	4
475	и необходимость	2	3
476	и понимания	10	3
477	очевидно что	5	3
478	всем этом	2	3
479	для нас	29	3
480	сознания в	2	3
481	могут не	3	3
482	именно так	2	3
483	но всегда	3	3
484	должен быть	2	3
485	но без	2	3
486	уже с	2	3
487	следовательно и	2	3
488	к ее	2	3
489	и всегда	3	3
490	от своего	2	3
491	света и	3	3
492	то она	3	3
493	самого начала	5	3
494	не так	6	3
495	с самого	5	3
496	зрения и	7	3
497	и человек	3	3
498	что можно	3	3
499	красный цвет	2	3
500	как именно	3	3
501	место в	3	3
502	такое же	3	3
503	в первом	5	3
504	не имеем	3	3
505	тот же	5	3
506	не могли	2	3
507	судить о	3	3
508	кроме этого	2	3
509	здесь не	2	3
510	сами не	2	3
511	при таком	5	3
512	мысли и	9	3
513	по мере	10	3
514	на него	6	3
515	что как	4	3
516	лишь в	2	3
517	все они	3	3
518	от их	4	3
519	природы в	2	3
520	далеко не	4	3
521	то тем	2	3
522	образом и	2	3
523	в свою	8	3
524	в которых	2	3
525	этих последних	5	3
526	не понятно	2	3
527	скажет что	2	3
528	указание на	2	3
529	тем же	4	3
530	о которых	5	3
531	чувства и	16	3
532	указывает на	2	3
533	для всех	6	3
534	только от	2	3
535	вслед за	2	3
536	не дают	2	3
537	на свои	2	3
538	для себя	4	3
539	понятия и	3	3
540	это что	2	3
541	когда уже	3	3
542	этого не	2	3
543	к этой	3	3
544	утверждает что	3	3
545	так в	4	3
546	одно время	3	3
547	а скорее	2	3
548	к другому	2	3
549	познания и	2	3
550	во время	5	3
551	не от	4	3
552	душе и	3	3
553	на ней	4	3
554	в сознании	8	3
555	с другими	3	3
556	от другого	3	3
557	не более	4	3
558	бы не	11	3
559	и которые	3	3
560	если и	3	3
561	на природу	3	3
562	ни было	4	3
563	ее с	2	3
564	от одного	2	3
565	в какой	2	3
566	движения и	3	3
567	остается только	6	3
568	этого последнего	2	3
569	но на	3	3
570	то на	4	3
571	не дает	2	3
572	мы в	2	3
573	когда же	2	3
574	в некоторых	4	3
575	по его	7	3
576	не мог	3	3
577	чтобы убедиться	2	3
578	в слове	21	3
579	не знаем	2	3
580	между тем	7	3
581	в образ	2	2
582	не знали	2	2
583	что ему	2	2
584	сколько и	4	2
585	другого рода	2	2
586	что природа	2	2
587	не имеют	7	2
588	она может	3	2
589	впасть в	2	2
590	менее в	2	2
591	и поэтому	2	2
592	у человека	2	2
593	самостоятельности и	2	2
594	связанное с	3	2
595	и других	6	2
596	более как	3	2
597	свою очередь	8	2
598	друг от	3	2
599	на которую	3	2
600	свет и	5	2
601	те же	4	2
602	только при	3	2
603	ни одна	2	2
604	во втором	6	2
605	по законам	3	2
606	не могла	2	2
607	однако в	4	2
608	оно должно	5	2
609	ощущение боли	2	2
610	разница между	5	2
611	по общему	2	2
612	то чего	2	2
613	в полном	2	2
614	его только	2	2
615	и самого	2	2
616	нами не	2	2
617	вместе и	14	2
618	природы есть	2	2
619	понятие которое	2	2
620	существует только	2	2
621	развития и	3	2
622	относится к	5	2
623	также что	2	2
624	на их	2	2
625	дает нам	2	2
626	в нашей	2	2
627	дело в	3	2
628	бы быть	7	2
629	никакой возможности	2	2
630	живых существ	2	2
631	и слово	2	2
632	собственном смысле	2	2
633	бы даже	2	2
634	мысль о	8	2
635	на деле	6	2
636	что понятие	3	2
637	в некотором	2	2
638	в теле	2	2
639	таком виде	2	2
640	слова и	7	2
641	находятся в	3	2
642	они могли	2	2
643	не во	3	2
644	но тем	6	2
645	прежде чем	4	2
646	жизни но	2	2
647	от друга	3	2
648	в такой	2	2
649	этот вопрос	2	2
650	а тогда	2	2
651	на такой	2	2
652	есть как	2	2
653	внимание на	3	2
654	находится в	2	2
655	в других	6	2
656	духа и	8	2
657	только после	2	2
658	из него	3	2
659	столько же	4	2
660	тела не	2	2
661	сходство с	2	2
662	в нашем	2	2
663	а так	4	2
664	чем в	2	2
665	она еще	2	2
666	как чувство	3	2
667	на предмет	2	2
668	без слова	2	2
669	понятие о	2	2
670	в человеке	14	2
671	силы не	2	2
672	как для	2	2
673	вопроса о	2	2
674	то есть	69	2
675	все то	2	2
676	которые мы	7	2
677	к которому	5	2
678	мысли если	2	2
679	слово в	2	2
680	проявляется в	2	2
681	же путем	3	2
682	во многих	5	2
683	бы было	3	2
684	друга и	2	2
685	и проч	11	2
686	во все	2	2
687	его от	2	2
688	есть понятие	2	2
689	себе в	2	2
690	образом в	5	2
691	от них	2	2
692	который мы	2	2
693	самый предмет	2	2
694	на том	2	2
695	понимание есть	2	2
696	не имея	2	2
697	одного из	3	2
698	усилий человека	2	2
699	равно и	2	2
700	между ними	2	2
701	что отношения	2	2
702	и чувства	3	2
703	не были	2	2
704	с теми	2	2
705	явление не	3	2
706	там где	8	2
707	когда в	3	2
708	имеет место	4	2
709	только по	5	2
710	могла бы	5	2
711	но при	3	2
712	более и	2	2
713	как оно	2	2
714	но дело	2	2
715	в целом	3	2
716	на это	2	2
717	на нее	2	2
718	которые не	5	2
719	смысле есть	2	2
720	перестает быть	3	2
721	которые могут	5	2
722	мы увидим	3	2
723	человека в	3	2
724	мысли в	11	2
725	такой вопрос	2	2
726	на этот	2	2
727	не должно	2	2
728	все ее	2	2
729	взгляда на	2	2
730	в мысли	13	2
731	людьми и	2	2
732	а между	5	2
733	внимание что	2	2
734	в другой	4	2
735	их и	2	2
736	что например	5	2
737	прибавить что	2	2
738	ко всем	4	2
739	не понимает	2	2
740	не для	2	2
741	в разные	2	2
742	чувство и	8	2
743	бы что	2	2
744	но оно	3	2
745	и сами	3	2
