N	2gram	Tiupa_Anal	Narrotol
360	на этот	2	3
361	о себе	2	3
362	ключ к	2	3
363	быть не	3	3
364	приводит к	2	3
365	могли бы	2	3
366	себя внимание	3	3
367	еще одна	3	3
368	всякий раз	3	3
369	он и	3	3
370	что мы	3	3
371	собственно говоря	6	3
372	только не	6	3
373	с точки	6	3
374	говорит о	5	3
375	и что	2	3
376	человеческого бытия	2	3
377	говорить о	3	3
378	не просто	2	3
379	по его	2	3
380	не следует	6	3
381	что именно	2	3
382	же самое	3	3
383	на фоне	5	3
384	жизни но	3	3
385	бы с	2	2
386	это означает	3	2
387	мира не	2	2
388	и смерть	2	2
389	в действительности	2	2
390	той мере	2	2
391	случае в	2	2
392	она может	3	2
393	значении этого	8	2
394	утрачивает свою	2	2
395	у читателя	2	2
396	с легкой	2	2
397	выступает в	2	2
398	даже не	2	2
399	художественного высказывания	3	2
400	с той	2	2
401	или менее	2	2
402	одному из	2	2
403	говоря о	2	2
404	личность по	2	2
405	в их	8	2
406	казалось бы	2	2
407	от своего	3	2
408	к своему	2	2
409	так что	3	2
410	т п	3	2
411	и читателя	4	2
412	легкой руки	2	2
413	что может	2	2
414	от текста	2	2
415	перекликается с	2	2
416	в произведении	7	2
417	говоря и	3	2
418	в наиболее	3	2
419	в контексте	5	2
420	только с	2	2
421	читателем в	2	2
422	не могу	2	2
423	о ком	2	2
424	более или	2	2
425	те же	3	2
426	воспринимающего сознания	5	2
427	своей собственной	2	2
428	которая в	3	2
429	в изложении	2	2
430	могут быть	12	2
431	по этой	2	2
432	быть может	2	2
433	в сюжете	2	2
434	в процессе	2	2
435	тому или	2	2
436	текста так	2	2
437	не предполагает	2	2
438	кадров внутреннего	4	2
439	что же	3	2
440	мере в	4	2
441	по бахтину	2	2
442	и другого	4	2
443	ли он	3	2
444	и во	3	2
445	по выражению	4	2
446	в сущности	10	2
447	единиц текста	2	2
448	личности в	4	2
449	никто не	3	2
450	я как	2	2
451	в двух	4	2
452	но о	3	2
453	так у	4	2
454	вовсе не	4	2
455	и текста	2	2
456	событие самого	2	2
457	во внешнем	4	2
458	в литературном	2	2
459	одного сознания	2	2
460	одно и	2	2
461	дискурс в	2	2
462	если в	3	2
463	это еще	2	2
464	тут же	2	2
465	обратиться к	4	2
466	в отрыве	2	2
467	какой бы	2	2
468	другой стороны	2	2
469	этой причине	2	2
470	бытия и	2	2
471	текста на	2	2
472	должно быть	2	2
473	его как	3	2
474	на это	2	2
475	бы в	3	2
476	в составе	2	2
477	один голос	2	2
478	единого художественного	2	2
479	который не	2	2
480	мысль о	2	2
481	субъекта и	4	2
482	и одновременно	4	2
483	и действия	2	2
484	в специальном	2	2
485	превращается в	3	2
486	все это	2	2
487	художественного целого	15	2
488	тем что	2	2
489	не есть	8	2
490	или точнее	2	2
491	и наконец	2	2
492	как о	2	2
493	одного и	2	2
494	силу своей	3	2
495	и есть	3	2
496	одним из	3	2
497	себе не	2	2
498	по обыкновению	2	2
499	что иное	6	2
500	частности в	2	2
501	его и	3	2
502	смысл и	3	2
503	это всегда	4	2
504	правило не	2	2
505	как говорит	3	2
506	во всех	5	2
507	и более	5	2
508	отношение к	2	2
509	две недели	2	2
510	сами по	3	2
511	есть в	4	2
512	ни с	5	2
513	и является	4	2
514	с другим	5	2
515	автора и	4	2
516	он может	2	2
517	установкой на	3	2
518	того же	7	2
519	или иначе	2	2
520	будто бы	4	2
521	отношения между	2	2
522	национального языка	2	2
523	вступает в	4	2
524	до встречи	2	2
525	и стал	2	2
526	со своим	4	2
527	из которых	4	2
528	большей или	4	2
529	таком случае	5	2
530	иное как	6	2
531	в категориях	2	2
532	раз и	2	2
533	более чем	4	2
534	отрыве от	2	2
535	о личности	3	2
536	в присутствии	3	2
537	иного рода	4	2
538	жизнью и	2	2
539	или иному	2	2
540	на роль	2	2
541	человек и	2	2
542	выше уже	2	2
543	в организации	2	2
544	не оставляет	2	2
545	однако не	4	2
546	и сами	2	2
