N	2gram	Losev_Prob	Myslijsy
556	явления природы	2	3
557	мы назвали	2	3
558	к самому	3	3
559	в известной	3	3
560	и непосредственно	3	3
561	для них	4	3
562	в известном	3	3
563	вообще как	2	3
564	а может	3	3
565	о необходимости	2	3
566	художественном произведении	3	3
567	и состоит	2	3
568	для этого	9	3
569	значение этого	2	3
570	мною в	2	3
571	в нашей	4	3
572	есть общее	3	3
573	бы даже	3	3
574	которая не	3	3
575	что понятие	4	3
576	кроме того	5	3
577	и наконец	2	3
578	от его	4	3
579	что такая	2	3
580	или как	4	3
581	себе и	4	3
582	от одной	2	3
583	искусства и	3	3
584	никакой возможности	4	3
585	ни с	5	3
586	сказать о	2	3
587	на свою	2	3
588	каждой из	2	3
589	связанные с	2	3
590	есть именно	9	3
591	нечто такое	2	3
592	этом мы	3	3
593	выражается в	3	3
594	как будто	11	3
595	о которой	2	3
596	мы будем	3	3
597	без всякого	8	3
598	ясно что	11	3
599	я могу	3	3
600	и говорить	2	3
601	как знак	5	3
602	но для	3	3
603	даже не	3	3
604	которых мы	2	3
605	но тогда	4	3
606	когда уже	2	3
607	то для	4	3
608	ничем не	2	3
609	как это	4	3
610	понятий в	2	3
611	происходит в	3	3
612	который мы	2	3
613	дело с	3	3
614	к этой	2	3
615	а то	4	3
616	даже при	2	3
617	а мы	2	3
618	с которой	2	3
619	известного рода	5	3
620	образ а	2	3
621	значит что	13	3
622	мы выше	4	3
623	совсем не	4	3
624	здесь не	11	3
625	и когда	4	3
626	это значит	12	3
627	случае не	7	3
628	с которыми	2	3
629	или другими	2	3
630	это в	2	3
631	это значение	2	3
632	в результате	8	3
633	такого же	2	3
634	возможны только	2	3
635	нам на	2	3
636	ничего кроме	2	3
637	как о	6	3
638	в самых	3	3
639	ее в	2	3
640	и общее	2	3
641	случае когда	2	3
642	или иначе	2	3
643	жизни не	2	3
644	для всякого	2	3
645	это то	3	3
646	себе все	2	3
647	в человеческом	2	3
648	так то	2	3
649	он сам	7	3
650	на первый	6	3
651	и весь	2	3
652	чувственные образы	2	3
653	весь круг	3	3
654	не значит	3	3
655	однако не	4	3
656	еще и	10	2
657	не знали	2	2
658	ее и	2	2
659	из трех	2	2
660	предмета к	2	2
661	образов и	4	2
662	художественного образа	12	2
663	что дело	2	2
664	еще раз	2	2
665	не будем	4	2
666	тоже имеет	2	2
667	во все	3	2
668	теории языка	3	2
669	себе как	4	2
670	состоит из	6	2
671	такие которые	2	2
672	на ступени	2	2
673	такое что	3	2
674	на ее	2	2
675	совсем другое	5	2
676	ли в	3	2
677	тоже не	8	2
678	ни к	3	2
679	не полное	3	2
680	и об	3	2
681	ни одна	2	2
682	например как	2	2
683	говорим о	5	2
684	произведение в	2	2
685	отличаются от	2	2
686	только тем	2	2
687	же не	2	2
688	не всякий	4	2
689	формы и	3	2
690	на нечто	5	2
691	общее и	9	2
692	переходит в	2	2
693	то чего	2	2
694	по одному	2	2
695	нас значение	2	2
696	и самого	2	2
697	есть сумма	2	2
698	того и	2	2
699	нами не	2	2
700	от тех	3	2
701	который в	2	2
702	в математике	4	2
703	быть и	3	2
704	художественный образ	12	2
705	если даже	2	2
706	не могли	2	2
707	если они	2	2
708	отдельно от	5	2
709	же есть	2	2
710	бы он	2	2
711	видели выше	2	2
712	какой бы	2	2
713	таких случаях	2	2
714	только к	4	2
715	с их	2	2
716	речи в	2	2
717	и образ	6	2
718	если я	3	2
719	есть действительно	2	2
720	общество и	2	2
721	д и	5	2
722	сказать и	2	2
723	возможно и	2	2
724	нами в	2	2
725	только путем	4	2
726	образ в	2	2
727	буквальном смысле	2	2
728	звук есть	2	2
729	мы еще	3	2
730	понятие которое	2	2
731	и понятие	4	2
732	но никак	4	2
733	когда он	2	2
734	имеем в	4	2
735	а еще	4	2
736	и могут	2	2
737	раз и	6	2
738	скажет что	5	2
739	действительность и	4	2
740	то ли	2	2
741	входящих в	2	2
742	или другое	2	2
743	и после	2	2
744	хотя это	2	2
745	от другой	2	2
746	существует и	2	2
747	есть образ	2	2
748	иначе чем	2	2
749	общего и	8	2
750	и независимо	2	2
751	а во-вторых	2	2
752	человека но	3	2
753	едва ли	8	2
754	что из	2	2
755	является в	3	2
756	ничего и	2	2
757	это и	11	2
758	нам представляется	4	2
759	понятия но	3	2
760	и за	2	2
761	нас не	6	2
762	друга и	2	2
763	может ли	2	2
764	и такие	3	2
765	его от	3	2
766	для которой	4	2
767	самым мы	2	2
768	о нем	2	2
769	в буквальном	4	2
770	их с	2	2
771	только с	5	2
772	может обойтись	2	2
773	и там	2	2
774	значение но	2	2
775	бы она	2	2
776	можем назвать	2	2
777	есть знак	6	2
778	для чего	3	2
779	с теми	2	2
780	же как	5	2
781	о его	3	2
782	на более	2	2
783	образ то	2	2
784	свое значение	3	2
785	предмета но	2	2
786	он как	2	2
787	и нет	2	2
788	ее на	2	2
789	же это	2	2
790	и еще	2	2
791	чего бы	2	2
792	всех этих	6	2
793	себя в	4	2
794	дело не	4	2
795	не нужно	2	2
796	с ее	5	2
797	но этот	2	2
798	может существовать	3	2
799	то или	5	2
800	отличается от	8	2
801	другой и	3	2
802	от самого	2	2
803	слова как	3	2
804	когда это	2	2
805	ни его	2	2
806	тут же	12	2
807	и сам	6	2
808	на одно	2	2
809	есть тоже	3	2
810	будет совершенно	2	2
811	и совсем	4	2
812	есть прежде	3	2
813	без этого	3	2
814	есть от	2	2
815	произведения искусства	2	2
816	из которых	6	2
817	не понимает	2	2
818	зависимости от	3	2
819	то его	2	2
820	к их	2	2
821	но когда	3	2
822	данного слова	4	2
823	жизни но	2	2
824	ни для	2	2
825	имеем дело	2	2
826	ровно ничего	2	2
827	не сама	3	2
828	имеет своим	2	2
