N	2gram	Vygotskiy_	Vladivir
180	при помощи	3	7
181	не имеет	3	7
182	никак нельзя	2	7
183	себе и	2	7
184	по этому	6	7
185	на его	5	7
186	нисколько не	3	7
187	точно так	4	7
188	того чтобы	15	7
189	же в	3	7
190	здесь мы	4	7
191	бы и	2	7
192	мы видели	8	7
193	и мы	2	7
194	то и	5	7
195	если бы	12	7
196	ничего общего	4	7
197	или как	2	7
198	к ней	2	7
199	но если	2	7
200	но все	4	7
201	в одном	4	7
202	с в	2	7
203	что этот	2	7
204	на первый	5	7
205	в таком	4	7
206	первый план	5	7
207	в нашем	2	7
208	в них	3	7
209	мы и	4	7
210	его в	8	6
211	те же	6	6
212	на себя	2	6
213	в отличие	8	6
214	что здесь	2	6
215	от того	8	6
216	есть и	2	6
217	том же	3	6
218	на основании	11	6
219	в виду	4	6
220	само по	3	6
221	отличие от	8	6
222	что на	2	6
223	тому что	3	6
224	здесь в	2	6
225	то как	2	6
226	по своему	14	6
227	время как	5	6
228	другой стороны	5	6
229	тем более	2	6
230	указать на	2	6
231	что она	7	6
232	на него	2	6
233	должен был	2	6
234	для того	14	6
235	же и	2	6
236	такой же	4	6
237	но только	3	6
238	мы не	14	6
239	в жизни	3	6
240	или иначе	2	6
241	если мы	12	6
242	которых он	2	6
243	но на	3	6
244	той же	8	6
245	главным образом	3	6
246	по своей	12	6
247	и речи	27	6
248	чем в	4	6
249	начиная с	2	5
250	вопрос о	2	5
251	друг друга	7	5
252	на все	2	5
253	и тем	8	5
254	в их	12	5
255	в частности	4	5
256	эти три	2	5
257	с самого	6	5
258	только при	2	5
259	мы находим	3	5
260	один из	8	5
261	место в	3	5
262	эти последние	2	5
263	что с	8	5
264	того и	2	5
265	что они	23	5
266	во время	3	5
267	однако и	2	5
268	в области	9	5
269	ее в	2	5
270	только к	2	5
271	мы имеем	6	5
272	во всех	3	5
273	и часто	2	5
274	далеко не	2	5
275	что у	3	5
276	на одной	2	5
277	им в	3	5
278	в свою	4	5
279	для его	2	5
280	с которым	2	5
281	из них	5	5
282	и только	4	5
283	как на	2	5
284	перед нами	15	4
285	всех этих	2	4
286	тем самым	6	4
287	не могут	5	4
288	в тех	2	4
289	человека и	6	4
290	но для	2	4
291	ясно что	4	4
292	иное как	2	4
293	не что	2	4
294	наряду с	3	4
295	которых мы	2	4
296	то мы	2	4
297	и вместе	2	4
298	вообще в	2	4
299	не могли	3	4
300	и других	4	4
301	как у	2	4
302	у них	3	4
303	мог бы	5	4
304	этом же	2	4
305	одной стороны	8	4
306	в такой	3	4
307	и во	4	4
308	в сущности	3	4
309	об отношении	2	4
310	больше чем	2	4
311	уже и	5	4
312	что иное	2	4
313	с которыми	4	4
314	вообще говоря	2	4
315	когда мы	2	4
316	тех же	2	4
317	как например	2	4
318	и эта	4	4
319	независимо от	5	4
320	с ней	4	4
321	которые не	5	4
322	но этот	2	4
323	мы можем	13	4
324	в глаза	2	4
325	только что	5	4
326	мы увидим	4	4
327	должны сказать	2	4
328	этом отношении	9	4
329	не на	2	4
330	с и	2	4
331	нас в	4	4
332	с одной	8	4
333	заключается в	22	4
334	и более	4	4
335	том чтобы	2	4
336	их в	6	4
337	на этом	3	4
338	только не	2	4
339	сам по	2	4
340	же самое	9	4
341	как с	4	4
342	бы с	3	3
343	в первую	2	3
344	что является	2	3
345	с таким	4	3
346	которые в	5	3
347	к этим	2	3
348	указывает на	3	3
349	не имеют	2	3
350	бы мы	2	3
351	не как	3	3
352	в другом	3	3
353	свою очередь	3	3
354	в силу	9	3
355	остановиться на	3	3
356	говоря о	2	3
357	который в	4	3
358	в следующем	4	3
359	роль в	5	3
360	между ними	6	3
361	и при	3	3
362	нет никаких	6	3
363	самом деле	4	3
364	не больше	2	3
365	на котором	3	3
366	только потому	2	3
367	значение для	4	3
368	общего с	3	3
369	это обстоятельство	4	3
370	его к	6	3
371	связи со	2	3
372	является для	2	3
373	если это	2	3
374	этому поводу	4	3
375	для них	3	3
376	с теми	2	3
377	речи с	3	3
378	же как	10	3
379	самого начала	6	3
380	находится в	4	3
381	когда в	3	3
382	при всем	2	3
383	по одному	3	3
384	первую очередь	2	3
385	был бы	2	3
386	все еще	2	3
387	том числе	3	3
388	того как	5	3
389	некоторое время	2	3
390	очень часто	4	3
391	самого себя	2	3
392	во многих	3	3
393	одно и	7	3
394	в чисто	2	3
395	с ними	3	3
396	особенно в	2	3
397	в последнее	4	3
398	с их	3	3
399	бы в	5	3
400	том случае	2	3
401	которое мы	2	3
402	отличается от	5	3
403	является не	6	3
404	как говорит	7	3
405	одним из	6	3
406	как известно	7	3
407	что по	2	3
408	в мире	2	3
409	ни на	3	3
410	все что	4	3
411	в какой	5	3
412	оно не	3	3
413	в которых	3	3
414	а по	3	3
415	в настоящем	2	3
416	смысле но	2	3
417	к жизни	2	3
418	от нее	4	3
419	это же	2	3
420	этой области	2	3
421	один и	6	3
422	последнее время	6	3
423	заставляет нас	2	3
424	к одному	10	2
425	в изучении	2	2
426	когда оно	2	2
427	слов которые	2	2
428	в действительности	3	2
429	не подлежит	2	2
430	путь к	3	2
431	слова не	3	2
432	не является	13	2
433	для всего	2	2
434	что уже	3	2
435	приходит к	7	2
436	собой и	2	2
437	одна из	2	2
438	с той	3	2
439	ни было	2	2
440	вообще и	2	2
441	не по	2	2
442	на пути	2	2
443	которого он	2	2
444	является с	2	2
445	в действительном	2	2
446	от другого	2	2
447	которое является	2	2
448	этих последних	2	2
449	которым он	2	2
450	но по	3	2
451	от других	2	2
452	со всеми	9	2
453	признаков и	3	2
454	отрицать что	2	2
455	нее в	2	2
456	и совершенно	2	2
457	как уже	8	2
458	к изучению	2	2
459	но так	2	2
460	на этой	7	2
461	что каждый	2	2
462	говорил он	2	2
463	на том	3	2
464	они не	4	2
465	или по	2	2
466	могло бы	4	2
467	и третий	2	2
468	одного из	3	2
469	и заключается	2	2
470	на ряд	3	2
471	он так	2	2
472	никакому сомнению	2	2
473	и те	3	2
474	однако в	2	2
475	очень легко	2	2
476	же не	3	2
477	можно ли	2	2
478	обстоятельство что	4	2
479	на более	3	2
480	в собственном	12	2
481	что вся	2	2
482	ни малейшего	2	2
483	той или	2	2
484	и может	4	2
485	все равно	4	2
486	например в	2	2
487	что эти	4	2
488	этого слова	13	2
489	этом случае	4	2
490	своего развития	9	2
491	процессе мышления	2	2
492	что каждая	2	2
493	и другим	2	2
494	совершенно так	2	2
495	в основе	32	2
496	этот момент	4	2
497	именно с	2	2
498	вопрос об	2	2
499	если в	3	2
500	имеет в	2	2
501	с другими	3	2
502	в нашей	4	2
503	с первого	3	2
504	менее всего	2	2
505	о котором	2	2
506	случае если	2	2
507	с ее	5	2
508	виде и	2	2
509	от этого	6	2
510	этом и	2	2
511	и тот	6	2
512	дело с	3	2
513	и которая	3	2
514	известно что	2	2
515	в первый	2	2
516	та же	3	2
517	все они	2	2
518	и которые	5	2
519	виде в	4	2
520	со всей	5	2
521	и их	4	2
522	этих признаков	2	2
523	огромное значение	3	2
524	на отдельные	2	2
525	одновременно с	2	2
526	сих пор	3	2
527	во всей	3	2
528	которые мы	3	2
529	к той	2	2
530	но тем	2	2
531	и является	2	2
532	признаков но	3	2
533	речи в	7	2
534	является в	4	2
535	поэтому в	3	2
536	иное чем	2	2
537	из которых	6	2
538	самые разнообразные	2	2
539	то обстоятельство	4	2
540	в другой	2	2
541	развития и	2	2
542	нас интересует	2	2
543	тогда когда	10	2
544	подлежит никакому	2	2
545	не можем	4	2
546	и поэтому	4	2
547	внимание на	4	2
548	в той	2	2
549	и того	5	2
550	распадается на	4	2
551	во внимание	2	2
552	что эта	2	2
553	только после	2	2
554	целого ряда	2	2
555	в высшей	11	2
556	являются для	2	2
557	в себя	3	2
558	тем и	5	2
559	до сих	3	2
560	многих других	3	2
