N	2gram	Vinokur_Vv	formyVre
162	в начале	3	6
163	мы не	2	6
164	мы можем	2	6
165	в сущности	3	6
166	здесь все	3	6
167	смысле слова	7	6
168	о том	16	6
169	именно в	8	6
170	в которых	6	6
171	в различных	5	6
172	с помощью	2	6
173	следовательно и	2	5
174	стороны и	3	5
175	о чем	4	5
176	и вообще	3	5
177	произведения и	2	5
178	понятно что	3	5
179	только на	3	5
180	так что	5	5
181	одно из	5	5
182	от этого	5	5
183	в ряду	2	5
184	той или	3	5
185	что они	2	5
186	в этой	3	5
187	отсюда и	2	5
188	одно и	2	5
189	хотя бы	6	5
190	мы имеем	4	5
191	в своей	4	5
192	об этом	6	5
193	тем что	6	5
194	с этой	5	5
195	или как	3	5
196	чаще всего	2	5
197	не имеет	4	5
198	вообще не	3	5
199	да и	4	5
200	и уже	3	5
201	той же	4	5
202	из того	2	4
203	мы должны	2	4
204	труда и	2	4
205	по себе	11	4
206	при всей	2	4
207	по отношению	4	4
208	в другом	3	4
209	и т.д	5	4
210	и при	2	4
211	что он	5	4
212	как он	6	4
213	о которых	2	4
214	вопросу о	2	4
215	в тексте	4	4
216	именно как	3	4
217	сливается с	3	4
218	в чем	4	4
219	что не	5	4
220	другой стороны	5	4
221	и те	2	4
222	и совершенно	2	4
223	совсем не	3	4
224	для них	2	4
225	языка и	15	4
226	а затем	2	4
227	и со	2	4
228	всего того	3	4
229	быть и	2	4
230	в данном	11	4
231	тем более	2	4
232	только что	4	4
233	находятся в	2	4
234	целого и	2	4
235	и вот	3	4
236	у нас	2	4
237	все равно	2	4
238	себе и	2	4
239	лишь как	2	4
240	этом случае	6	4
241	в своих	2	4
242	жизни как	2	4
243	как она	4	4
244	несмотря на	2	4
245	всяком случае	5	4
246	природы и	2	4
247	чем они	2	4
248	же самое	3	4
249	во всем	2	4
250	чем в	3	4
251	и развития	2	3
252	еще и	4	3
253	все более	4	3
254	вопрос о	10	3
255	в соответствии	2	3
256	его к	2	3
257	в тех	2	3
258	есть только	2	3
259	ни с	2	3
260	преимущественно в	2	3
261	что здесь	2	3
262	связи между	4	3
263	как это	5	3
264	надо было	2	3
265	как уже	5	3
266	по сравнению	4	3
267	тому что	2	3
268	это уже	2	3
269	искусство и	2	3
270	в чисто	4	3
271	культуры в	5	3
272	в более	4	3
273	но это	2	3
274	в прямом	4	3
275	не столько	2	3
276	же как	3	3
277	в зависимости	3	3
278	как нечто	8	3
279	на этом	3	3
280	в центре	4	3
281	и так	2	3
282	вот почему	3	3
283	литературы и	2	3
284	них и	2	3
285	одна из	3	3
286	с которыми	2	3
287	не могли	2	3
288	бы в	2	3
289	все время	2	3
290	другом месте	2	3
291	бы и	3	3
292	дело в	5	3
293	время не	2	3
294	в прошлом	2	3
295	в значительной	3	3
296	по мере	4	3
297	в таких	2	3
298	и здесь	3	3
299	зависимости от	3	3
300	в германии	3	3
301	как на	12	3
302	свое значение	2	3
303	в течение	5	3
304	ни к	2	3
305	по своему	5	3
306	можно говорить	3	3
307	можно сказать	4	3
308	времени все	2	3
309	на почве	5	3
310	в свою	2	3
311	не место	2	3
312	выражение в	2	3
313	что мы	2	3
314	внимание на	5	3
315	и есть	3	3
316	сравнению с	4	3
317	не к	2	3
318	в слове	3	3
319	однако не	4	3
320	не мог	2	3
321	данном случае	5	2
322	в каком	3	2
323	в очень	3	2
324	с чем	2	2
325	каждый из	2	2
326	само собой	2	2
327	в каждом	4	2
328	об особом	2	2
329	свою очередь	2	2
330	как явление	2	2
331	язык в	3	2
332	должен быть	4	2
333	после этого	2	2
334	как история	3	2
335	самом деле	7	2
336	из которой	2	2
337	от других	2	2
338	что даже	3	2
339	к нему	3	2
340	а только	8	2
341	могло бы	2	2
342	во втором	2	2
343	до наших	2	2
344	отношении к	2	2
345	вообще в	2	2
346	но как	2	2
347	видит в	4	2
348	по этому	3	2
349	нового типа	2	2
350	своей природе	3	2
351	того не	2	2
352	связь между	5	2
353	что уже	3	2
354	этого рода	9	2
355	на котором	2	2
356	быть названы	2	2
357	значительной мере	2	2
358	до того	2	2
359	этого слова	2	2
360	половине xix	2	2
361	строгом смысле	3	2
362	с их	5	2
363	мы видели	3	2
364	когда мы	2	2
365	можно только	2	2
366	в строгом	3	2
367	лежит в	2	2
368	как оно	3	2
369	и тогда	3	2
370	но дело	3	2
371	хотя в	2	2
372	собой в	2	2
373	себя в	2	2
374	о котором	8	2
375	этим в	3	2
376	иной раз	2	2
377	и всего	2	2
378	к своему	2	2
379	но если	6	2
380	должна быть	2	2
381	и должно	2	2
382	которого мы	2	2
383	чем больше	2	2
384	но уже	2	2
385	общий вопрос	2	2
386	и истории	2	2
387	этот вопрос	7	2
388	исторической действительности	2	2
389	соответствии с	2	2
390	мы говорим	3	2
391	не существует	2	2
392	тогда когда	4	2
393	действительность в	4	2
394	в соответствующих	2	2
395	он сам	3	2
396	говорить о	5	2
397	быта и	3	2
398	и сама	2	2
399	как только	2	2
400	в языке	2	2
401	только о	2	2
402	и сам	3	2
403	если же	2	2
404	них не	2	2
405	в конкретных	2	2
406	ясно что	11	2
