N	2gram	Tiupa_Narr	Problema
129	для того	4	20
130	именно в	5	20
131	о чем	6	20
132	можно было	2	20
133	или в	7	20
134	того или	3	19
135	то в	4	19
136	если бы	9	19
137	если не	4	19
138	он не	8	19
139	с ним	6	19
140	самом деле	4	19
141	как в	9	19
142	жизни и	7	19
143	того же	2	18
144	не будет	2	18
145	того чтобы	7	18
146	в ее	4	18
147	в этих	3	18
148	мы и	2	18
149	не было	3	18
150	не существует	3	18
151	в ней	5	18
152	ни о	3	17
153	и здесь	3	17
154	но уже	2	17
155	пока еще	4	17
156	это и	2	17
157	во всех	2	17
158	к тому	13	16
159	же в	6	16
160	далеко не	6	16
161	как это	7	16
162	точно так	2	16
163	что она	3	16
164	будто бы	2	16
165	он и	2	16
166	в чем	3	15
167	и более	2	15
168	казалось бы	2	15
169	в частности	23	15
170	у него	13	15
171	что не	2	15
172	в той	4	15
173	и сам	4	15
174	говорит о	3	14
175	людей и	2	14
176	все равно	2	14
177	сих пор	3	14
178	нас в	2	14
179	в котором	3	14
180	до сих	3	14
181	который в	2	13
182	дело в	2	13
183	в других	2	13
184	или даже	3	13
185	тому что	4	13
186	мы имеем	6	13
187	в области	4	13
188	или иного	3	13
189	сами по	2	13
190	из них	4	13
191	но именно	3	12
192	не являются	2	12
193	в которой	2	12
194	в другом	5	12
195	с одной	5	12
196	значения и	2	12
197	в целом	5	12
198	для них	2	12
199	что это	4	12
200	в начале	4	12
201	в литературе	8	12
202	или иначе	2	12
203	он сам	4	12
204	не о	2	11
205	как именно	2	11
206	и самого	3	11
207	только не	2	11
208	одной стороны	5	11
209	и у	4	11
210	и тогда	2	11
211	по поводу	3	11
212	жизни в	7	11
213	к нему	5	11
214	свидетельствует о	4	11
215	и сама	2	10
216	один из	8	10
217	однако в	4	10
218	быть и	3	10
219	все время	2	10
220	что у	6	10
221	собственно говоря	3	10
222	в одном	5	10
223	или менее	2	10
224	внимание на	7	10
225	со всеми	3	10
226	на том	2	10
227	более или	2	10
228	даже если	2	10
229	в году	2	10
230	но он	2	10
231	человеческой жизни	3	9
232	а его	3	9
233	она не	2	9
234	представить себе	3	9
235	и наконец	2	9
236	не вполне	3	9
237	в своих	2	9
238	с собой	2	9
239	их в	4	9
240	однако не	2	9
241	бы в	2	9
242	это было	3	9
243	о котором	4	9
244	в жизни	9	9
245	а потом	2	8
246	как он	3	8
247	между собой	3	8
248	и по	3	8
249	для него	8	8
250	если в	2	8
251	не все	2	8
252	только что	4	8
253	с этой	3	8
254	в силу	5	8
255	себе и	2	8
256	входит в	2	8
257	еще в	4	8
258	если же	2	8
259	тем же	3	8
260	к его	5	8
261	том как	3	8
262	вплоть до	5	8
263	в сознании	6	8
264	только с	2	8
265	а то	2	8
266	из этих	6	8
267	и он	8	8
268	с ее	3	8
269	это уже	3	8
270	но для	5	8
271	что на	4	7
272	друг друга	2	7
273	времени и	9	7
274	а с	2	7
275	одной из	2	7
276	сознания и	2	7
277	однако и	5	7
278	его как	2	7
279	себе но	2	7
280	в какой	2	7
281	оно не	4	7
282	сливаются в	2	7
283	чем иным	2	7
284	ни от	2	7
285	в случае	4	7
286	жизни а	4	7
287	иным как	2	7
288	мира и	2	7
289	к другому	2	7
290	же как	2	7
291	он является	4	7
292	о своем	2	7
293	что касается	3	7
294	на этот	2	7
295	не можем	2	7
296	не обязательно	3	7
297	тому же	9	7
298	с той	2	6
299	в известном	4	6
300	ли в	2	6
301	тем или	2	6
302	нами не	2	6
303	или не	5	6
304	в зависимости	3	6
305	только к	3	6
306	на него	4	6
307	по своей	3	6
308	и того	5	6
309	что именно	2	6
310	не знает	2	6
311	до конца	2	6
312	в действительности	2	6
313	не всегда	4	6
314	не столь	2	6
315	видно что	2	6
316	мы его	2	6
317	во время	2	6
318	с его	6	6
319	и уже	4	6
320	дело не	3	6
321	особенно в	3	6
322	к ней	3	6
323	в него	2	6
324	зависимости от	3	6
325	этом отношении	5	6
326	нового времени	2	6
327	к своему	2	6
328	не к	4	6
329	и после	3	6
330	как на	2	6
331	не мог	7	6
332	в слове	4	6
333	в нее	2	5
334	знак который	3	5
335	внешняя сторона	3	5
336	одна из	5	5
337	отношение к	2	5
338	солнца и	2	5
339	тот кто	2	5
340	своей собственной	2	5
341	ли он	2	5
342	но зато	4	5
343	одно и	2	5
344	о себе	2	5
345	это за	2	5
346	то чтобы	2	5
347	лишь в	3	5
348	от его	2	5
349	для обозначения	2	5
350	все что	4	5
351	тому как	4	5
352	которой он	4	5
353	я не	5	5
354	сводится к	10	5
355	между тем	5	5
356	текста и	3	5
357	что может	2	5
358	о нем	5	5
359	на себя	5	5
360	у чехова	15	5
361	когда в	4	5
362	и когда	3	5
363	о его	3	5
364	что с	2	5
365	по мысли	8	5
366	к этому	2	5
367	и еще	2	5
368	по мнению	2	5
369	себя в	4	5
370	мира в	4	5
371	человека в	2	5
372	одним из	2	5
373	в пределах	2	5
374	они не	3	5
375	подобно тому	4	5
376	раз в	4	5
377	которая не	3	5
378	по его	3	5
379	для нее	2	4
380	наряду с	2	4
381	столько же	2	4
382	начала и	5	4
383	а как	2	4
384	смысловом отношении	2	4
385	отличие от	6	4
386	одно из	2	4
387	могло бы	3	4
388	во втором	6	4
389	человеческого я	6	4
390	эти два	2	4
391	на нее	2	4
392	со своим	2	4
393	xix в	2	4
394	о них	5	4
395	я в	7	4
396	всю свою	2	4
397	она в	3	4
398	той же	2	4
399	начиная с	3	4
400	дело с	4	4
401	одного из	6	4
402	с нею	2	4
403	можно назвать	2	4
404	в сущности	2	4
405	например в	2	4
406	на одном	2	4
407	если она	3	4
408	в смысловом	2	4
409	к ним	2	4
410	человек и	2	4
411	в свою	4	4
412	но они	4	4
413	в русской	3	4
414	новое и	2	4
415	ему в	2	4
416	человеческих отношений	2	4
417	чем он	3	4
418	имеем дело	4	4
419	и смерть	2	3
420	о ней	5	3
421	взывает к	2	3
422	еще раз	3	3
423	одного и	2	3
424	в душе	3	3
425	времени в	3	3
426	которая в	2	3
427	а потому	2	3
428	в отличие	6	3
429	видит в	3	3
430	в первом	4	3
431	должна быть	2	3
432	как для	2	3
433	перехода от	2	3
434	когда она	2	3
435	известном смысле	4	3
436	говорил о	2	3
437	о смерти	2	3
438	случае он	2	3
439	в некотором	2	3
440	превращается в	2	3
441	более не	3	3
442	было и	2	3
443	и прочих	2	3
444	столь же	6	3
445	в последние	2	3
446	человеческого сознания	2	3
447	зрения на	2	3
448	представляет собой	21	3
449	как она	2	3
450	о которой	3	3
451	с помощью	2	3
452	в москве	2	3
453	только от	2	3
454	каждый из	3	3
455	как показывает	2	3
456	со стороны	14	3
457	так называемая	2	3
458	за ними	3	3
459	в романе	3	3
460	из нас	3	3
461	от этих	3	3
462	говорилось выше	3	3
463	жизни это	2	3
464	язык как	2	3
465	быть в	2	3
466	на ее	2	3
467	не столько	2	3
468	на другой	6	3
469	с ними	5	3
470	жизни то	2	3
471	в первой	3	3
472	и состоит	6	3
473	но при	5	3
474	а к	3	3
475	от которого	3	3
476	который не	2	3
477	а для	4	3
478	мир и	2	3
479	один и	2	3
480	речь идет	3	3
481	истории в	8	3
482	в процессе	2	3
483	не говорит	4	3
484	место в	3	3
485	жизни но	3	3
486	этих двух	2	3
487	и сами	2	3
488	видя в	2	2
489	в третьем	4	2
490	она может	2	2
491	о своей	3	2
492	с другим	2	2
493	при такой	3	2
494	и мире	2	2
495	в следующем	2	2
496	по словам	2	2
497	слов в	2	2
498	на друга	2	2
499	а во	5	2
500	и пространстве	6	2
501	точка зрения	5	2
502	однако на	2	2
503	своего рода	17	2
504	простой и	2	2
505	не имел	2	2
506	ни одного	2	2
507	в глазах	7	2
508	у тургенева	2	2
509	без этой	2	2
510	разговоре с	2	2
511	и вот	2	2
512	он уже	3	2
513	обратим внимание	2	2
514	то у	3	2
515	как у	6	2
516	в рассказе	10	2
517	которое не	2	2
518	его жизни	5	2
519	частности в	2	2
520	строго говоря	2	2
521	вступает в	2	2
522	жизни как	2	2
523	а по	2	2
524	со своей	3	2
525	роль в	4	2
526	от которой	2	2
527	не объективна	2	2
528	на рубеже	2	2
529	чем это	2	2
530	на фоне	2	2
531	у меня	2	2
532	утверждает что	2	2
533	когда же	2	2
534	вслед за	4	2
535	по отношению	5	2
536	в обоих	4	2
537	свою очередь	2	2
538	жизни так	3	2
539	ли не	3	2
540	в произведениях	3	2
541	говоря о	2	2
542	а на	2	2
543	героя в	6	2
544	т п	2	2
545	нем не	2	2
546	они могут	2	2
547	чем и	2	2
548	в едином	2	2
549	они и	2	2
550	все его	4	2
551	нам как	2	2
552	в состав	5	2
553	она сама	2	2
554	обращается к	3	2
555	в литературном	2	2
556	внутренняя жизнь	2	2
557	себя но	2	2
558	исключительно в	3	2
559	жизни мы	2	2
560	также в	2	2
561	в войне	2	2
562	тот самый	2	2
563	войне и	2	2
564	в данной	2	2
565	действующих лиц	8	2
566	по причине	2	2
567	отношению к	5	2
568	друг на	2	2
569	участие в	2	2
570	не случайно	2	2
571	со своими	3	2
572	в роли	2	2
573	зависит от	3	2
574	человек в	3	2
575	слова в	4	2
576	что я	4	2
577	благодаря которым	2	2
578	и стал	2	2
579	именно эта	2	2
580	автора в	2	2
581	этого не	2	2
582	при встрече	3	2
583	впоследствии в	2	2
584	своих героев	2	2
585	подчеркнуть что	2	2
