N	2gram	Bakhtin_Fr	KulturaY
143	и есть	5	9
144	на самом	7	8
145	в частности	4	8
146	мы видели	6	8
147	в своих	7	8
148	что на	2	8
149	в чем	3	8
150	с одной	5	8
151	и о	5	8
152	что они	3	8
153	слов и	4	8
154	с его	6	8
155	своего рода	5	8
156	да и	2	8
157	по преимуществу	3	8
158	и как	5	8
159	об этом	3	8
160	в этих	8	8
161	смысл и	2	8
162	но все	5	8
163	далеко не	3	8
164	что я	2	8
165	в таком	2	8
166	же в	2	8
167	до конца	10	7
168	в свою	3	7
169	как он	4	7
170	свою очередь	2	7
171	всякого рода	2	7
172	и потому	6	7
173	смысле этого	2	7
174	на том	2	7
175	одной стороны	4	7
176	с ними	4	7
177	например в	2	7
178	никак не	3	7
179	так сказать	7	7
180	как о	2	7
181	же и	4	7
182	в истории	5	7
183	и более	2	7
184	в котором	3	7
185	с ним	3	7
186	в одном	7	7
187	в слове	2	7
188	даже в	4	6
189	перед нами	4	6
190	данном случае	3	6
191	его к	3	6
192	в себе	5	6
193	нуждается в	4	6
194	роль в	7	6
195	на этом	3	6
196	отличие от	3	6
197	мы знаем	3	6
198	которые в	2	6
199	от этого	2	6
200	в отличие	3	6
201	в ее	5	6
202	должны быть	2	6
203	той или	2	6
204	не на	2	6
205	в корне	3	6
206	что значит	2	6
207	как будто	2	6
208	только то	2	6
209	дело не	3	6
210	мы не	3	6
211	в числе	3	6
212	прежде чем	2	6
213	или в	3	6
214	только для	6	6
215	же время	13	6
216	но только	2	6
217	так называемые	2	6
218	романа в	3	6
219	главным образом	3	6
220	на основе	3	6
221	тем же	2	6
222	никогда не	2	5
223	в отношении	3	5
224	и к	4	5
225	относится к	2	5
226	все те	2	5
227	в духе	11	5
228	в форме	3	5
229	в другом	3	5
230	в конце	8	5
231	слово в	3	5
232	и у	2	5
233	и при	2	5
234	по своему	3	5
235	о нем	3	5
236	не так	3	5
237	на которых	2	5
238	в большей	2	5
239	даже и	3	5
240	так в	4	5
241	но как	5	5
242	смысле слова	5	5
243	отметить что	2	5
244	нельзя было	3	5
245	и от	4	5
246	и он	2	5
247	и еще	3	5
248	всех этих	5	5
249	и даже	7	5
250	переход от	2	5
251	кроме того	5	5
252	превращается в	4	5
253	у него	14	5
254	нас в	2	5
255	на протяжении	7	5
256	отношение к	11	5
257	конечно и	3	5
258	язык и	2	5
259	о котором	2	5
260	еще более	5	5
261	и их	5	5
262	свою речь	3	5
263	мы находим	3	5
264	связь между	3	5
265	чем в	2	5
266	все они	5	4
267	к одному	2	4
268	его в	7	4
269	остается в	2	4
270	о чем	3	4
271	еще раз	2	4
272	и далее	3	4
273	или же	2	4
274	к которому	2	4
275	и выражения	2	4
276	в виде	2	4
277	быть в	2	4
278	характер и	3	4
279	одно из	3	4
280	так например	2	4
281	и все	16	4
282	к нему	4	4
283	к этой	3	4
284	это уже	2	4
285	в различных	2	4
286	одного из	3	4
287	в узком	3	4
288	между ними	4	4
289	свидетельствует о	2	4
290	здесь мы	3	4
291	это есть	2	4
292	пор еще	2	4
293	уже и	2	4
294	как известно	3	4
295	представление о	2	4
296	всего этого	2	4
297	в году	11	4
298	то в	2	4
299	по сравнению	2	4
300	это в	4	4
301	но дело	4	4
302	и по	4	4
303	мы увидим	3	4
304	как они	2	4
305	но ведь	3	4
306	по словам	2	4
307	именно этот	2	4
308	в условиях	3	4
309	такой же	3	4
310	отношения к	2	4
311	не к	2	4
312	что для	2	4
313	или иных	2	4
314	будто бы	2	4
315	связанные с	4	4
316	и это	5	4
317	выражение в	2	4
318	из них	8	4
319	не понимает	4	4
320	до того	2	4
321	но он	9	4
322	не дает	4	4
323	наконец и	2	3
324	вернемся к	8	3
325	следовательно и	2	3
326	культурной жизни	2	3
327	и следовательно	3	3
328	случае в	2	3
329	на эту	2	3
330	за этим	4	3
331	в настоящее	2	3
332	каждый из	2	3
333	в англии	2	3
334	в это	2	3
335	не раз	2	3
336	что здесь	2	3
337	который в	2	3
338	конце концов	3	3
339	тех кто	2	3
340	и мы	2	3
341	и другие	4	3
342	том же	4	3
343	за ними	2	3
344	с таким	3	3
345	и со	2	3
346	в романе	24	3
347	и такие	2	3
348	образом в	3	3
349	все время	3	3
350	и дает	2	3
351	от них	2	3
352	в свете	3	3
353	для этой	3	3
354	она была	3	3
355	в более	4	3
356	с того	2	3
357	настоящее время	2	3
358	большинстве случаев	3	3
359	но здесь	3	3
360	на них	3	3
361	от языка	2	3
362	на его	4	3
363	или меньшей	3	3
364	и под	4	3
365	в начале	5	3
366	о его	2	3
367	под влиянием	2	3
368	на котором	2	3
369	со всем	2	3
370	во время	17	3
371	свое значение	2	3
372	из самых	2	3
373	в дальнейшем	4	3
374	значение в	4	3
375	в обычном	2	3
376	с него	2	3
377	их как	2	3
378	работа над	3	3
379	меньшей степени	2	3
380	этой же	2	3
381	менее всего	2	3
382	мысли и	2	3
383	также в	2	3
384	в первый	2	3
385	в других	4	3
386	в последнем	2	3
387	одним из	2	3
388	но даже	2	3
389	для него	7	3
390	что у	2	3
391	тех или	2	3
392	он в	2	3
393	все что	4	3
394	в наших	2	3
395	в большинстве	3	3
396	жизнь в	3	3
397	большей или	3	3
398	по адресу	2	3
399	раз и	2	3
400	к жизни	2	3
401	эпохи и	3	3
402	с их	5	3
403	в системе	3	3
404	за это	2	2
405	начиная с	3	2
406	во все	3	2
407	этого явления	2	2
408	из всех	4	2
409	основываясь на	3	2
410	в одной	3	2
411	его так	2	2
412	в состоянии	2	2
413	живой и	2	2
414	для которого	2	2
415	и той	2	2
416	и выражений	3	2
417	не был	4	2
418	одному из	2	2
419	есть и	4	2
420	г и	2	2
421	это вовсе	2	2
422	быть и	2	2
423	же к	2	2
424	в основном	7	2
425	одном из	2	2
426	это как	2	2
427	этой системы	3	2
428	одной и	2	2
429	смысл в	2	2
430	своего времени	5	2
431	одной из	3	2
432	и др	9	2
433	в разных	3	2
434	узком смысле	2	2
435	но вернемся	3	2
436	говорит он	2	2
437	он говорит	6	2
438	уже к	2	2
439	и такой	2	2
440	культуры в	3	2
441	связи со	2	2
442	том числе	4	2
443	большую роль	3	2
444	в эти	2	2
445	вот это	2	2
446	за счет	3	2
447	здесь в	6	2
448	жизни и	6	2
449	думать что	2	2
450	форм но	2	2
451	и до	14	2
452	и самый	2	2
453	было в	2	2
454	этой эпохи	2	2
455	он стал	3	2
456	очень часто	2	2
457	с этими	2	2
458	одна из	3	2
459	речи так	2	2
460	значение этого	2	2
461	имеет в	2	2
462	меньше чем	3	2
463	но эти	4	2
464	на такие	2	2
465	дело в	4	2
466	этот процесс	4	2
467	это самое	2	2
468	это было	2	2
469	поэтому и	4	2
470	и слово	2	2
471	и тот	4	2
472	дело с	2	2
473	к тем	2	2
474	и понимания	2	2
475	и мысли	4	2
476	почти все	2	2
477	имеется в	2	2
478	понятно что	3	2
479	где он	2	2
480	носит характер	2	2
481	значение которое	2	2
482	но они	4	2
483	наших дней	5	2
484	связи и	2	2
485	связан с	6	2
486	мы сказали	2	2
487	в литературе	10	2
488	о таких	2	2
489	и так	5	2
490	за то	2	2
491	поэтому в	2	2
492	равно как	2	2
493	и вообще	3	2
494	здесь только	3	2
495	имеем в	2	2
496	видно что	4	2
497	и прежде	4	2
498	всякий раз	2	2
499	он и	10	2
500	и одновременно	3	2
501	тому как	2	2
502	смысле но	2	2
503	устной и	2	2
504	что эта	2	2
505	что было	3	2
506	сравнению с	2	2
507	во всем	4	2
508	и после	2	2
509	в себя	2	2
510	но оно	2	2
511	один и	3	2
512	момент в	2	2
513	все в	2	2
514	связана с	4	2
