N	2gram	Medvedev_V	KulturaY
319	одним из	5	3
320	как у	2	3
321	между собою	2	3
322	не по	2	3
323	что его	2	3
324	в целях	2	3
325	но даже	3	3
326	только с	2	3
327	для него	9	3
328	что у	3	3
329	каждой из	2	3
330	он в	2	3
331	знаем что	2	3
332	большей или	3	3
333	в противном	2	3
334	в системе	2	3
335	начиная с	2	2
336	показывают что	5	2
337	основываясь на	2	2
338	только у	2	2
339	над своими	2	2
340	представляет собою	11	2
341	конечном итоге	2	2
342	что многие	2	2
343	который по	2	2
344	вот что	12	2
345	и через	2	2
346	из элементов	3	2
347	у них	2	2
348	уже по	2	2
349	в основном	7	2
350	достоевского и	2	2
351	одном из	4	2
352	нет никаких	2	2
353	письме к	12	2
354	льва толстого	2	2
355	у пушкина	2	2
356	одной из	2	2
357	и др	10	2
358	с а	2	2
359	никаких оснований	2	2
360	он говорит	5	2
361	и просто	2	2
362	он пишет	9	2
363	том числе	2	2
364	говорит и	8	2
365	и социальной	2	2
366	к сожалению	2	2
367	в основных	3	2
368	по этому	10	2
369	вот это	2	2
370	для них	2	2
371	его от	2	2
372	жизни и	3	2
373	было в	2	2
374	ее в	4	2
375	вслед за	3	2
376	это особенно	2	2
377	не столь	3	2
378	одна из	4	2
379	вот например	7	2
380	с другими	2	2
381	другом месте	2	2
382	этот процесс	3	2
383	силу этого	4	2
384	которая не	2	2
385	целого ряда	2	2
386	творчества и	3	2
387	по его	2	2
388	не является	5	2
389	понятно что	2	2
390	с работой	3	2
391	начнем с	2	2
392	в известной	2	2
393	свидетельствуют о	2	2
394	труда и	2	2
395	самый факт	2	2
396	что без	3	2
397	в жизни	2	2
398	легко и	2	2
399	в самых	2	2
400	много и	2	2
401	ни один	8	2
402	равно как	4	2
403	зависит от	2	2
404	том отношении	2	2
405	он и	2	2
406	тому как	3	2
407	ничто иное	2	2
408	является не	4	2
409	и значит	2	2
410	из основных	2	2
411	чем же	4	2
412	в пользу	2	2
413	для которых	2	2
414	момент в	3	2
415	связана с	2	2
416	работал над	3	2
